,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,PDF_Page
0,BearingPart No.<s>(1)(2)</s>,Shaft Dia.,Bearing No.,A,B,C,D min.,D max.,F,G,H,J,L,Rv<s>(1)</s>,Rvv,Sv<s>(1)</s>,Svv,Wt.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,94
1,,mmin.,,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmmm  in.in.,mmin.,mmin.,mmin.,mmin.,mmin.,kglbs.,,,,,,,,183
2,QMP08J035S,35mm ,22208,47.8 / 1.88,94.7 / 3.73,60.5 / 2.38,119.1 / 4.69,152.4 / 6.00,174.8 / 6.88,57.2 / 2.25,25.4 / 1.00,12mm  1/2in.,25.4 / 1.00,73.2 / 2.88,44.5 / 1.75,3.3 / 0.13,69.9 / 2.75,4.1 / 9,22208,22208,22208,22208,22208,22208,22208,183
3,QMP08J107S,1 7/16in. ,22208,47.8 / 1.88,94.7 / 3.73,60.5 / 2.38,119.1 / 4.69,152.4 / 6.00,174.8 / 6.88,57.2 / 2.25,25.4 / 1.00,12mm  1/2in.,25.4 / 1.00,73.2 / 2.88,44.5 / 1.75,3.3 / 0.13,69.9 / 2.75,4.1 / 9,22208,22208,22208,22208,22208,22208,22208,183
4,QMP08J108S,1 1/2in. ,22208,54.1 / 2.13,101.1 / 3.98,60.5 / 2.38,119.1 / 4.69,165.1 / 6.50,200.2 / 7.88,57.2 / 2.25,25.4 / 1.00,12mm  1/2in.,25.4 / 1.00,73.2 / 2.88,44.5 / 1.75,3.3 / 0.13,69.9 / 2.75,4.1 / 9,22208,22208,22208,22208,22208,22208,22208,183
5,QMP09J111S,1 11/16in. ,22209,54.1 / 2.13,104.9 / 4.13,66.5 / 2.62,144.8 / 5.70,165.1 / 6.50,200.2 / 7.88,60.2 / 2.37,31.8 / 1.25,12mm  1/2in.,25.4 / 1.00,77.7 / 3.06,47.8 / 1.88,4.8 / 0.19,73.2 / 2.88,4.5 / 10,22209,22209,22209,22209,22209,22209,22209,183
6,QMP09J040S,40mm ,22209,57.2 / 2.25,108.0 / 4.25,66.5 / 2.62,158.8 / 6.25,180.8 / 7.12,225.6 / 8.88,62.0 / 2.44,31.8 / 1.25,16mm  5/8in.,25.4 / 1.00,78.7 / 3.10,47.8 / 1.88,5.8 / 0.23,73.2 / 2.88,4.5 / 10,22209,22209,22209,22209,22209,22209,22209,183
7,QMP09J112S,1 3/4in. ,22209,57.2 / 2.25,108.0 / 4.25,66.5 / 2.62,158.8 / 6.25,180.8 / 7.12,225.6 / 8.88,62.0 / 2.44,31.8 / 1.25,16mm  5/8in.,25.4 / 1.00,78.7 / 3.10,47.8 / 1.88,5.8 / 0.23,73.2 / 2.88,4.5 / 10,22209,22209,22209,22209,22209,22209,22209,183
8,QMP09J045S,45mm ,22209,57.2 / 2.25,108.0 / 4.25,66.5 / 2.62,158.8 / 6.25,180.8 / 7.12,225.6 / 8.88,62.0 / 2.44,31.8 / 1.25,16mm  5/8in.,25.4 / 1.00,78.7 / 3.10,47.8 / 1.88,5.8 / 0.23,73.2 / 2.88,4.5 / 10,22209,22209,22209,22209,22209,22209,22209,183
9,QMP10J115S,1 15/16in. ,22210,57.2 / 2.25,122.2 / 4.81,71.4 / 2.81,152.4 / 6.00,181.1 / 7.13,225.6 / 8.88,62.0 / 2.44,31.8 / 1.25,16mm  5/8in.,25.4 / 1.00,79.0 / 3.11,47.5 / 1.87,6.1 / 0.24,72.9 / 2.87,5.9 / 13,22210,22210,22210,22210,22210,22210,22210,183
10,QMP10J200S,2in. ,22210,57.2 / 2.25,122.2 / 4.81,71.4 / 2.81,152.4 / 6.00,181.1 / 7.13,225.6 / 8.88,62.0 / 2.44,31.8 / 1.25,16mm  5/8in.,25.4 / 1.00,79.0 / 3.11,47.5 / 1.87,6.1 / 0.24,72.9 / 2.87,5.9 / 13,22210,22210,22210,22210,22210,22210,22210,183
11,QMP10J050S,50mm ,22210,57.2 / 2.25,122.2 / 4.81,71.4 / 2.81,152.4 / 6.00,181.1 / 7.13,225.6 / 8.88,62.0 / 2.44,31.8 / 1.25,16mm  5/8in.,25.4 / 1.00,79.0 / 3.11,47.5 / 1.87,6.1 / 0.24,72.9 / 2.87,5.9 / 13,22210,22210,22210,22210,22210,22210,22210,183
12,QMP11J203S,2 3/16in. ,22211,63.5 / 2.50,133.4 / 5.25,75.9 / 2.99,165.1 / 6.50,200.2 / 7.88,244.6 / 9.63,66.8 / 2.63,31.8 / 1.25,16mm  5/8in.,28.7 / 1.13,84.1 / 3.31,50.8 / 2.00,4.8 / 0.19,79.5 / 3.13,7.7 / 17,22211,22211,22211,22211,22211,22211,22211,183
13,QMP11J204S,2 1/4in. ,22211,63.5 / 2.50,133.4 / 5.25,75.9 / 2.99,165.1 / 6.50,200.2 / 7.88,244.6 / 9.63,66.8 / 2.63,31.8 / 1.25,16mm  5/8in.,28.7 / 1.13,84.1 / 3.31,50.8 / 2.00,4.8 / 0.19,79.5 / 3.13,7.7 / 17,22211,22211,22211,22211,22211,22211,22211,183
14,QMP11J055S,55mm ,22211,63.5 / 2.50,133.4 / 5.25,75.9 / 2.99,165.1 / 6.50,200.2 / 7.88,244.6 / 9.63,66.8 / 2.63,31.8 / 1.25,16mm  5/8in.,28.7 / 1.13,84.1 / 3.31,50.8 / 2.00,4.8 / 0.19,79.5 / 3.13,7.7 / 17,22211,22211,22211,22211,22211,22211,22211,183
15,QMP13J060S,60mm ,22213,69.9 / 2.75,147.3 / 5.80,91.9 / 3.62,174.8 / 6.88,219.2 / 8.63,260.4 / 10.25,73.7 / 2.90,35.1 / 1.38,16mm  5/8in.,31.5 / 1.24,91.2 / 3.59,54.1 / 2.13,5.3 / 0.21,85.6 / 3.37,10.0 / 22,22213,22213,22213,22213,22213,22213,22213,183
16,QMP13J207S,2 7/16in. ,22213,69.9 / 2.75,147.3 / 5.80,91.9 / 3.62,174.8 / 6.88,219.2 / 8.63,260.4 / 10.25,73.7 / 2.90,35.1 / 1.38,16mm  5/8in.,31.5 / 1.24,91.2 / 3.59,54.1 / 2.13,5.3 / 0.21,85.6 / 3.37,10.0 / 22,22213,22213,22213,22213,22213,22213,22213,183
17,QMP13J208S,2 1/2in. ,22213,69.9 / 2.75,147.3 / 5.80,91.9 / 3.62,174.8 / 6.88,219.2 / 8.63,260.4 / 10.25,73.7 / 2.90,35.1 / 1.38,16mm  5/8in.,31.5 / 1.24,91.2 / 3.59,54.1 / 2.13,5.3 / 0.21,85.6 / 3.37,10.0 / 22,22213,22213,22213,22213,22213,22213,22213,183
18,QMP13J065S,65mm ,22213,69.9 / 2.75,147.3 / 5.80,91.9 / 3.62,174.8 / 6.88,219.2 / 8.63,260.4 / 10.25,73.7 / 2.90,35.1 / 1.38,16mm  5/8in.,31.5 / 1.24,91.2 / 3.59,54.1 / 2.13,5.3 / 0.21,85.6 / 3.37,10.0 / 22,22213,22213,22213,22213,22213,22213,22213,183
19,QMP15J211S,2 11/16in. ,22215,79.5 / 3.13,164.3 / 6.47,101.9 / 4.01,200.2 / 7.88,244.6 / 9.63,295.4 / 11.63,76.2 / 3.00,35.1 / 1.38,20mm  3/4in.,31.8 / 1.25,98.3 / 3.87,60.2 / 2.37,6.4 / 0.25,91.9 / 3.62,12.7 / 28,22215,22215,22215,22215,22215,22215,22215,183
20,QMP15J212S,2 3/4in. ,22215,79.5 / 3.13,164.3 / 6.47,101.9 / 4.01,200.2 / 7.88,244.6 / 9.63,295.4 / 11.63,76.2 / 3.00,35.1 / 1.38,20mm  3/4in.,31.8 / 1.25,98.3 / 3.87,60.2 / 2.37,6.4 / 0.25,91.9 / 3.62,12.7 / 28,22215,22215,22215,22215,22215,22215,22215,183
21,QMP15J070S,70mm ,22215,79.5 / 3.13,164.3 / 6.47,101.9 / 4.01,200.2 / 7.88,244.6 / 9.63,295.4 / 11.63,76.2 / 3.00,35.1 / 1.38,20mm  3/4in.,31.8 / 1.25,98.3 / 3.87,60.2 / 2.37,6.4 / 0.25,91.9 / 3.62,12.7 / 28,22215,22215,22215,22215,22215,22215,22215,183
22,QMP15J215S,2 15/16in. ,22215,79.5 / 3.13,164.3 / 6.47,101.9 / 4.01,200.2 / 7.88,244.6 / 9.63,295.4 / 11.63,76.2 / 3.00,35.1 / 1.38,20mm  3/4in.,31.8 / 1.25,98.3 / 3.87,60.2 / 2.37,6.4 / 0.25,91.9 / 3.62,12.7 / 28,22215,22215,22215,22215,22215,22215,22215,183
23,QMP15J300S,3in. ,22215,79.5 / 3.13,164.3 / 6.47,101.9 / 4.01,200.2 / 7.88,244.6 / 9.63,295.4 / 11.63,76.2 / 3.00,35.1 / 1.38,20mm  3/4in.,31.8 / 1.25,98.3 / 3.87,60.2 / 2.37,6.4 / 0.25,91.9 / 3.62,12.7 / 28,22215,22215,22215,22215,22215,22215,22215,183
24,QMP15J075S,75mm ,22215,79.5 / 3.13,164.3 / 6.47,101.9 / 4.01,200.2 / 7.88,244.6 / 9.63,295.4 / 11.63,76.2 / 3.00,35.1 / 1.38,20mm  3/4in.,31.8 / 1.25,98.3 / 3.87,60.2 / 2.37,6.4 / 0.25,91.9 / 3.62,12.7 / 28,22215,22215,22215,22215,22215,22215,22215,183
25,QMP18J303S,3 3/16in. ,,,,,,,,,,mm  in.,,,,,,,,,,,,,,183
0,Bearing Part No.,Shaft Dia.,Bearing No.,A,B,C,D min.,D max.,F,G,H,J,K,L,M,R,S,Wt.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,184
1,,mmin.,,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmmm  in.in.,mmin.,mmin.,mmin.,mmin.,mmin.,kglbs.,,,,,,,,184
2,QMPL08J035S,35mm ,22208,47.8 / 1.88,94.7 / 3.73,60.5 / 2.38,119.1 / 4.69,152.4 / 6.00,174.8 / 6.88,57.2 / 2.25,25.4 / 1.00,12mm  1/2in.,25.4 / 1.00,73.2 / 2.88,44.5 / 1.75,3.3 / 0.13,69.9 / 2.75,4.1 / 9,22208,22208,22208,22208,22208,22208,22208,184
3,QMPL08J107S,1 7/16in. ,22208,47.8 / 1.88,94.7 / 3.73,60.5 / 2.38,119.1 / 4.69,152.4 / 6.00,174.8 / 6.88,57.2 / 2.25,25.4 / 1.00,12mm  1/2in.,25.4 / 1.00,73.2 / 2.88,44.5 / 1.75,3.3 / 0.13,69.9 / 2.75,4.1 / 9,22208,22208,22208,22208,22208,22208,22208,184
4,QMPL08J108S,1 1/2in. ,22208,47.8 / 1.88,94.7 / 3.73,60.5 / 2.38,119.1 / 4.69,152.4 / 6.00,174.8 / 6.88,57.2 / 2.25,25.4 / 1.00,12mm  1/2in.,25.4 / 1.00,73.2 / 2.88,44.5 / 1.75,3.3 / 0.13,69.9 / 2.75,4.1 / 9,22208,22208,22208,22208,22208,22208,22208,184
5,QMPL09J040S,40mm ,22209,54.1 / 2.13,104.9 / 4.13,66.5 / 2.62,133.4 / 5.25,146.1 / 5.75,181.1 / 7.13,60.2 / 2.37,31.8 / 1.25,12mm  1/2in.,25.4 / 1.00,77.7 / 3.06,47.8 / 1.88,4.8 / 0.19,73.2 / 2.88,4.5 / 10,22209,22209,22209,22209,22209,22209,22209,184
6,QMPL09J111S,1 11/16in. ,22209,54.1 / 2.13,104.9 / 4.13,66.5 / 2.62,133.4 / 5.25,146.1 / 5.75,181.1 / 7.13,60.2 / 2.37,31.8 / 1.25,12mm  1/2in.,25.4 / 1.00,77.7 / 3.06,47.8 / 1.88,4.8 / 0.19,73.2 / 2.88,4.5 / 10,22209,22209,22209,22209,22209,22209,22209,184
7,QMPL09J112S,1 3/4in. ,22209,54.1 / 2.13,104.9 / 4.13,66.5 / 2.62,133.4 / 5.25,146.1 / 5.75,181.1 / 7.13,60.2 / 2.37,31.8 / 1.25,12mm  1/2in.,25.4 / 1.00,77.7 / 3.06,47.8 / 1.88,4.8 / 0.19,73.2 / 2.88,4.5 / 10,22209,22209,22209,22209,22209,22209,22209,184
8,QMPL09J045S,45mm ,22209,54.1 / 2.13,104.9 / 4.13,66.5 / 2.62,133.4 / 5.25,146.1 / 5.75,181.1 / 7.13,60.2 / 2.37,31.8 / 1.25,12mm  1/2in.,25.4 / 1.00,77.7 / 3.06,47.8 / 1.88,4.8 / 0.19,73.2 / 2.88,4.5 / 10,22209,22209,22209,22209,22209,22209,22209,184
9,QMPL10J115S,1 15/16in. ,22210,57.2 / 2.25,122.2 / 4.81,71.4 / 2.81,150.6 / 5.93,161.5 / 6.36,212.9 / 8.38,62.0 / 2.44,31.8 / 1.25,16mm  5/8in.,25.4 / 1.00,79.0 / 3.11,47.5 / 1.87,6.1 / 0.24,72.9 / 2.87,5.9 / 13,22210,22210,22210,22210,22210,22210,22210,184
10,QMPL10J200S,2in. ,22210,57.2 / 2.25,122.2 / 4.81,71.4 / 2.81,150.6 / 5.93,161.5 / 6.36,212.9 / 8.38,62.0 / 2.44,31.8 / 1.25,16mm  5/8in.,25.4 / 1.00,79.0 / 3.11,47.5 / 1.87,6.1 / 0.24,72.9 / 2.87,5.9 / 13,22210,22210,22210,22210,22210,22210,22210,184
11,QMPL10J050S,50mm ,22210,57.2 / 2.25,122.2 / 4.81,71.4 / 2.81,150.6 / 5.93,161.5 / 6.36,212.9 / 8.38,62.0 / 2.44,31.8 / 1.25,16mm  5/8in.,25.4 / 1.00,79.0 / 3.11,47.5 / 1.87,6.1 / 0.24,72.9 / 2.87,5.9 / 13,22210,22210,22210,22210,22210,22210,22210,184
12,QMPL11J203S,2 3/16in. ,22211,63.5 / 2.50,133.4 / 5.25,75.9 / 2.99,165.1 / 6.50,179.3 / 7.06,225.6 / 8.88,65.5 / 2.58,31.8 / 1.25,16mm  5/8in.,28.4 / 1.12,83.3 / 3.28,50.8 / 2.00,4.3 / 0.17,79.2 / 3.12,7.7 / 17,22211,22211,22211,22211,22211,22211,22211,184
13,QMPL11J204S,2 1/4in. ,22211,63.5 / 2.50,133.4 / 5.25,75.9 / 2.99,165.1 / 6.50,179.3 / 7.06,225.6 / 8.88,65.5 / 2.58,31.8 / 1.25,16mm  5/8in.,28.4 / 1.12,83.3 / 3.28,50.8 / 2.00,4.3 / 0.17,79.2 / 3.12,7.7 / 17,22211,22211,22211,22211,22211,22211,22211,184
14,QMPL11J055S,55mm ,22211,63.5 / 2.50,133.4 / 5.25,75.9 / 2.99,165.1 / 6.50,179.3 / 7.06,225.6 / 8.88,65.5 / 2.58,31.8 / 1.25,16mm  5/8in.,28.4 / 1.12,83.3 / 3.28,50.8 / 2.00,4.3 / 0.17,79.2 / 3.12,7.7 / 17,22211,22211,22211,22211,22211,22211,22211,184
15,QMPL13J060S,60mm ,22213,69.9 / 2.75,147.3 / 5.80,91.9 / 3.62,173.0 / 6.81,189.0 / 7.44,235.0 / 9.25,73.7 / 2.90,35.1 / 1.38,16mm  5/8in.,31.5 / 1.24,90.9 / 3.58,54.1 / 2.13,5.3 / 0.21,85.6 / 3.37,10.0 / 22,22213,22213,22213,22213,22213,22213,22213,184
16,QMPL13J207S,2 7/16in. ,22213,69.9 / 2.75,147.3 / 5.80,91.9 / 3.62,173.0 / 6.81,189.0 / 7.44,235.0 / 9.25,73.7 / 2.90,35.1 / 1.38,16mm  5/8in.,31.5 / 1.24,90.9 / 3.58,54.1 / 2.13,5.3 / 0.21,85.6 / 3.37,10.0 / 22,22213,22213,22213,22213,22213,22213,22213,184
17,QMPL13J208S,2 1/2in. ,22213,69.9 / 2.75,147.3 / 5.80,91.9 / 3.62,173.0 / 6.81,189.0 / 7.44,235.0 / 9.25,73.7 / 2.90,35.1 / 1.38,16mm  5/8in.,31.5 / 1.24,90.9 / 3.58,54.1 / 2.13,5.3 / 0.21,85.6 / 3.37,10.0 / 22,22213,22213,22213,22213,22213,22213,22213,184
18,QMPL13J065S,65mm ,22213,69.9 / 2.75,147.3 / 5.80,91.9 / 3.62,173.0 / 6.81,189.0 / 7.44,235.0 / 9.25,73.7 / 2.90,35.1 / 1.38,16mm  5/8in.,31.5 / 1.24,90.9 / 3.58,54.1 / 2.13,5.3 / 0.21,85.6 / 3.37,10.0 / 22,22213,22213,22213,22213,22213,22213,22213,184
19,QMPL15J211S,2 11/16in. ,22215,82.6 / 3.25,167.4 / 6.59,101.9 / 4.01,195.6 / 7.70,213.4 / 8.40,265.2 / 10.44,76.2 / 3.00,35.1 / 1.38,20mm  3/4in.,31.8 / 1.25,98.3 / 3.87,60.2 / 2.37,6.4 / 0.25,91.9 / 3.62,12.7 / 28,22215,22215,22215,22215,22215,22215,22215,184
20,QMPL15J212S,2 3/4in. ,22215,82.6 / 3.25,167.4 / 6.59,101.9 / 4.01,195.6 / 7.70,213.4 / 8.40,265.2 / 10.44,76.2 / 3.00,35.1 / 1.38,20mm  3/4in.,31.8 / 1.25,98.3 / 3.87,60.2 / 2.37,6.4 / 0.25,91.9 / 3.62,12.7 / 28,22215,22215,22215,22215,22215,22215,22215,184
21,QMPL15J070S,70mm ,22215,82.6 / 3.25,167.4 / 6.59,101.9 / 4.01,195.6 / 7.70,213.4 / 8.40,265.2 / 10.44,76.2 / 3.00,35.1 / 1.38,20mm  3/4in.,31.8 / 1.25,98.3 / 3.87,60.2 / 2.37,6.4 / 0.25,91.9 / 3.62,12.7 / 28,22215,22215,22215,22215,22215,22215,22215,184
22,QMPL15J215S,2 15/16in. ,22215,82.6 / 3.25,167.4 / 6.59,101.9 / 4.01,195.6 / 7.70,213.4 / 8.40,265.2 / 10.44,76.2 / 3.00,35.1 / 1.38,20mm  3/4in.,31.8 / 1.25,98.3 / 3.87,60.2 / 2.37,6.4 / 0.25,91.9 / 3.62,12.7 / 28,22215,22215,22215,22215,22215,22215,22215,184
23,QMPL15J300S,3in. ,22215,82.6 / 3.25,167.4 / 6.59,101.9 / 4.01,195.6 / 7.70,213.4 / 8.40,265.2 / 10.44,76.2 / 3.00,35.1 / 1.38,20mm  3/4in.,31.8 / 1.25,98.3 / 3.87,60.2 / 2.37,6.4 / 0.25,91.9 / 3.62,12.7 / 28,22215,22215,22215,22215,22215,22215,22215,184
24,QMPL15J075S,75mm ,22215,82.6 / 3.25,167.4 / 6.59,101.9 / 4.01,195.6 / 7.70,213.4 / 8.40,265.2 / 10.44,76.2 / 3.00,35.1 / 1.38,20mm  3/4in.,31.8 / 1.25,98.3 / 3.87,60.2 / 2.37,6.4 / 0.25,91.9 / 3.62,12.7 / 28,22215,22215,22215,22215,22215,22215,22215,184
25,QMPL18J303S,3 3/16in. ,,,,,,,,,,mm  in.,,,,,,,,,,,,,,184
26,QMPL18J304S,3 1/4in. ,,,,,,,,,,mm  in.,,,,,,,,,,,,,,184
27,,,,,,,,,,,,mm  in.,,,,,,,,,,,,,,184
0,Bearing Part No.,Shaft Dia.,Bearing No.,A,B,C,D min.,D max.,F,G,H,J,K,L,M,R,S,Wt.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,185
1,,mmin.,,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmmm  in.in.,mmin.,mmin.,mmin.,mmin.,mmin.,kglbs.,,,,,,,,185
2,QMPMD08J035S,35mm ,22208,54.1 2.13,110.5 4.35,60.5 2.38,131.6 5.18,149.4 5.88,184.2 7.25,57.2 2.25,25.4 1.00,12mm   1/2in.,25.4 1.00,73.2 2.88,44.5 1.75,3.3 0.13,69.9 2.75,4.1 /  9,22208,22208,22208,22208,22208,22208,22208,185
3,QMPMD08J107S,1 7/16in. ,22208,54.1 2.13,110.5 4.35,60.5 2.38,131.6 5.18,149.4 5.88,184.2 7.25,57.2 2.25,25.4 1.00,12mm   1/2in.,25.4 1.00,73.2 2.88,44.5 1.75,3.3 0.13,69.9 2.75,4.1 /  9,22208,22208,22208,22208,22208,22208,22208,185
4,QMPMD08J108S,1 1/2in. ,22208,54.1 2.13,100.8 3.97,60.0 2.36,119.1 4.69,165.1 6.50,189.0 7.44,57.2 2.25,25.4 1.00,12mm   1/2in.,25.4 1.00,75.4 2.97,44.5 1.75,3.2 0.13,69.9 2.75,4.1 /  9,22208,22208,22208,22208,22208,22208,22208,185
5,QMPMD09J040S,40mm ,22209,54.1 2.13,113.3 4.46,66.8 2.63,139.7 5.5,157.2 6.19,189.0 7.44,62.0 2.44,25.4 1.00,12mm   1/2in.,25.4 1.00,78.7 3.10,47.8 1.88,5.6 0.22,73.2 2.88,4.5 /  10,22209,22209,22209,22209,22209,22209,22209,185
6,QMPMD09J111S,1 11/16in. ,22209,57.2 2.25,116.3 4.58,66.8 2.63,152.4 6.00,169.7 6.68,206.2 8.12,62.0 2.44,31.8 1.25,16mm   5/8in.,25.4 1.00,78.7 3.10,47.8 1.88,5.6 0.22,73.2 2.88,4.5 /  10,22209,22209,22209,22209,22209,22209,22209,185
7,QMPMD09J112S,1 3/4in. ,22209,57.2 2.25,116.3 4.58,66.8 2.63,152.4 6.00,169.7 6.68,206.2 8.12,62.0 2.44,31.8 1.25,16mm   5/8in.,25.4 1.00,78.7 3.10,47.8 1.88,5.6 0.22,73.2 2.88,4.5 /  10,22209,22209,22209,22209,22209,22209,22209,185
8,QMPMD09J045S,45mm ,22209,57.2 2.25,116.3 4.58,66.8 2.63,152.4 6.00,169.7 6.68,206.2 8.12,62.0 2.44,31.8 1.25,16mm   5/8in.,25.4 1.00,78.7 3.10,47.8 1.88,5.6 0.22,73.2 2.88,4.5 /  10,22209,22209,22209,22209,22209,22209,22209,185
9,QMPMD10J115S,1 15/16in. ,22210,63.5 / 2.50,127.2 / 5.00,71.4 / 2.81,162.1 / 6.38,189.0 / 7.44,225.6 / 8.88,62.0 / 2.44,31.8 / 1.25,16mm  5/8in.,25.4 / 1.00,79.0 / 3.11,47.5 / 1.87,6.1 / 0.24,72.9 / 2.87,5.9 / 13,22210,22210,22210,22210,22210,22210,22210,185
10,QMPMD10J200S,2in. ,22210,63.5 / 2.50,127.2 / 5.00,71.4 / 2.81,162.1 / 6.38,189.0 / 7.44,225.6 / 8.88,62.0 / 2.44,31.8 / 1.25,16mm  5/8in.,25.4 / 1.00,79.0 / 3.11,47.5 / 1.87,6.1 / 0.24,72.9 / 2.87,5.9 / 13,22210,22210,22210,22210,22210,22210,22210,185
11,QMPMD10J050S,50mm ,22210,63.5 / 2.50,127.2 / 5.00,71.4 / 2.81,162.1 / 6.38,189.0 / 7.44,225.6 / 8.88,62.0 / 2.44,31.8 / 1.25,16mm  5/8in.,25.4 / 1.00,79.0 / 3.11,47.5 / 1.87,6.1 / 0.24,72.9 / 2.87,5.9 / 13,22210,22210,22210,22210,22210,22210,22210,185
12,QMPMD11J203S,2 3/16in. ,22211,69.9 / 2.75,139.7 / 5.50,82.6 / 3.25,174.8 / 6.88,201.7 / 7.94,241.3 / 9.50,66.8 / 2.63,38.1 / 1.50,16mm  5/8in.,28.7 / 1.13,84.3 / 3.32,50.8 / 2.00,4.8 / 0.19,79.2 / 3.13,7.7 / 17,22211,22211,22211,22211,22211,22211,22211,185
13,QMPMD11J204S,2 1/4in. ,22211,69.9 / 2.75,139.7 / 5.50,82.6 / 3.25,174.8 / 6.88,201.7 / 7.94,241.3 / 9.50,66.8 / 2.63,38.1 / 1.50,16mm  5/8in.,28.7 / 1.13,84.3 / 3.32,50.8 / 2.00,4.8 / 0.19,79.2 / 3.13,7.7 / 17,22211,22211,22211,22211,22211,22211,22211,185
14,QMPMD11J055S,55mm ,22211,69.9 / 2.75,139.7 / 5.50,82.6 / 3.25,174.8 / 6.88,201.7 / 7.94,241.3 / 9.50,66.8 / 2.63,38.1 / 1.50,16mm  5/8in.,28.7 / 1.13,84.3 / 3.32,50.8 / 2.00,4.8 / 0.19,79.2 / 3.13,7.7 / 17,22211,22211,22211,22211,22211,22211,22211,185
15,QMPMD13J060S,60mm ,22213,76.2 / 3.00,153.7 / 6.05,92.0 / 3.62,190.5 / 7.50,223.0 / 8.78,273.1 / 10.75,73.7 / 2.90,34.9 / 1.38,20mm  3/4in.,31.5 / 1.24,91.4 / 3.60,54.6 / 2.15,5.3 / 0.21,86.0 / 3.39,10.0 / 22,22213,22213,22213,22213,22213,22213,22213,185
16,QMPMD13J207S,2 7/16in. ,22213,76.2 / 3.00,153.7 / 6.05,92.0 / 3.62,190.5 / 7.50,223.0 / 8.78,273.1 / 10.75,73.7 / 2.90,34.9 / 1.38,20mm  3/4in.,31.5 / 1.24,91.4 / 3.60,54.6 / 2.15,5.3 / 0.21,86.0 / 3.39,10.0 / 22,22213,22213,22213,22213,22213,22213,22213,185
17,QMPMD13J208S,2 1/2in. ,22213,76.2 / 3.00,153.7 / 6.05,92.0 / 3.62,190.5 / 7.50,223.0 / 8.78,273.1 / 10.75,73.7 / 2.90,34.9 / 1.38,20mm  3/4in.,31.5 / 1.24,91.4 / 3.60,54.6 / 2.15,5.3 / 0.21,86.0 / 3.39,10.0 / 22,22213,22213,22213,22213,22213,22213,22213,185
18,QMPMD13J065S,65mm ,22213,76.2 / 3.00,153.7 / 6.05,92.0 / 3.62,190.5 / 7.50,223.0 / 8.78,273.1 / 10.75,73.7 / 2.90,34.9 / 1.38,20mm  3/4in.,31.5 / 1.24,91.4 / 3.60,54.6 / 2.15,5.3 / 0.21,86.0 / 3.39,10.0 / 22,22213,22213,22213,22213,22213,22213,22213,185
19,QMPMD15J211S,2 11/16in. ,22215,88.9 / 3.50,171.5 / 6.75,109.0 / 4.29,215.9 / 8.50,241.3 / 9.50,298.5 / 11.75,76.2 / 3.00,38.1 / 1.50,24mm  7/8in.,31.8 / 1.25,98.3 / 3.87,60.2 / 2.37,6.4 / 0.25,91.9 / 3.62,12.7 / 28,22215,22215,22215,22215,22215,22215,22215,185
20,QMPMD15J212S,2 3/4in. ,22215,88.9 / 3.50,171.5 / 6.75,109.0 / 4.29,215.9 / 8.50,241.3 / 9.50,298.5 / 11.75,76.2 / 3.00,38.1 / 1.50,24mm  7/8in.,31.8 / 1.25,98.3 / 3.87,60.2 / 2.37,6.4 / 0.25,91.9 / 3.62,12.7 / 28,22215,22215,22215,22215,22215,22215,22215,185
21,QMPMD15J070S,70mm ,22215,88.9 / 3.50,171.5 / 6.75,109.0 / 4.29,215.9 / 8.50,241.3 / 9.50,298.5 / 11.75,76.2 / 3.00,38.1 / 1.50,24mm  7/8in.,31.8 / 1.25,98.3 / 3.87,60.2 / 2.37,6.4 / 0.25,91.9 / 3.62,12.7 / 28,22215,22215,22215,22215,22215,22215,22215,185
22,QMPMD15J215S,2 15/16in. ,22215,88.9 / 3.50,171.5 / 6.75,109.0 / 4.29,215.9 / 8.50,241.3 / 9.50,298.5 / 11.75,76.2 / 3.00,38.1 / 1.50,24mm  7/8in.,31.8 / 1.25,98.3 / 3.87,60.2 / 2.37,6.4 / 0.25,91.9 / 3.62,12.7 / 28,22215,22215,22215,22215,22215,22215,22215,185
23,QMPMD15J300S,3in. ,22215,88.9 / 3.50,171.5 / 6.75,109.0 / 4.29,215.9 / 8.50,241.3 / 9.50,298.5 / 11.75,76.2 / 3.00,38.1 / 1.50,24mm  7/8in.,31.8 / 1.25,98.3 / 3.87,60.2 / 2.37,6.4 / 0.25,91.9 / 3.62,12.7 / 28,22215,22215,22215,22215,22215,22215,22215,185
24,QMPMD15J075S,75mm ,22215,88.9 / 3.50,171.5 / 6.75,109.0 / 4.29,215.9 / 8.50,241.3 / 9.50,298.5 / 11.75,76.2 / 3.00,38.1 / 1.50,24mm  7/8in.,31.8 / 1.25,98.3 / 3.87,60.2 / 2.37,6.4 / 0.25,91.9 / 3.62,12.7 / 28,22215,22215,22215,22215,22215,22215,22215,185
