,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,PDF_Page
0,BearingPart No.<s>(1)(2)</s>,Shaft Dia.,Bearing No.,A,B,C,D min.,D max.,F,G,H,J,L,Rv<s>(1)</s>,Rvv,Sv<s>(1)</s>,Svv,Wt.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,94
0,BearingPart No.<s>(1)</s>,Shaft Dia.,Bearing No.,A,C,D,E,F,G,J,K<s>A</s>,L,M,N,P,S,Wt.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,177
1,,mmin.,,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmmm  in.in.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,kglbs.,,,,,,,,,177
2,QATU18A303S / QAATU18A303S,3 3/16in. ,22218,92.2 / 3.63,25.4 / 1.00,193.8 / 7.63,173.0 / 6.81,46.0 / 1.81,47.8 / 1.88,124.0 / 4.88,36.6 / 1.44,257.0 / 10.12,65.8 / 2.59,107.2 / 4.22,158.8 / 6.25,46.0 / 1.81,20.0 / 44,22218,22218,22218,22218,22218,22218,22218,22218,177
3,QATU18A304S / QAATU18A304S,3 1/4in. ,22218,92.2 / 3.63,25.4 / 1.00,193.8 / 7.63,173.0 / 6.81,46.0 / 1.81,47.8 / 1.88,124.0 / 4.88,36.6 / 1.44,257.0 / 10.12,65.8 / 2.59,107.2 / 4.22,158.8 / 6.25,46.0 / 1.81,20.0 / 44,22218,22218,22218,22218,22218,22218,22218,22218,177
4,QATU18A080S / QAATU18A080S,80mm ,22218,92.2 / 3.63,25.4 / 1.00,193.8 / 7.63,173.0 / 6.81,46.0 / 1.81,47.8 / 1.88,124.0 / 4.88,36.6 / 1.44,257.0 / 10.12,65.8 / 2.59,107.2 / 4.22,158.8 / 6.25,46.0 / 1.81,20.0 / 44,22218,22218,22218,22218,22218,22218,22218,22218,177
5,QATU18A085S / QAATU18A085S,85mm ,22218,92.2 / 3.63,25.4 / 1.00,193.8 / 7.63,173.0 / 6.81,46.0 / 1.81,47.8 / 1.88,124.0 / 4.88,36.6 / 1.44,257.0 / 10.12,65.8 / 2.59,107.2 / 4.22,158.8 / 6.25,46.0 / 1.81,20.0 / 44,22218,22218,22218,22218,22218,22218,22218,22218,177
6,QATU18A307S / QAATU18A307S,3 7/16in. ,22218,92.2 / 3.63,25.4 / 1.00,193.8 / 7.63,173.0 / 6.81,46.0 / 1.81,47.8 / 1.88,124.0 / 4.88,36.6 / 1.44,257.0 / 10.12,65.8 / 2.59,107.2 / 4.22,158.8 / 6.25,46.0 / 1.81,20.0 / 44,22218,22218,22218,22218,22218,22218,22218,22218,177
7,QATU18A308S / QAATU18A308S,3 1/2in. ,22218,92.2 / 3.63,25.4 / 1.00,193.8 / 7.63,173.0 / 6.81,46.0 / 1.81,47.8 / 1.88,124.0 / 4.88,36.6 / 1.44,257.0 / 10.12,65.8 / 2.59,107.2 / 4.22,158.8 / 6.25,46.0 / 1.81,20.0 / 44,22218,22218,22218,22218,22218,22218,22218,22218,177
8,QATU18A090S / QAATU18A090S,90mm ,22218,92.2 / 3.63,25.4 / 1.00,193.8 / 7.63,173.0 / 6.81,46.0 / 1.81,47.8 / 1.88,124.0 / 4.88,36.6 / 1.44,257.0 / 10.12,65.8 / 2.59,107.2 / 4.22,158.8 / 6.25,46.0 / 1.81,20.0 / 44,22218,22218,22218,22218,22218,22218,22218,22218,177
9,QATU20A315S / QAATU20A315S,3 15/16in. ,22220,104.9 / 4.13,28.7 / 1.13,239.8 / 9.44,219.2 / 8.63,54.1 / 2.13,52.3 / 2.06,143.0 / 5.63,41.4 / 1.63,296.9 / 11.69,75.4 / 2.97,121.7 / 4.79,177.8 / 7.00,52.3 / 2.06,26.3 / 58,22220,22220,22220,22220,22220,22220,22220,22220,177
10,QATU20A400S / QAATU20A400S,4in. ,22220,104.9 / 4.13,28.7 / 1.13,239.8 / 9.44,219.2 / 8.63,54.1 / 2.13,52.3 / 2.06,143.0 / 5.63,41.4 / 1.63,296.9 / 11.69,75.4 / 2.97,121.7 / 4.79,177.8 / 7.00,52.3 / 2.06,26.3 / 58,22220,22220,22220,22220,22220,22220,22220,22220,177
11,QATU20A100S / QAATU20A100S,100mm ,22220,104.9 / 4.13,28.7 / 1.13,239.8 / 9.44,219.2 / 8.63,54.1 / 2.13,52.3 / 2.06,143.0 / 5.63,41.4 / 1.63,296.9 / 11.69,75.4 / 2.97,121.7 / 4.79,177.8 / 7.00,52.3 / 2.06,26.3 / 58,22220,22220,22220,22220,22220,22220,22220,22220,177
12,QAATU22A110S,110mm ,22222,128.5 / 5.06,38.1 / 1.50,263.7 / 10.38,241.3 / 9.50,54.1 / 2.13,54.1 / 2.13,162.1 / 6.38,–,341.4 / 13.44,79.5 / 3.13,143.8 / 5.66,199.9 / 7.87,52.3 / 2.06,36.4 / 80,22222,22222,22222,22222,22222,22222,22222,22222,177
13,QAATU22A407S,4 7/16in. ,22222,128.5 / 5.06,38.1 / 1.50,263.7 / 10.38,241.3 / 9.50,54.1 / 2.13,54.1 / 2.13,162.1 / 6.38,–,341.4 / 13.44,79.5 / 3.13,143.8 / 5.66,199.9 / 7.87,52.3 / 2.06,36.4 / 80,22222,22222,22222,22222,22222,22222,22222,22222,177
14,QAATU22A408S,4 1/2in. ,22222,128.5 / 5.06,38.1 / 1.50,263.7 / 10.38,241.3 / 9.50,54.1 / 2.13,54.1 / 2.13,162.1 / 6.38,–,341.4 / 13.44,79.5 / 3.13,143.8 / 5.66,199.9 / 7.87,52.3 / 2.06,36.4 / 80,22222,22222,22222,22222,22222,22222,22222,22222,177
15,QAATU22A115S,115mm ,22222,128.5 / 5.06,38.1 / 1.50,263.7 / 10.38,241.3 / 9.50,54.1 / 2.13,54.1 / 2.13,162.1 / 6.38,–,341.4 / 13.44,79.5 / 3.13,143.8 / 5.66,199.9 / 7.87,52.3 / 2.06,36.4 / 80,22222,22222,22222,22222,22222,22222,22222,22222,177
16,QAATU26A125S,125mm ,22226,134.9 / 5.31,63.5 / 2.50,285.8 / 11.25,260.4 / 10.25,63.5 / 2.50,60.5 / 2.38,177.8 / 7.00,–,396.7 / 15.62,94.5 / 3.72,150.9 / 5.94,228.6 / 9.00,52.3 / 2.06,60.8 / 134,22226,22226,22226,22226,22226,22226,22226,22226,177
17,QAATU26A415S,4 15/16in. ,22226,134.9 / 5.31,63.5 / 2.50,285.8 / 11.25,260.4 / 10.25,63.5 / 2.50,60.5 / 2.38,177.8 / 7.00,–,396.7 / 15.62,94.5 / 3.72,150.9 / 5.94,228.6 / 9.00,52.3 / 2.06,60.8 / 134,22226,22226,22226,22226,22226,22226,22226,22226,177
18,QAATU26A500S,5in. ,22226,134.9 / 5.31,63.5 / 2.50,285.8 / 11.25,260.4 / 10.25,63.5 / 2.50,60.5 / 2.38,177.8 / 7.00,–,396.7 / 15.62,94.5 / 3.72,150.9 / 5.94,228.6 / 9.00,52.3 / 2.06,60.8 / 134,22226,22226,22226,22226,22226,22226,22226,22226,177
19,QAATU26A130S,130mm ,22226,134.9 / 5.31,63.5 / 2.50,285.8 / 11.25,260.4 / 10.25,63.5 / 2.50,60.5 / 2.38,177.8 / 7.00,–,396.7 / 15.62,94.5 / 3.72,150.9 / 5.94,228.6 / 9.00,52.3 / 2.06,60.8 / 134,22226,22226,22226,22226,22226,22226,22226,22226,177
0,BearingPart No.,Shaft Dia.,Bearing No.,A,B,C,D,E,F,G,H,J,K,L,M,N,P,Q,R<s>A</s>,R<s>AA</s>,S,T<s>A</s>,T<s>AA</s>,U,Bearing No.,178
1,,mmin.,,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmmm  in.in.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,kglbs.,,178
2,QATP10A115S / QAATP10A115S,1 15/16in. ,22210,71.4 / 2.81,60.5 / 2.38,73.0 / 2.88,163.6 / 6.44,131.8 / 5.19,42.2 / 1.66,62.7 / 2.47,77.8 / 3.06,41.9 / 1.65,25.0 / 0.98,165.1 / 6.50,48.0 / 1.89,79.3 / 3.12,152.4 / 6.00,20.6 / 0.81,6.3 / 0.25,16.7 / 0.66,22.4 / 0.88,73.0 / 2.87,96.0 / 3.78,20.6 / 0.81,22210,178
3,QATP10A200S / QAATP10A200S,2in. ,22210,71.4 / 2.81,60.5 / 2.38,73.0 / 2.88,163.6 / 6.44,131.8 / 5.19,42.2 / 1.66,62.7 / 2.47,77.8 / 3.06,41.9 / 1.65,25.0 / 0.98,165.1 / 6.50,48.0 / 1.89,79.3 / 3.12,152.4 / 6.00,20.6 / 0.81,6.3 / 0.25,16.7 / 0.66,22.4 / 0.88,73.0 / 2.87,96.0 / 3.78,20.6 / 0.81,22210,178
4,QATP10A050S / QAATP10A050S,50mm ,22210,71.4 / 2.81,60.5 / 2.38,73.0 / 2.88,163.6 / 6.44,131.8 / 5.19,42.2 / 1.66,62.7 / 2.47,77.8 / 3.06,41.9 / 1.65,25.0 / 0.98,165.1 / 6.50,48.0 / 1.89,79.3 / 3.12,152.4 / 6.00,20.6 / 0.81,6.3 / 0.25,16.7 / 0.66,22.4 / 0.88,73.0 / 2.87,96.0 / 3.78,20.6 / 0.81,22210,178
5,QATP11A203S / QAATP11A203S,2 3/16in. ,22211,82.6 / 3.25,72.8 / 2.87,82.6 / 3.25,193.8 / 7.63,158.8 / 6.25,49.3 / 1.94,69.9 / 2.75,88.9 / 3.50,44.4 / 1.75,28.7 / 1.13,190.6 / 7.50,50.8 / 2.00,88.5 / 3.49,177.87.0,26.9 / 1.06,9.0 / 0.36,13.1 / 0.51,98.4 / 1.12,79.5 / 3.13,101.64.0,20.6 / 0.81,22211,178
6,QATP11A204S / QAATP11A204S,2 1/4in. ,22211,82.6 / 3.25,72.8 / 2.87,82.6 / 3.25,193.8 / 7.63,158.8 / 6.25,49.3 / 1.94,69.9 / 2.75,88.9 / 3.50,44.4 / 1.75,28.7 / 1.13,190.6 / 7.50,50.8 / 2.00,88.5 / 3.49,177.87.0,26.9 / 1.06,9.0 / 0.36,13.1 / 0.51,98.4 / 1.12,79.5 / 3.13,101.64.0,20.6 / 0.81,22211,178
7,QATP11A055S / QAATP11A055S,55mm ,22211,82.6 / 3.25,72.8 / 2.87,82.6 / 3.25,193.8 / 7.63,158.8 / 6.25,49.3 / 1.94,69.9 / 2.75,88.9 / 3.50,44.4 / 1.75,28.7 / 1.13,190.6 / 7.50,50.8 / 2.00,88.5 / 3.49,177.87.0,26.9 / 1.06,9.0 / 0.36,13.1 / 0.51,98.4 / 1.12,79.5 / 3.13,101.64.0,20.6 / 0.81,22211,178
8,QATP13A207S / QAATP13A207S,2 7/16in. ,22213,96.8 / 3.81,84.6 / 3.33,96.6 / 3.81,210.3 / 8.28,181.4 / 7.14,47.8 / 1.88,81.0 / 3.19,97.5 / 3.84,44.5 / 1.75,31.5 / 1.24,215.9 / 8.50,54.5 / 2.15,95.0 / 3.74,203.2 / 8.00,26.9 / 1.06,9.0 / 0.35,14.0 / 0.55,28.4 / 1.12,86.0 / 3.39,109.0 / 4.29,20.6 / 0.81,22213,178
9,QATP13A208S / QAATP13A208S,2 1/2in. ,22213,96.8 / 3.81,84.6 / 3.33,96.6 / 3.81,210.3 / 8.28,181.4 / 7.14,47.8 / 1.88,81.0 / 3.19,97.5 / 3.84,44.5 / 1.75,31.5 / 1.24,215.9 / 8.50,54.5 / 2.15,95.0 / 3.74,203.2 / 8.00,26.9 / 1.06,9.0 / 0.35,14.0 / 0.55,28.4 / 1.12,86.0 / 3.39,109.0 / 4.29,20.6 / 0.81,22213,178
10,QATP13A060S / QAATP13A060S,60mm ,22213,96.8 / 3.81,84.6 / 3.33,96.6 / 3.81,210.3 / 8.28,181.4 / 7.14,47.8 / 1.88,81.0 / 3.19,97.5 / 3.84,44.5 / 1.75,31.5 / 1.24,215.9 / 8.50,54.5 / 2.15,95.0 / 3.74,203.2 / 8.00,26.9 / 1.06,9.0 / 0.35,14.0 / 0.55,28.4 / 1.12,86.0 / 3.39,109.0 / 4.29,20.6 / 0.81,22213,178
11,QATP15A211S / QAATP15A211S,2 11/16in. ,22215,97.0 / 3.82,84.1 / 3.31,108.9 / 4.29,215.9 / 8.50,181.1 / 7.13,49.3 / 1.94,81.0 / 3.19,101.4 3.99,44.4 / 1.75,31.8 / 1.25,215.9 / 8.50,60.2 / 2.37,100.7 / 3.96,203.2 / 8.00,26.9 / 1.06,8.7 / 0.34,19.7 / 0.78,28.4 / 1.12,92.0 / 3.62,120.4 / 4.74,20.6 / 0.81,22215,178
12,QATP15A212S / QAATP15A212S,2 3/4in. ,22215,97.0 / 3.82,84.1 / 3.31,108.9 / 4.29,215.9 / 8.50,181.1 / 7.13,49.3 / 1.94,81.0 / 3.19,101.4 3.99,44.4 / 1.75,31.8 / 1.25,215.9 / 8.50,60.2 / 2.37,100.7 / 3.96,203.2 / 8.00,26.9 / 1.06,8.7 / 0.34,19.7 / 0.78,28.4 / 1.12,92.0 / 3.62,120.4 / 4.74,20.6 / 0.81,22215,178
13,QATP15A070S / QAATP15A070S,70mm ,22215,97.0 / 3.82,84.1 / 3.31,108.9 / 4.29,215.9 / 8.50,181.1 / 7.13,49.3 / 1.94,81.0 / 3.19,101.4 3.99,44.4 / 1.75,31.8 / 1.25,215.9 / 8.50,60.2 / 2.37,100.7 / 3.96,203.2 / 8.00,26.9 / 1.06,8.7 / 0.34,19.7 / 0.78,28.4 / 1.12,92.0 / 3.62,120.4 / 4.74,20.6 / 0.81,22215,178
14,QATP15A215S / QAATP15A215S,2 15/16in. ,22215,97.0 / 3.82,84.1 / 3.31,108.9 / 4.29,215.9 / 8.50,181.1 / 7.13,49.3 / 1.94,81.0 / 3.19,101.4 3.99,44.4 / 1.75,31.8 / 1.25,215.9 / 8.50,60.2 / 2.37,100.7 / 3.96,203.2 / 8.00,26.9 / 1.06,8.7 / 0.34,19.7 / 0.78,28.4 / 1.12,92.0 / 3.62,120.4 / 4.74,20.6 / 0.81,22215,178
15,QATP15A300S / QAATP15A300S,3in. ,22215,97.0 / 3.82,84.1 / 3.31,108.9 / 4.29,215.9 / 8.50,181.1 / 7.13,49.3 / 1.94,81.0 / 3.19,101.4 3.99,44.4 / 1.75,31.8 / 1.25,215.9 / 8.50,60.2 / 2.37,100.7 / 3.96,203.2 / 8.00,26.9 / 1.06,8.7 / 0.34,19.7 / 0.78,28.4 / 1.12,92.0 / 3.62,120.4 / 4.74,20.6 / 0.81,22215,178
16,QATP15A075S,75mm ,22215,97.0 / 3.82,84.1 / 3.31,108.9 / 4.29,215.9 / 8.50,181.1 / 7.13,49.3 / 1.94,81.0 / 3.19,101.4 3.99,44.4 / 1.75,31.8 / 1.25,215.9 / 8.50,60.2 / 2.37,100.7 / 3.96,203.2 / 8.00,26.9 / 1.06,8.7 / 0.34,19.7 / 0.78,28.4 / 1.12,92.0 / 3.62,120.4 / 4.74,20.6 / 0.81,22215,178
0,BearingPart No.,Shaft Dia.,Bearing No.,A,B,C,D,E,F,G,H,J,K,L,M,N,P,Q,R<s>A</s>,R<s>AA</s>,S,T<s>A</s>,T<s>AA</s>,,Bearing No.,179
1,,mmin.,,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmmm  in.in.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,kglbs.,,179
2,QATP18A303S / QAATP18A303S,3 3/16in. ,22218,109.7 / 4.32,103.9 / 4.09,130.2 / 5.13,252.5 / 9.94,213.6 / 8.41,61.3 / 2.41,90.0 / 3.54,114.3 / 4.50,57.1 / 2.25,36.5 / 1.44,241.3 / 9.50,65.9 / 2.59,110.9 / 4.37,228.6 / 9.00,33.3 / 1.31,8.6 / 0.34,20.8 / 0.82,35.1 / 1.38,102.4 / 4.03,131.8 / 5.19,20.6 / 0.81,22218,179
3,QATP18A304S / QAATP18A304S,3 1/4in. ,22218,109.7 / 4.32,103.9 / 4.09,130.2 / 5.13,252.5 / 9.94,213.6 / 8.41,61.3 / 2.41,90.0 / 3.54,114.3 / 4.50,57.1 / 2.25,36.5 / 1.44,241.3 / 9.50,65.9 / 2.59,110.9 / 4.37,228.6 / 9.00,33.3 / 1.31,8.6 / 0.34,20.8 / 0.82,35.1 / 1.38,102.4 / 4.03,131.8 / 5.19,20.6 / 0.81,22218,179
4,QATP18A080S / QAATP18A080S,80mm ,22218,109.7 / 4.32,103.9 / 4.09,130.2 / 5.13,252.5 / 9.94,213.6 / 8.41,61.3 / 2.41,90.0 / 3.54,114.3 / 4.50,57.1 / 2.25,36.5 / 1.44,241.3 / 9.50,65.9 / 2.59,110.9 / 4.37,228.6 / 9.00,33.3 / 1.31,8.6 / 0.34,20.8 / 0.82,35.1 / 1.38,102.4 / 4.03,131.8 / 5.19,20.6 / 0.81,22218,179
5,QATP18A085S / QAATP18A085S,85mm ,22218,109.7 / 4.32,103.9 / 4.09,130.2 / 5.13,252.5 / 9.94,213.6 / 8.41,61.3 / 2.41,90.0 / 3.54,114.3 / 4.50,57.1 / 2.25,36.5 / 1.44,241.3 / 9.50,65.9 / 2.59,110.9 / 4.37,228.6 / 9.00,33.3 / 1.31,8.6 / 0.34,20.8 / 0.82,35.1 / 1.38,102.4 / 4.03,131.8 / 5.19,20.6 / 0.81,22218,179
6,QATP18A307S / QAATP18A307S,3 7/16in. ,22218,109.7 / 4.32,103.9 / 4.09,130.2 / 5.13,252.5 / 9.94,213.6 / 8.41,61.3 / 2.41,90.0 / 3.54,114.3 / 4.50,57.1 / 2.25,36.5 / 1.44,241.3 / 9.50,65.9 / 2.59,110.9 / 4.37,228.6 / 9.00,33.3 / 1.31,8.6 / 0.34,20.8 / 0.82,35.1 / 1.38,102.4 / 4.03,131.8 / 5.19,20.6 / 0.81,22218,179
7,QATP18A308S / QAATP18A308S,3 1/2in. ,22218,109.7 / 4.32,103.9 / 4.09,130.2 / 5.13,252.5 / 9.94,213.6 / 8.41,61.3 / 2.41,90.0 / 3.54,114.3 / 4.50,57.1 / 2.25,36.5 / 1.44,241.3 / 9.50,65.9 / 2.59,110.9 / 4.37,228.6 / 9.00,33.3 / 1.31,8.6 / 0.34,20.8 / 0.82,35.1 / 1.38,102.4 / 4.03,131.8 / 5.19,20.6 / 0.81,22218,179
8,QATP18A090S / QAATP18A090S,90mm ,22218,109.7 / 4.32,103.9 / 4.09,130.2 / 5.13,252.5 / 9.94,213.6 / 8.41,61.3 / 2.41,90.0 / 3.54,114.3 / 4.50,57.1 / 2.25,36.5 / 1.44,241.3 / 9.50,65.9 / 2.59,110.9 / 4.37,228.6 / 9.00,33.3 / 1.31,8.6 / 0.34,20.8 / 0.82,35.1 / 1.38,102.4 / 4.03,131.8 / 5.19,20.6 / 0.81,22218,179
9,QATP20A311S / QAATP20A311S,3 11/16in. ,22220,121.0 / 4.76,117.6 / 4.63,152.4 / 6.00,289.1 / 11.38,234.9 / 9.25,63.5 / 2.50,79.5 / 3.13,139.7 / 5.50,58.7 / 2.31,41.3 / 1.63,279.4 / 11.00,75.4 / 2.97,126.1 / 4.97,266.7 / 10.50,33.3 / 1.31,9.4 / 0.37,24.7 / 0.97,35.1 / 1.38,116.7 / 4.59,150.8 / 5.94,20.6 / 0.81,22220,179
10,QATP20A312S / QAATP20A312S,3 3/4in. ,22220,121.0 / 4.76,117.6 / 4.63,152.4 / 6.00,289.1 / 11.38,234.9 / 9.25,63.5 / 2.50,79.5 / 3.13,139.7 / 5.50,58.7 / 2.31,41.3 / 1.63,279.4 / 11.00,75.4 / 2.97,126.1 / 4.97,266.7 / 10.50,33.3 / 1.31,9.4 / 0.37,24.7 / 0.97,35.1 / 1.38,116.7 / 4.59,150.8 / 5.94,20.6 / 0.81,22220,179
11,QATP20A315S / QAATP20A315S,3 15/16in. ,22220,121.0 / 4.76,117.6 / 4.63,152.4 / 6.00,289.1 / 11.38,234.9 / 9.25,63.5 / 2.50,79.5 / 3.13,139.7 / 5.50,58.7 / 2.31,41.3 / 1.63,279.4 / 11.00,75.4 / 2.97,126.1 / 4.97,266.7 / 10.50,33.3 / 1.31,9.4 / 0.37,24.7 / 0.97,35.1 / 1.38,116.7 / 4.59,150.8 / 5.94,20.6 / 0.81,22220,179
12,QATP20A400S / QAATP20A400S,4in. ,22220,121.0 / 4.76,117.6 / 4.63,152.4 / 6.00,289.1 / 11.38,234.9 / 9.25,63.5 / 2.50,79.5 / 3.13,139.7 / 5.50,58.7 / 2.31,41.3 / 1.63,279.4 / 11.00,75.4 / 2.97,126.1 / 4.97,266.7 / 10.50,33.3 / 1.31,9.4 / 0.37,24.7 / 0.97,35.1 / 1.38,116.7 / 4.59,150.8 / 5.94,20.6 / 0.81,22220,179
13,QATP20A100S / QAATP20A100S,100mm ,22220,121.0 / 4.76,117.6 / 4.63,152.4 / 6.00,289.1 / 11.38,234.9 / 9.25,63.5 / 2.50,79.5 / 3.13,139.7 / 5.50,58.7 / 2.31,41.3 / 1.63,279.4 / 11.00,75.4 / 2.97,126.1 / 4.97,266.7 / 10.50,33.3 / 1.31,9.4 / 0.37,24.7 / 0.97,35.1 / 1.38,116.7 / 4.59,150.8 / 5.94,20.6 / 0.81,22220,179
0,BearingPart No.,Shaft Dia.,Bearing No.,A,B,C,D,E,F,G,J,K<s>A</s>,L,M,R<s>A</s>,R<s>AA</s>,S<s>A</s>,S<s>AA</s>,Wt.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,180
1,,mmin.,,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,inmm  .in.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,kglbs.,,,,,,,180
2,QAMH15A211S / QAAMH15A211S,2 11/16in. ,22215,131.8 / 5.19,212.9 / 8.38,109.0 / 4.29,162.1 / 6.38,50.8 / 2.00,50.8 / 2.00,69.9 / 2.75,1 mm  - 8UNCin.,31.8 / 1.25,91.9 / 3.62,60.2 / 2.37,0.0 / 0.00,28.4 / 1.12,91.9 / 3.62,120.7 / 4.75,10.0 / 22,22215,22215,22215,22215,22215,22215,180
3,QAMH15A212S / QAAMH15A212S,2 3/4in. ,22215,131.8 / 5.19,212.9 / 8.38,109.0 / 4.29,162.1 / 6.38,50.8 / 2.00,50.8 / 2.00,69.9 / 2.75,1 mm  - 8UNCin.,31.8 / 1.25,91.9 / 3.62,60.2 / 2.37,0.0 / 0.00,28.4 / 1.12,91.9 / 3.62,120.7 / 4.75,10.0 / 22,22215,22215,22215,22215,22215,22215,180
4,QAMH15A070S / QAAMH15A070S,70mm ,22215,131.8 / 5.19,212.9 / 8.38,109.0 / 4.29,162.1 / 6.38,50.8 / 2.00,50.8 / 2.00,69.9 / 2.75,1 mm  - 8UNCin.,31.8 / 1.25,91.9 / 3.62,60.2 / 2.37,0.0 / 0.00,28.4 / 1.12,91.9 / 3.62,120.7 / 4.75,10.0 / 22,22215,22215,22215,22215,22215,22215,180
5,QAMH15A215S / QAAMH15A215S,2 15/16in. ,22215,131.8 / 5.19,212.9 / 8.38,109.0 / 4.29,162.1 / 6.38,50.8 / 2.00,50.8 / 2.00,69.9 / 2.75,1 mm  - 8UNCin.,31.8 / 1.25,91.9 / 3.62,60.2 / 2.37,0.0 / 0.00,28.4 / 1.12,91.9 / 3.62,120.7 / 4.75,10.0 / 22,22215,22215,22215,22215,22215,22215,180
6,QAMH15A300S / QAAMH15A300S,3in. ,22215,131.8 / 5.19,212.9 / 8.38,109.0 / 4.29,162.1 / 6.38,50.8 / 2.00,50.8 / 2.00,69.9 / 2.75,1 mm  - 8UNCin.,31.8 / 1.25,91.9 / 3.62,60.2 / 2.37,0.0 / 0.00,28.4 / 1.12,91.9 / 3.62,120.7 / 4.75,10.0 / 22,22215,22215,22215,22215,22215,22215,180
7,QAMH15A075S / QAAMH15A075S,75mm ,22215,131.8 / 5.19,212.9 / 8.38,109.0 / 4.29,162.1 / 6.38,50.8 / 2.00,50.8 / 2.00,69.9 / 2.75,1 mm  - 8UNCin.,31.8 / 1.25,91.9 / 3.62,60.2 / 2.37,0.0 / 0.00,28.4 / 1.12,91.9 / 3.62,120.7 / 4.75,10.0 / 22,22215,22215,22215,22215,22215,22215,180
8,QAMH18A303S / QAAMH18A303S,3 3/16in. ,22218,160.3 / 6.31,260.4 / 10.25,130.3 / 5.13,200.2 / 7.88,63.5 / 2.50,76.2 / 3.00,76.2 / 3.00,1 mm  1/4 - 7UNCin.,36.6 / 1.44,99.3 / 3.91,65.8 / 2.59,3.0 / 0.12,32.3 / 1.27,102.4 / 4.03,131.6 / 5.18,16.3 / 36,22218,22218,22218,22218,22218,22218,180
9,QAMH18A304S / QAAMH18A304S,3 1/4in. ,22218,160.3 / 6.31,260.4 / 10.25,130.3 / 5.13,200.2 / 7.88,63.5 / 2.50,76.2 / 3.00,76.2 / 3.00,1 mm  1/4 - 7UNCin.,36.6 / 1.44,99.3 / 3.91,65.8 / 2.59,3.0 / 0.12,32.3 / 1.27,102.4 / 4.03,131.6 / 5.18,16.3 / 36,22218,22218,22218,22218,22218,22218,180
10,QAMH18A080S / QAAMH18A080S,80mm ,22218,160.3 / 6.31,260.4 / 10.25,130.3 / 5.13,200.2 / 7.88,63.5 / 2.50,76.2 / 3.00,76.2 / 3.00,1 mm  1/4 - 7UNCin.,36.6 / 1.44,99.3 / 3.91,65.8 / 2.59,3.0 / 0.12,32.3 / 1.27,102.4 / 4.03,131.6 / 5.18,16.3 / 36,22218,22218,22218,22218,22218,22218,180
11,QAMH18A085S / QAAMH18A085S,85mm ,22218,160.3 / 6.31,260.4 / 10.25,130.3 / 5.13,200.2 / 7.88,63.5 / 2.50,76.2 / 3.00,76.2 / 3.00,1 mm  1/4 - 7UNCin.,36.6 / 1.44,99.3 / 3.91,65.8 / 2.59,3.0 / 0.12,32.3 / 1.27,102.4 / 4.03,131.6 / 5.18,16.3 / 36,22218,22218,22218,22218,22218,22218,180
12,QAMH18A307S / QAAMH18A307S,3 7/16in. ,22218,160.3 / 6.31,260.4 / 10.25,130.3 / 5.13,200.2 / 7.88,63.5 / 2.50,76.2 / 3.00,76.2 / 3.00,1 mm  1/4 - 7UNCin.,36.6 / 1.44,99.3 / 3.91,65.8 / 2.59,3.0 / 0.12,32.3 / 1.27,102.4 / 4.03,131.6 / 5.18,16.3 / 36,22218,22218,22218,22218,22218,22218,180
13,QAMH18A308S / QAAMH18A308S,3 1/2in. ,22218,160.3 / 6.31,260.4 / 10.25,130.3 / 5.13,200.2 / 7.88,63.5 / 2.50,76.2 / 3.00,76.2 / 3.00,1 mm  1/4 - 7UNCin.,36.6 / 1.44,99.3 / 3.91,65.8 / 2.59,3.0 / 0.12,32.3 / 1.27,102.4 / 4.03,131.6 / 5.18,16.3 / 36,22218,22218,22218,22218,22218,22218,180
14,QAMH18A090S / QAAMH18A090S,90mm ,22218,160.3 / 6.31,260.4 / 10.25,130.3 / 5.13,200.2 / 7.88,63.5 / 2.50,76.2 / 3.00,76.2 / 3.00,1 mm  1/4 - 7UNCin.,36.6 / 1.44,99.3 / 3.91,65.8 / 2.59,3.0 / 0.12,32.3 / 1.27,102.4 / 4.03,131.6 / 5.18,16.3 / 36,22218,22218,22218,22218,22218,22218,180
0,Bearing Part No.,Shaft Dia.,Bearing No.,A,B,C,D min.,D max.,F,G,H,J,K,L,M,R,S,Wt.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,183
