Part Number,Shaft Size,Seal Type,Bearing Type,Cr - Dynamic Load Rating,Cor - Static Load Rating,Ca - Axial Load Rating,Maximum Speed,CAD,Shaft Size,Seal Type,Bearing Type,Support Type,Series Type,Pillow/Plummer Block Style,Bolt Size,Bearing Number,Housing,Support Reference,Bearing - Housing - Seal,Bearing UPC,Dimension H,Dimension H1,Dimension H2,Dimension J,Dimension L,Dimension M,Housing Width,Cr - Dynamic Load Rating,Cor - Static Load Rating,Maximum Speed,Note,Ca - Axial Load Rating,Bearing - Housing - Seal UPC,Dimension K
LSE503BXHS,5 3/16 in,Felt Type ,Split Cylindrical Expansion Type ,94869 lbf / 422000 N,131513 lbf / 585000 N,,1570 rpm,,5 3/16 in,Felt Type,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE503BX,LSE503HX,S09,LSE503BXH,013992059130,7.126 in/181 mm,1.6 in/40 mm,15.9 in/405 mm,19.0 in/482 mm,22.0 in/558 mm,7 in/178 mm,6.5 in/166 mm,94869 lbf/422000 N,131513 lbf/585000 N,1570 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,,4.7 in/120 mm
LSE503BRHS,5 3/16 in,Felt Type ,Split Cylindrical Retained Type ,94869 lbf / 422000 N,131513 lbf / 585000 N,5799.99 lbf / 25800 N,1570 rpm,,5 3/16 in,Felt Type,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE503BR,LSE503HR,S09,LSE503BRH,013992059086,7.126 in/181 mm,1.6 in/40 mm,15.9 in/405 mm,19.0 in/482 mm,22.0 in/558 mm,7 in/178 mm,6.5 in/166 mm,94869 lbf/422000 N,131513 lbf/585000 N,1570 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5799.99 lbf/25800 N,,4.7 in/120 mm
LSE503BXHSKPS,5 3/16 in,Kevlar Packing Seal ,Split Cylindrical Expansion Type ,94869 lbf / 422000 N,131513 lbf / 585000 N,,1570 rpm,,5 3/16 in,Kevlar Packing Seal,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE503BX,LSE503HX,S09,LSE503BXHKPS,013992059130,7.126 in/181 mm,1.6 in/40 mm,15.9 in/405 mm,19.0 in/482 mm,22.0 in/558 mm,7 in/178 mm,6.5 in/166 mm,94869 lbf/422000 N,131513 lbf/585000 N,1570 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,013992095336,4.7 in/120 mm
LSE503BRHSKPS,5 3/16 in,Kevlar Packing Seal ,Split Cylindrical Retained Type ,94869 lbf / 422000 N,131513 lbf / 585000 N,5799.99 lbf / 25800 N,1570 rpm,,5 3/16 in,Kevlar Packing Seal,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE503BR,LSE503HR,S09,LSE503BRHKPS,013992059086,7.126 in/181 mm,1.6 in/40 mm,15.9 in/405 mm,19.0 in/482 mm,22.0 in/558 mm,7 in/178 mm,6.5 in/166 mm,94869 lbf/422000 N,131513 lbf/585000 N,1570 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5799.99 lbf/25800 N,013992094735,4.7 in/120 mm
LSE503BXHSRSS,5 3/16 in,Viton Single Lip ,Split Cylindrical Expansion Type ,94869 lbf / 422000 N,131513 lbf / 585000 N,,1570 rpm,,5 3/16 in,Viton Single Lip,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE503BX,LSE503HX,S09,LSE503BXHRSS,013992059130,7.126 in/181 mm,1.6 in/40 mm,15.9 in/405 mm,19.0 in/482 mm,22.0 in/558 mm,7 in/178 mm,6.5 in/166 mm,94869 lbf/422000 N,131513 lbf/585000 N,1570 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,013992095381,4.7 in/120 mm
LSE503BRHSRSS,5 3/16 in,Viton Single Lip ,Split Cylindrical Retained Type ,94869 lbf / 422000 N,131513 lbf / 585000 N,5799.99 lbf / 25800 N,1570 rpm,,5 3/16 in,Viton Single Lip,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE503BR,LSE503HR,S09,LSE503BRHRSS,013992059086,7.126 in/181 mm,1.6 in/40 mm,15.9 in/405 mm,19.0 in/482 mm,22.0 in/558 mm,7 in/178 mm,6.5 in/166 mm,94869 lbf/422000 N,131513 lbf/585000 N,1570 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5799.99 lbf/25800 N,013992094780,4.7 in/120 mm
LSE503BXHSHTPS,5 3/16 in,High Temperature Packing ,Split Cylindrical Expansion Type ,94869 lbf / 422000 N,131513 lbf / 585000 N,,1570 rpm,,5 3/16 in,High Temperature Packing,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE503BX,LSE503HX,S09,LSE503BXHHTPS,013992059130,7.126 in/181 mm,1.6 in/40 mm,15.9 in/405 mm,19.0 in/482 mm,22.0 in/558 mm,7 in/178 mm,6.5 in/166 mm,94869 lbf/422000 N,131513 lbf/585000 N,1570 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,013992095282,4.7 in/120 mm
LSE503BRHSHTPS,5 3/16 in,High Temperature Packing ,Split Cylindrical Retained Type ,94869 lbf / 422000 N,131513 lbf / 585000 N,5799.99 lbf / 25800 N,1570 rpm,,5 3/16 in,High Temperature Packing,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE503BR,LSE503HR,S09,LSE503BRHHTPS,013992059086,7.126 in/181 mm,1.6 in/40 mm,15.9 in/405 mm,19.0 in/482 mm,22.0 in/558 mm,7 in/178 mm,6.5 in/166 mm,94869 lbf/422000 N,131513 lbf/585000 N,1570 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5799.99 lbf/25800 N,013992094681,4.7 in/120 mm
LSE503BXHSATL,5 3/16 in,Aluminium Triple Labyrinth ,Split Cylindrical Expansion Type ,94869 lbf / 422000 N,131513 lbf / 585000 N,,1570 rpm,,5 3/16 in,Aluminium Triple Labyrinth,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE503BX,LS9HXTL,S09,,,7.126 in/181 mm,1.6 in/40 mm,15.9 in/405 mm,19.0 in/482 mm,22.0 in/558 mm,7 in/178 mm,6.6 in/168 mm,94869 lbf/422000 N,131513 lbf/585000 N,1570 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,,4.7 in/120 mm
LSE503BRHSATL,5 3/16 in,Aluminium Triple Labyrinth ,Split Cylindrical Retained Type ,94869 lbf / 422000 N,131513 lbf / 585000 N,5799.99 lbf / 25800 N,1570 rpm,,5 3/16 in,Aluminium Triple Labyrinth,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE503BR,LS9HRTL,S09,,,7.126 in/181 mm,1.6 in/40 mm,15.9 in/405 mm,19.0 in/482 mm,22.0 in/558 mm,7 in/178 mm,6.6 in/168 mm,94869 lbf/422000 N,131513 lbf/585000 N,1570 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5799.99 lbf/25800 N,,4.7 in/120 mm
LSE503BXHSFS,5 3/16 in,Felt Type ,Split Cylindrical Expansion Type ,94869 lbf / 422000 N,131513 lbf / 585000 N,,1570 rpm,,5 3/16 in,Felt Type,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE503BX,LSE503HX,S09,LSE503BXH,013992059130,7.126 in/181 mm,1.6 in/40 mm,15.9 in/405 mm,19.0 in/482 mm,22.0 in/558 mm,7 in/178 mm,6.5 in/166 mm,94869 lbf/422000 N,131513 lbf/585000 N,1570 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,,4.7 in/120 mm
LSE503BRHSFS,5 3/16 in,Felt Type ,Split Cylindrical Retained Type ,94869 lbf / 422000 N,131513 lbf / 585000 N,5799.99 lbf / 25800 N,1570 rpm,,5 3/16 in,Felt Type,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE503BR,LSE503HR,S09,LSE503BRH,013992059086,7.126 in/181 mm,1.6 in/40 mm,15.9 in/405 mm,19.0 in/482 mm,22.0 in/558 mm,7 in/178 mm,6.5 in/166 mm,94869 lbf/422000 N,131513 lbf/585000 N,1570 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5799.99 lbf/25800 N,,4.7 in/120 mm
LSE504BXHS,5.2500 in,Felt Type ,Split Cylindrical Expansion Type ,94869 lbf / 422000 N,131513 lbf / 585000 N,,1570 rpm,,5.2500 in,Felt Type,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE504BX,LSE504HX,S09,LSE504BXH,013992059239,7.126 in/181 mm,1.6 in/40 mm,15.9 in/405 mm,19.0 in/482 mm,22.0 in/558 mm,7 in/178 mm,6.5 in/166 mm,94869 lbf/422000 N,131513 lbf/585000 N,1570 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,,4.7 in/120 mm
LSE504BRHS,5.2500 in,Felt Type ,Split Cylindrical Retained Type ,94869 lbf / 422000 N,131513 lbf / 585000 N,5799.99 lbf / 25800 N,1570 rpm,,5.2500 in,Felt Type,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE504BR,LSE504HR,S09,LSE504BRH,013992059185,7.126 in/181 mm,1.6 in/40 mm,15.9 in/405 mm,19.0 in/482 mm,22.0 in/558 mm,7 in/178 mm,6.5 in/166 mm,94869 lbf/422000 N,131513 lbf/585000 N,1570 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5799.99 lbf/25800 N,,4.7 in/120 mm
LSE504BXHSKPS,5.2500 in,Kevlar Packing Seal ,Split Cylindrical Expansion Type ,94869 lbf / 422000 N,131513 lbf / 585000 N,,1570 rpm,,5.2500 in,Kevlar Packing Seal,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE504BX,LSE504HX,S09,LSE504BXHKPS,013992059239,7.126 in/181 mm,1.6 in/40 mm,15.9 in/405 mm,19.0 in/482 mm,22.0 in/558 mm,7 in/178 mm,6.5 in/166 mm,94869 lbf/422000 N,131513 lbf/585000 N,1570 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,013992096081,4.7 in/120 mm
LSE504BRHSKPS,5.2500 in,Kevlar Packing Seal ,Split Cylindrical Retained Type ,94869 lbf / 422000 N,131513 lbf / 585000 N,5799.99 lbf / 25800 N,1570 rpm,,5.2500 in,Kevlar Packing Seal,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE504BR,LSE504HR,S09,LSE504BRHKPS,013992059185,7.126 in/181 mm,1.6 in/40 mm,15.9 in/405 mm,19.0 in/482 mm,22.0 in/558 mm,7 in/178 mm,6.5 in/166 mm,94869 lbf/422000 N,131513 lbf/585000 N,1570 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5799.99 lbf/25800 N,013992095787,4.7 in/120 mm
LSE504BXHSRSS,5.2500 in,Viton Single Lip ,Split Cylindrical Expansion Type ,94869 lbf / 422000 N,131513 lbf / 585000 N,,1570 rpm,,5.2500 in,Viton Single Lip,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE504BX,LSE504HX,S09,LSE504BXHRSS,013992059239,7.126 in/181 mm,1.6 in/40 mm,15.9 in/405 mm,19.0 in/482 mm,22.0 in/558 mm,7 in/178 mm,6.5 in/166 mm,94869 lbf/422000 N,131513 lbf/585000 N,1570 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,013992096135,4.7 in/120 mm
LSE504BRHSRSS,5.2500 in,Viton Single Lip ,Split Cylindrical Retained Type ,94869 lbf / 422000 N,131513 lbf / 585000 N,5799.99 lbf / 25800 N,1570 rpm,,5.2500 in,Viton Single Lip,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE504BR,LSE504HR,S09,LSE504BRHRSS,013992059185,7.126 in/181 mm,1.6 in/40 mm,15.9 in/405 mm,19.0 in/482 mm,22.0 in/558 mm,7 in/178 mm,6.5 in/166 mm,94869 lbf/422000 N,131513 lbf/585000 N,1570 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5799.99 lbf/25800 N,013992095831,4.7 in/120 mm
LSE504BXHSHTPS,5.2500 in,High Temperature Packing ,Split Cylindrical Expansion Type ,94869 lbf / 422000 N,131513 lbf / 585000 N,,1570 rpm,,5.2500 in,High Temperature Packing,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE504BX,LSE504HX,S09,LSE504BXHHTPS,013992059239,7.126 in/181 mm,1.6 in/40 mm,15.9 in/405 mm,19.0 in/482 mm,22.0 in/558 mm,7 in/178 mm,6.5 in/166 mm,94869 lbf/422000 N,131513 lbf/585000 N,1570 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,013992096036,4.7 in/120 mm
LSE504BRHSHTPS,5.2500 in,High Temperature Packing ,Split Cylindrical Retained Type ,94869 lbf / 422000 N,131513 lbf / 585000 N,5799.99 lbf / 25800 N,1570 rpm,,5.2500 in,High Temperature Packing,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE504BR,LSE504HR,S09,LSE504BRHHTPS,013992059185,7.126 in/181 mm,1.6 in/40 mm,15.9 in/405 mm,19.0 in/482 mm,22.0 in/558 mm,7 in/178 mm,6.5 in/166 mm,94869 lbf/422000 N,131513 lbf/585000 N,1570 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5799.99 lbf/25800 N,013992095732,4.7 in/120 mm
LSE504BXHSATL,5.2500 in,Aluminium Triple Labyrinth ,Split Cylindrical Expansion Type ,94869 lbf / 422000 N,131513 lbf / 585000 N,,1570 rpm,,5.2500 in,Aluminium Triple Labyrinth,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE504BX,LS9HXTL,S09,,,7.126 in/181 mm,1.6 in/40 mm,15.9 in/405 mm,19.0 in/482 mm,22.0 in/558 mm,7 in/178 mm,6.6 in/168 mm,94869 lbf/422000 N,131513 lbf/585000 N,1570 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,,4.7 in/120 mm
LSE504BRHSATL,5.2500 in,Aluminium Triple Labyrinth ,Split Cylindrical Retained Type ,94869 lbf / 422000 N,131513 lbf / 585000 N,5799.99 lbf / 25800 N,1570 rpm,,5.2500 in,Aluminium Triple Labyrinth,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE504BR,LS9HRTL,S09,,,7.126 in/181 mm,1.6 in/40 mm,15.9 in/405 mm,19.0 in/482 mm,22.0 in/558 mm,7 in/178 mm,6.6 in/168 mm,94869 lbf/422000 N,131513 lbf/585000 N,1570 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5799.99 lbf/25800 N,,4.7 in/120 mm
LSE504BXHSFS,5.2500 in,Felt Type ,Split Cylindrical Expansion Type ,94869 lbf / 422000 N,131513 lbf / 585000 N,,1570 rpm,,5.2500 in,Felt Type,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE504BX,LSE504HX,S09,LSE504BXH,013992059239,7.126 in/181 mm,1.6 in/40 mm,15.9 in/405 mm,19.0 in/482 mm,22.0 in/558 mm,7 in/178 mm,6.5 in/166 mm,94869 lbf/422000 N,131513 lbf/585000 N,1570 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,,4.7 in/120 mm
LSE504BRHSFS,5.2500 in,Felt Type ,Split Cylindrical Retained Type ,94869 lbf / 422000 N,131513 lbf / 585000 N,5799.99 lbf / 25800 N,1570 rpm,,5.2500 in,Felt Type,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE504BR,LSE504HR,S09,LSE504BRH,013992059185,7.126 in/181 mm,1.6 in/40 mm,15.9 in/405 mm,19.0 in/482 mm,22.0 in/558 mm,7 in/178 mm,6.5 in/166 mm,94869 lbf/422000 N,131513 lbf/585000 N,1570 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5799.99 lbf/25800 N,,4.7 in/120 mm
LSE507BXHS,5 7/16 in,Felt Type ,Split Cylindrical Expansion Type ,94869 lbf / 422000 N,131513 lbf / 585000 N,,1570 rpm,,5 7/16 in,Felt Type,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE507BX,LSE507HX,S09,LSE507BXH,013992027245,7.126 in/181 mm,1.6 in/40 mm,15.9 in/405 mm,19.0 in/482 mm,22.0 in/558 mm,7 in/178 mm,6.5 in/166 mm,94869 lbf/422000 N,131513 lbf/585000 N,1570 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,,4.7 in/120 mm
LSE507BRHS,5 7/16 in,Felt Type ,Split Cylindrical Retained Type ,94869 lbf / 422000 N,131513 lbf / 585000 N,5799.99 lbf / 25800 N,1570 rpm,,5 7/16 in,Felt Type,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE507BR,LSE507HR,S09,LSE507BRH,013992027221,7.126 in/181 mm,1.6 in/40 mm,15.9 in/405 mm,19.0 in/482 mm,22.0 in/558 mm,7 in/178 mm,6.5 in/166 mm,94869 lbf/422000 N,131513 lbf/585000 N,1570 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5799.99 lbf/25800 N,,4.7 in/120 mm
LSE507BXHSKPS,5 7/16 in,Kevlar Packing Seal ,Split Cylindrical Expansion Type ,94869 lbf / 422000 N,131513 lbf / 585000 N,,1570 rpm,,5 7/16 in,Kevlar Packing Seal,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE507BX,LSE507HX,S09,LSE507BXHKPS,013992027245,7.126 in/181 mm,1.6 in/40 mm,15.9 in/405 mm,19.0 in/482 mm,22.0 in/558 mm,7 in/178 mm,6.5 in/166 mm,94869 lbf/422000 N,131513 lbf/585000 N,1570 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,013992097132,4.7 in/120 mm
LSE507BRHSKPS,5 7/16 in,Kevlar Packing Seal ,Split Cylindrical Retained Type ,94869 lbf / 422000 N,131513 lbf / 585000 N,5799.99 lbf / 25800 N,1570 rpm,,5 7/16 in,Kevlar Packing Seal,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE507BR,LSE507HR,S09,LSE507BRHKPS,013992027221,7.126 in/181 mm,1.6 in/40 mm,15.9 in/405 mm,19.0 in/482 mm,22.0 in/558 mm,7 in/178 mm,6.5 in/166 mm,94869 lbf/422000 N,131513 lbf/585000 N,1570 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5799.99 lbf/25800 N,013992096531,4.7 in/120 mm
LSE507BXHSRSS,5 7/16 in,Viton Single Lip ,Split Cylindrical Expansion Type ,94869 lbf / 422000 N,131513 lbf / 585000 N,,1570 rpm,,5 7/16 in,Viton Single Lip,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE507BX,LSE507HX,S09,LSE507BXHRSS,013992027245,7.126 in/181 mm,1.6 in/40 mm,15.9 in/405 mm,19.0 in/482 mm,22.0 in/558 mm,7 in/178 mm,6.5 in/166 mm,94869 lbf/422000 N,131513 lbf/585000 N,1570 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,013992097187,4.7 in/120 mm
LSE507BRHSRSS,5 7/16 in,Viton Single Lip ,Split Cylindrical Retained Type ,94869 lbf / 422000 N,131513 lbf / 585000 N,5799.99 lbf / 25800 N,1570 rpm,,5 7/16 in,Viton Single Lip,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE507BR,LSE507HR,S09,LSE507BRHRSS,013992027221,7.126 in/181 mm,1.6 in/40 mm,15.9 in/405 mm,19.0 in/482 mm,22.0 in/558 mm,7 in/178 mm,6.5 in/166 mm,94869 lbf/422000 N,131513 lbf/585000 N,1570 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5799.99 lbf/25800 N,013992096586,4.7 in/120 mm
LSE507BXHSHTPS,5 7/16 in,High Temperature Packing ,Split Cylindrical Expansion Type ,94869 lbf / 422000 N,131513 lbf / 585000 N,,1570 rpm,,5 7/16 in,High Temperature Packing,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE507BX,LSE507HX,S09,LSE507BXHHTPS,013992027245,7.126 in/181 mm,1.6 in/40 mm,15.9 in/405 mm,19.0 in/482 mm,22.0 in/558 mm,7 in/178 mm,6.5 in/166 mm,94869 lbf/422000 N,131513 lbf/585000 N,1570 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,013992097088,4.7 in/120 mm
LSE507BRHSHTPS,5 7/16 in,High Temperature Packing ,Split Cylindrical Retained Type ,94869 lbf / 422000 N,131513 lbf / 585000 N,5799.99 lbf / 25800 N,1570 rpm,,5 7/16 in,High Temperature Packing,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE507BR,LSE507HR,S09,LSE507BRHHTPS,013992027221,7.126 in/181 mm,1.6 in/40 mm,15.9 in/405 mm,19.0 in/482 mm,22.0 in/558 mm,7 in/178 mm,6.5 in/166 mm,94869 lbf/422000 N,131513 lbf/585000 N,1570 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5799.99 lbf/25800 N,013992096487,4.7 in/120 mm
LSE507BXHSATL,5 7/16 in,Aluminium Triple Labyrinth ,Split Cylindrical Expansion Type ,94869 lbf / 422000 N,131513 lbf / 585000 N,,1570 rpm,,5 7/16 in,Aluminium Triple Labyrinth,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE507BX,LS9HXTL,S09,,,7.126 in/181 mm,1.6 in/40 mm,15.9 in/405 mm,19.0 in/482 mm,22.0 in/558 mm,7 in/178 mm,6.6 in/168 mm,94869 lbf/422000 N,131513 lbf/585000 N,1570 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,,4.7 in/120 mm
LSE507BRHSATL,5 7/16 in,Aluminium Triple Labyrinth ,Split Cylindrical Retained Type ,94869 lbf / 422000 N,131513 lbf / 585000 N,5799.99 lbf / 25800 N,1570 rpm,,5 7/16 in,Aluminium Triple Labyrinth,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE507BR,LS9HRTL,S09,,,7.126 in/181 mm,1.6 in/40 mm,15.9 in/405 mm,19.0 in/482 mm,22.0 in/558 mm,7 in/178 mm,6.6 in/168 mm,94869 lbf/422000 N,131513 lbf/585000 N,1570 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5799.99 lbf/25800 N,,4.7 in/120 mm
LSE507BXHSFS,5 7/16 in,Felt Type ,Split Cylindrical Expansion Type ,94869 lbf / 422000 N,131513 lbf / 585000 N,,1570 rpm,,5 7/16 in,Felt Type,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE507BX,LSE507HX,S09,LSE507BXH,013992027245,7.126 in/181 mm,1.6 in/40 mm,15.9 in/405 mm,19.0 in/482 mm,22.0 in/558 mm,7 in/178 mm,6.5 in/166 mm,94869 lbf/422000 N,131513 lbf/585000 N,1570 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,,4.7 in/120 mm
