Part Number,Shaft Size,Seal Type,Bearing Type,Cr - Dynamic Load Rating,Cor - Static Load Rating,Maximum Speed,CAD,Shaft Size,Seal Type,Bearing Type,Support Type,Series Type,Pillow/Plummer Block Style,Bolt Size,Bearing Number,Housing,Support Reference,Bearing UPC,Dimension H,Dimension H2,Dimension J1,Dimension J2,Dimension L,Dimension M,Housing Width,Cr - Dynamic Load Rating,Cor - Static Load Rating,Maximum Speed,Note,Dimension K
LSE300BRHSAFQA-4BHTPS,3 in,High Temperature Packing ,Split Cylindrical Retained Type ,31041 lbf / 138000 N,36179 lbf / 160800 N,3310 rpm,,3 in,High Temperature Packing,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 5/8""",LSE300BR,LSE300HR,SAFQ04A-4B,013992026149,3-1/2 in,7.95 in,10-31/32 in,9-7/8 in,12-19/32 in,3-1/2 in,4.4 in/112 mm,31041 lbf/138000 N,36179 lbf/160800 N,3310 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",2-1/8 in
LSE300BRHSAFQHTPS,3 in,High Temperature Packing ,Split Cylindrical Retained Type ,31041 lbf / 138000 N,36179 lbf / 160800 N,3310 rpm,,3 in,High Temperature Packing,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 3/4""",LSE300BR,LSE300HR,SAFQ04-2B,013992026149,3-3/4 in,8.2 in,10-31/32 in,9-7/8 in,12-19/32 in,3-1/2 in,4.4 in/112 mm,31041 lbf/138000 N,36179 lbf/160800 N,3310 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE300BXHSAFQAATL,3 in,Aluminium Triple Labyrinth ,Split Cylindrical Expansion Type ,31041 lbf / 138000 N,36179 lbf / 160800 N,3310 rpm,,3 in,Aluminium Triple Labyrinth,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 3/4""",LSE300BX,LS4HXTL,SAFQ04A-2B,013992026156,3-1/2 in,7.95 in,10-31/32 in,9-7/8 in,12-19/32 in,3-1/2 in,4.5 in/114 mm,31041 lbf/138000 N,36179 lbf/160800 N,3310 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE300BXHSAFQA-4BATL,3 in,Aluminium Triple Labyrinth ,Split Cylindrical Expansion Type ,31041 lbf / 138000 N,36179 lbf / 160800 N,3310 rpm,,3 in,Aluminium Triple Labyrinth,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 5/8""",LSE300BX,LS4HXTL,SAFQ04A-4B,013992026156,3-1/2 in,7.95 in,10-31/32 in,9-7/8 in,12-19/32 in,3-1/2 in,4.5 in/114 mm,31041 lbf/138000 N,36179 lbf/160800 N,3310 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",2-1/8 in
LSE300BXHSAFQATL,3 in,Aluminium Triple Labyrinth ,Split Cylindrical Expansion Type ,31041 lbf / 138000 N,36179 lbf / 160800 N,3310 rpm,,3 in,Aluminium Triple Labyrinth,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 3/4""",LSE300BX,LS4HXTL,SAFQ04-2B,013992026156,3-3/4 in,8.2 in,10-31/32 in,9-7/8 in,12-19/32 in,3-1/2 in,4.5 in/114 mm,31041 lbf/138000 N,36179 lbf/160800 N,3310 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE300BRHSAFQAATL,3 in,Aluminium Triple Labyrinth ,Split Cylindrical Retained Type ,31041 lbf / 138000 N,36179 lbf / 160800 N,3310 rpm,,3 in,Aluminium Triple Labyrinth,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 3/4""",LSE300BR,LS4HRTL,SAFQ04A-2B,013992026149,3-1/2 in,7.95 in,10-31/32 in,9-7/8 in,12-19/32 in,3-1/2 in,4.5 in/114 mm,31041 lbf/138000 N,36179 lbf/160800 N,3310 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE300BRHSAFQA-4BATL,3 in,Aluminium Triple Labyrinth ,Split Cylindrical Retained Type ,31041 lbf / 138000 N,36179 lbf / 160800 N,3310 rpm,,3 in,Aluminium Triple Labyrinth,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 5/8""",LSE300BR,LS4HRTL,SAFQ04A-4B,013992026149,3-1/2 in,7.95 in,10-31/32 in,9-7/8 in,12-19/32 in,3-1/2 in,4.5 in/114 mm,31041 lbf/138000 N,36179 lbf/160800 N,3310 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",2-1/8 in
LSE300BRHSAFQATL,3 in,Aluminium Triple Labyrinth ,Split Cylindrical Retained Type ,31041 lbf / 138000 N,36179 lbf / 160800 N,3310 rpm,,3 in,Aluminium Triple Labyrinth,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 3/4""",LSE300BR,LS4HRTL,SAFQ04-2B,013992026149,3-3/4 in,8.2 in,10-31/32 in,9-7/8 in,12-19/32 in,3-1/2 in,4.5 in/114 mm,31041 lbf/138000 N,36179 lbf/160800 N,3310 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE300BXHSAFQAFS,3 in,Felt Type ,Split Cylindrical Expansion Type ,31041 lbf / 138000 N,36179 lbf / 160800 N,3310 rpm,,3 in,Felt Type,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 3/4""",LSE300BX,LSE300HX,SAFQ04A-2B,013992026156,3-1/2 in,7.95 in,10-31/32 in,9-7/8 in,12-19/32 in,3-1/2 in,4.4 in/112 mm,31041 lbf/138000 N,36179 lbf/160800 N,3310 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE300BXHSAFQA-4BFS,3 in,Felt Type ,Split Cylindrical Expansion Type ,31041 lbf / 138000 N,36179 lbf / 160800 N,3310 rpm,,3 in,Felt Type,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 5/8""",LSE300BX,LSE300HX,SAFQ04A-4B,013992026156,3-1/2 in,7.95 in,10-31/32 in,9-7/8 in,12-19/32 in,3-1/2 in,4.4 in/112 mm,31041 lbf/138000 N,36179 lbf/160800 N,3310 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",2-1/8 in
LSE300BXHSAFQFS,3 in,Felt Type ,Split Cylindrical Expansion Type ,31041 lbf / 138000 N,36179 lbf / 160800 N,3310 rpm,,3 in,Felt Type,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 3/4""",LSE300BX,LSE300HX,SAFQ04-2B,013992026156,3-3/4 in,8.2 in,10-31/32 in,9-7/8 in,12-19/32 in,3-1/2 in,4.4 in/112 mm,31041 lbf/138000 N,36179 lbf/160800 N,3310 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE300BRHSAFQAFS,3 in,Felt Type ,Split Cylindrical Retained Type ,31041 lbf / 138000 N,36179 lbf / 160800 N,3310 rpm,,3 in,Felt Type,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 3/4""",LSE300BR,LSE300HR,SAFQ04A-2B,013992026149,3-1/2 in,7.95 in,10-31/32 in,9-7/8 in,12-19/32 in,3-1/2 in,4.4 in/112 mm,31041 lbf/138000 N,36179 lbf/160800 N,3310 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE300BRHSAFQA-4BFS,3 in,Felt Type ,Split Cylindrical Retained Type ,31041 lbf / 138000 N,36179 lbf / 160800 N,3310 rpm,,3 in,Felt Type,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 5/8""",LSE300BR,LSE300HR,SAFQ04A-4B,013992026149,3-1/2 in,7.95 in,10-31/32 in,9-7/8 in,12-19/32 in,3-1/2 in,4.4 in/112 mm,31041 lbf/138000 N,36179 lbf/160800 N,3310 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",2-1/8 in
LSE300BRHSAFQFS,3 in,Felt Type ,Split Cylindrical Retained Type ,31041 lbf / 138000 N,36179 lbf / 160800 N,3310 rpm,,3 in,Felt Type,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 3/4""",LSE300BR,LSE300HR,SAFQ04-2B,013992026149,3-3/4 in,8.2 in,10-31/32 in,9-7/8 in,12-19/32 in,3-1/2 in,4.4 in/112 mm,31041 lbf/138000 N,36179 lbf/160800 N,3310 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE303BXHSAFQB,3 3/16 in,Felt Type ,Split Cylindrical Expansion Type ,42145 lbf / 187300 N,52033 lbf / 231300 N,2790 rpm,,3 3/16 in,Felt Type,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 3/4""",LSE303BX,LSE303HX,SAFQ05B-2B,013992026248,4 in,8.95 in,11-5/8 in,10-3/8 in,13-5/8 in,3-7/8 in,5.3 in/134 mm,42145 lbf/187300 N,52033 lbf/231300 N,2790 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE303BXHSAFQ,3 3/16 in,Felt Type ,Split Cylindrical Expansion Type ,42145 lbf / 187300 N,52033 lbf / 231300 N,2790 rpm,,3 3/16 in,Felt Type,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 7/8""",LSE303BX,LSE303HX,SAFQ05-2B,013992026248,4-1/2 in,9.6 in,13-13/64 in,11-47/64 in,15-23/64 in,4-11/32 in,5.3 in/134 mm,42145 lbf/187300 N,52033 lbf/231300 N,2790 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE303BRHSAFQB,3 3/16 in,Felt Type ,Split Cylindrical Retained Type ,42145 lbf / 187300 N,52033 lbf / 231300 N,2790 rpm,,3 3/16 in,Felt Type,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 3/4""",LSE303BR,LSE303HR,SAFQ05B-2B,013992026231,4 in,8.95 in,11-5/8 in,10-3/8 in,13-5/8 in,3-7/8 in,5.3 in/134 mm,42145 lbf/187300 N,52033 lbf/231300 N,2790 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE303BRHSAFQ,3 3/16 in,Felt Type ,Split Cylindrical Retained Type ,42145 lbf / 187300 N,52033 lbf / 231300 N,2790 rpm,,3 3/16 in,Felt Type,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 7/8""",LSE303BR,LSE303HR,SAFQ05-2B,013992026231,4-1/2 in,9.6 in,13-13/64 in,11-47/64 in,15-23/64 in,4-11/32 in,5.3 in/134 mm,42145 lbf/187300 N,52033 lbf/231300 N,2790 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE303BXHSAFQBKPS,3 3/16 in,Kevlar Packing Seal ,Split Cylindrical Expansion Type ,42145 lbf / 187300 N,52033 lbf / 231300 N,2790 rpm,,3 3/16 in,Kevlar Packing Seal,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 3/4""",LSE303BX,LSE303HX,SAFQ05B-2B,013992026248,4 in,8.95 in,11-5/8 in,10-3/8 in,13-5/8 in,3-7/8 in,5.3 in/134 mm,42145 lbf/187300 N,52033 lbf/231300 N,2790 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE303BXHSAFQKPS,3 3/16 in,Kevlar Packing Seal ,Split Cylindrical Expansion Type ,42145 lbf / 187300 N,52033 lbf / 231300 N,2790 rpm,,3 3/16 in,Kevlar Packing Seal,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 7/8""",LSE303BX,LSE303HX,SAFQ05-2B,013992026248,4-1/2 in,9.6 in,13-13/64 in,11-47/64 in,15-23/64 in,4-11/32 in,5.3 in/134 mm,42145 lbf/187300 N,52033 lbf/231300 N,2790 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE303BRHSAFQBKPS,3 3/16 in,Kevlar Packing Seal ,Split Cylindrical Retained Type ,42145 lbf / 187300 N,52033 lbf / 231300 N,2790 rpm,,3 3/16 in,Kevlar Packing Seal,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 3/4""",LSE303BR,LSE303HR,SAFQ05B-2B,013992026231,4 in,8.95 in,11-5/8 in,10-3/8 in,13-5/8 in,3-7/8 in,5.3 in/134 mm,42145 lbf/187300 N,52033 lbf/231300 N,2790 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE303BRHSAFQKPS,3 3/16 in,Kevlar Packing Seal ,Split Cylindrical Retained Type ,42145 lbf / 187300 N,52033 lbf / 231300 N,2790 rpm,,3 3/16 in,Kevlar Packing Seal,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 7/8""",LSE303BR,LSE303HR,SAFQ05-2B,013992026231,4-1/2 in,9.6 in,13-13/64 in,11-47/64 in,15-23/64 in,4-11/32 in,5.3 in/134 mm,42145 lbf/187300 N,52033 lbf/231300 N,2790 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE303BXHSAFQBRSS,3 3/16 in,Viton Single Lip ,Split Cylindrical Expansion Type ,42145 lbf / 187300 N,52033 lbf / 231300 N,2790 rpm,,3 3/16 in,Viton Single Lip,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 3/4""",LSE303BX,LSE303HX,SAFQ05B-2B,013992026248,4 in,8.95 in,11-5/8 in,10-3/8 in,13-5/8 in,3-7/8 in,5.3 in/134 mm,42145 lbf/187300 N,52033 lbf/231300 N,2790 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE303BXHSAFQRSS,3 3/16 in,Viton Single Lip ,Split Cylindrical Expansion Type ,42145 lbf / 187300 N,52033 lbf / 231300 N,2790 rpm,,3 3/16 in,Viton Single Lip,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 7/8""",LSE303BX,LSE303HX,SAFQ05-2B,013992026248,4-1/2 in,9.6 in,13-13/64 in,11-47/64 in,15-23/64 in,4-11/32 in,5.3 in/134 mm,42145 lbf/187300 N,52033 lbf/231300 N,2790 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE303BRHSAFQBRSS,3 3/16 in,Viton Single Lip ,Split Cylindrical Retained Type ,42145 lbf / 187300 N,52033 lbf / 231300 N,2790 rpm,,3 3/16 in,Viton Single Lip,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 3/4""",LSE303BR,LSE303HR,SAFQ05B-2B,013992026231,4 in,8.95 in,11-5/8 in,10-3/8 in,13-5/8 in,3-7/8 in,5.3 in/134 mm,42145 lbf/187300 N,52033 lbf/231300 N,2790 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE303BRHSAFQRSS,3 3/16 in,Viton Single Lip ,Split Cylindrical Retained Type ,42145 lbf / 187300 N,52033 lbf / 231300 N,2790 rpm,,3 3/16 in,Viton Single Lip,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 7/8""",LSE303BR,LSE303HR,SAFQ05-2B,013992026231,4-1/2 in,9.6 in,13-13/64 in,11-47/64 in,15-23/64 in,4-11/32 in,5.3 in/134 mm,42145 lbf/187300 N,52033 lbf/231300 N,2790 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE303BXHSAFQBHTPS,3 3/16 in,High Temperature Packing ,Split Cylindrical Expansion Type ,42145 lbf / 187300 N,52033 lbf / 231300 N,2790 rpm,,3 3/16 in,High Temperature Packing,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 3/4""",LSE303BX,LSE303HX,SAFQ05B-2B,013992026248,4 in,8.95 in,11-5/8 in,10-3/8 in,13-5/8 in,3-7/8 in,5.3 in/134 mm,42145 lbf/187300 N,52033 lbf/231300 N,2790 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE303BXHSAFQHTPS,3 3/16 in,High Temperature Packing ,Split Cylindrical Expansion Type ,42145 lbf / 187300 N,52033 lbf / 231300 N,2790 rpm,,3 3/16 in,High Temperature Packing,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 7/8""",LSE303BX,LSE303HX,SAFQ05-2B,013992026248,4-1/2 in,9.6 in,13-13/64 in,11-47/64 in,15-23/64 in,4-11/32 in,5.3 in/134 mm,42145 lbf/187300 N,52033 lbf/231300 N,2790 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE303BRHSAFQBHTPS,3 3/16 in,High Temperature Packing ,Split Cylindrical Retained Type ,42145 lbf / 187300 N,52033 lbf / 231300 N,2790 rpm,,3 3/16 in,High Temperature Packing,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 3/4""",LSE303BR,LSE303HR,SAFQ05B-2B,013992026231,4 in,8.95 in,11-5/8 in,10-3/8 in,13-5/8 in,3-7/8 in,5.3 in/134 mm,42145 lbf/187300 N,52033 lbf/231300 N,2790 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE303BRHSAFQHTPS,3 3/16 in,High Temperature Packing ,Split Cylindrical Retained Type ,42145 lbf / 187300 N,52033 lbf / 231300 N,2790 rpm,,3 3/16 in,High Temperature Packing,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 7/8""",LSE303BR,LSE303HR,SAFQ05-2B,013992026231,4-1/2 in,9.6 in,13-13/64 in,11-47/64 in,15-23/64 in,4-11/32 in,5.3 in/134 mm,42145 lbf/187300 N,52033 lbf/231300 N,2790 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE303BXHSAFQBATL,3 3/16 in,Aluminium Triple Labyrinth ,Split Cylindrical Expansion Type ,42145 lbf / 187300 N,52033 lbf / 231300 N,2790 rpm,,3 3/16 in,Aluminium Triple Labyrinth,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 3/4""",LSE303BX,LS5HXTL,SAFQ05B-2B,013992026248,4 in,8.95 in,11-5/8 in,10-3/8 in,13-5/8 in,3-7/8 in,5.4 in/136 mm,42145 lbf/187300 N,52033 lbf/231300 N,2790 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE303BXHSAFQATL,3 3/16 in,Aluminium Triple Labyrinth ,Split Cylindrical Expansion Type ,42145 lbf / 187300 N,52033 lbf / 231300 N,2790 rpm,,3 3/16 in,Aluminium Triple Labyrinth,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 7/8""",LSE303BX,LS5HXTL,SAFQ05-2B,013992026248,4-1/2 in,9.6 in,13-13/64 in,11-47/64 in,15-23/64 in,4-11/32 in,5.4 in/136 mm,42145 lbf/187300 N,52033 lbf/231300 N,2790 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE303BRHSAFQBATL,3 3/16 in,Aluminium Triple Labyrinth ,Split Cylindrical Retained Type ,42145 lbf / 187300 N,52033 lbf / 231300 N,2790 rpm,,3 3/16 in,Aluminium Triple Labyrinth,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 3/4""",LSE303BR,LS5HRTL,SAFQ05B-2B,013992026231,4 in,8.95 in,11-5/8 in,10-3/8 in,13-5/8 in,3-7/8 in,5.4 in/136 mm,42145 lbf/187300 N,52033 lbf/231300 N,2790 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE303BRHSAFQATL,3 3/16 in,Aluminium Triple Labyrinth ,Split Cylindrical Retained Type ,42145 lbf / 187300 N,52033 lbf / 231300 N,2790 rpm,,3 3/16 in,Aluminium Triple Labyrinth,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 7/8""",LSE303BR,LS5HRTL,SAFQ05-2B,013992026231,4-1/2 in,9.6 in,13-13/64 in,11-47/64 in,15-23/64 in,4-11/32 in,5.4 in/136 mm,42145 lbf/187300 N,52033 lbf/231300 N,2790 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE303BXHSAFQBFS,3 3/16 in,Felt Type ,Split Cylindrical Expansion Type ,42145 lbf / 187300 N,52033 lbf / 231300 N,2790 rpm,,3 3/16 in,Felt Type,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 3/4""",LSE303BX,LSE303HX,SAFQ05B-2B,013992026248,4 in,8.95 in,11-5/8 in,10-3/8 in,13-5/8 in,3-7/8 in,5.3 in/134 mm,42145 lbf/187300 N,52033 lbf/231300 N,2790 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE303BXHSAFQFS,3 3/16 in,Felt Type ,Split Cylindrical Expansion Type ,42145 lbf / 187300 N,52033 lbf / 231300 N,2790 rpm,,3 3/16 in,Felt Type,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 7/8""",LSE303BX,LSE303HX,SAFQ05-2B,013992026248,4-1/2 in,9.6 in,13-13/64 in,11-47/64 in,15-23/64 in,4-11/32 in,5.3 in/134 mm,42145 lbf/187300 N,52033 lbf/231300 N,2790 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE303BRHSAFQBFS,3 3/16 in,Felt Type ,Split Cylindrical Retained Type ,42145 lbf / 187300 N,52033 lbf / 231300 N,2790 rpm,,3 3/16 in,Felt Type,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 3/4""",LSE303BR,LSE303HR,SAFQ05B-2B,013992026231,4 in,8.95 in,11-5/8 in,10-3/8 in,13-5/8 in,3-7/8 in,5.3 in/134 mm,42145 lbf/187300 N,52033 lbf/231300 N,2790 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE303BRHSAFQFS,3 3/16 in,Felt Type ,Split Cylindrical Retained Type ,42145 lbf / 187300 N,52033 lbf / 231300 N,2790 rpm,,3 3/16 in,Felt Type,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 7/8""",LSE303BR,LSE303HR,SAFQ05-2B,013992026231,4-1/2 in,9.6 in,13-13/64 in,11-47/64 in,15-23/64 in,4-11/32 in,5.3 in/134 mm,42145 lbf/187300 N,52033 lbf/231300 N,2790 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE304BXHSAFQB,3 1/4 in,Felt Type ,Split Cylindrical Expansion Type ,42145 lbf / 187300 N,52033 lbf / 231300 N,2790 rpm,,3 1/4 in,Felt Type,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 3/4""",LSE304BX,LSE304HX,SAFQ05B-2B,013992026286,4 in,8.95 in,11-5/8 in,10-3/8 in,13-5/8 in,3-7/8 in,5.3 in/134 mm,42145 lbf/187300 N,52033 lbf/231300 N,2790 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE304BXHSAFQ,3 1/4 in,Felt Type ,Split Cylindrical Expansion Type ,42145 lbf / 187300 N,52033 lbf / 231300 N,2790 rpm,,3 1/4 in,Felt Type,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 7/8""",LSE304BX,LSE304HX,SAFQ05-2B,013992026286,4-1/2 in,9.6 in,13-13/64 in,11-47/64 in,15-23/64 in,4-11/32 in,5.3 in/134 mm,42145 lbf/187300 N,52033 lbf/231300 N,2790 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
