Part Number,Shaft Size,Seal Type,Bearing Type,Cr - Dynamic Load Rating,Cor - Static Load Rating,Ca - Axial Load Rating,Maximum Speed,CAD,Shaft Size,Seal Type,Bearing Type,Support Type,Series Type,Pillow/Plummer Block Style,Bolt Size,Bearing Number,Housing,Support Reference,Bearing - Housing - Seal,Bearing UPC,Dimension H,Dimension H1,Dimension H2,Dimension J,Dimension L,Dimension M,Housing Width,Cr - Dynamic Load Rating,Cor - Static Load Rating,Maximum Speed,Note,Ca - Axial Load Rating,Bearing - Housing - Seal UPC
LSE208BRHSATL,2 1/2 in,Aluminium Triple Labyrinth ,Split Cylindrical Retained Type ,23155 lbf / 103000 N,25853 lbf / 115000 N,1213.95 lbf / 5400 N,3940 rpm,,['2 1/2 in'],['Aluminium Triple Labyrinth'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M16'],['LSE208BR'],['LS3HRTL'],['S03'],,,"['3.15 in', '80 mm']","['1.3 in', '32 mm']","['7.1 in', '180 mm']","['9.2 in', '234 mm']","['11 in', '280 mm']","['2.8 in', '70 mm']","['4.1 in', '104 mm']","['23155 lbf', '103000 N']","['25853 lbf', '115000 N']",['3940 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['1213.95 lbf', '5400 N']",
LSE208BXHSFS,2 1/2 in,Felt Type ,Split Cylindrical Expansion Type ,23155 lbf / 103000 N,25853 lbf / 115000 N,,3940 rpm,,['2 1/2 in'],['Felt Type'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M16'],['LSE208BX'],['LSE208HX'],['S03'],['LSE208BXH'],['013992025937'],"['3.15 in', '80 mm']","['1.3 in', '32 mm']","['7.1 in', '180 mm']","['9.2 in', '234 mm']","['11 in', '280 mm']","['2.8 in', '70 mm']","['4.0 in', '102 mm']","['23155 lbf', '103000 N']","['25853 lbf', '115000 N']",['3940 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,
LSE208BRHSFS,2 1/2 in,Felt Type ,Split Cylindrical Retained Type ,23155 lbf / 103000 N,25853 lbf / 115000 N,1213.95 lbf / 5400 N,3940 rpm,,['2 1/2 in'],['Felt Type'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M16'],['LSE208BR'],['LSE208HR'],['S03'],['LSE208BRH'],['013992025920'],"['3.15 in', '80 mm']","['1.3 in', '32 mm']","['7.1 in', '180 mm']","['9.2 in', '234 mm']","['11 in', '280 mm']","['2.8 in', '70 mm']","['4.0 in', '102 mm']","['23155 lbf', '103000 N']","['25853 lbf', '115000 N']",['3940 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['1213.95 lbf', '5400 N']",
LSM65BXHS,65 mm,Felt Type ,Split Cylindrical Expansion Type ,23155 lbf / 103000 N,25853 lbf / 115000 N,,3940 rpm,,['65 mm'],['Felt Type'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M16'],['LSM65BX'],['LSM65HX'],['S03'],['LSM65BXH'],['013992030269'],"['3.15 in', '80 mm']","['1.3 in', '32 mm']","['7.1 in', '180 mm']","['9.2 in', '234 mm']","['11 in', '280 mm']","['2.8 in', '70 mm']","['4.0 in', '102 mm']","['23155 lbf', '103000 N']","['25853 lbf', '115000 N']",['3940 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,
LSM65BRHS,65 mm,Felt Type ,Split Cylindrical Retained Type ,23155 lbf / 103000 N,25853 lbf / 115000 N,1213.95 lbf / 5400 N,3940 rpm,,['65 mm'],['Felt Type'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M16'],['LSM65BR'],['LSM65HR'],['S03'],['LSM65BRH'],['013992030238'],"['3.15 in', '80 mm']","['1.3 in', '32 mm']","['7.1 in', '180 mm']","['9.2 in', '234 mm']","['11 in', '280 mm']","['2.8 in', '70 mm']","['4.0 in', '102 mm']","['23155 lbf', '103000 N']","['25853 lbf', '115000 N']",['3940 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['1213.95 lbf', '5400 N']",
LSM65BXHSKPS,65 mm,Kevlar Packing Seal ,Split Cylindrical Expansion Type ,23155 lbf / 103000 N,25853 lbf / 115000 N,,3940 rpm,,['65 mm'],['Kevlar Packing Seal'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M16'],['LSM65BX'],['LSM65HX'],['S03'],['LSM65BXHKPS'],['013992030269'],"['3.15 in', '80 mm']","['1.3 in', '32 mm']","['7.1 in', '180 mm']","['9.2 in', '234 mm']","['11 in', '280 mm']","['2.8 in', '70 mm']","['4.0 in', '102 mm']","['23155 lbf', '103000 N']","['25853 lbf', '115000 N']",['3940 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,['013992099648']
LSM65BRHSKPS,65 mm,Kevlar Packing Seal ,Split Cylindrical Retained Type ,23155 lbf / 103000 N,25853 lbf / 115000 N,1213.95 lbf / 5400 N,3940 rpm,,['65 mm'],['Kevlar Packing Seal'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M16'],['LSM65BR'],['LSM65HR'],['S03'],['LSM65BRHKPS'],['013992030238'],"['3.15 in', '80 mm']","['1.3 in', '32 mm']","['7.1 in', '180 mm']","['9.2 in', '234 mm']","['11 in', '280 mm']","['2.8 in', '70 mm']","['4.0 in', '102 mm']","['23155 lbf', '103000 N']","['25853 lbf', '115000 N']",['3940 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['1213.95 lbf', '5400 N']",['013992098597']
LSM65BXHSRSS,65 mm,Viton Single Lip ,Split Cylindrical Expansion Type ,23155 lbf / 103000 N,25853 lbf / 115000 N,,3940 rpm,,['65 mm'],['Viton Single Lip'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M16'],['LSM65BX'],['LSM65HX'],['S03'],['LSM65BXHRSS'],['013992030269'],"['3.15 in', '80 mm']","['1.3 in', '32 mm']","['7.1 in', '180 mm']","['9.2 in', '234 mm']","['11 in', '280 mm']","['2.8 in', '70 mm']","['4.0 in', '102 mm']","['23155 lbf', '103000 N']","['25853 lbf', '115000 N']",['3940 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,['013992099693']
LSM65BRHSRSS,65 mm,Viton Single Lip ,Split Cylindrical Retained Type ,23155 lbf / 103000 N,25853 lbf / 115000 N,1213.95 lbf / 5400 N,3940 rpm,,['65 mm'],['Viton Single Lip'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M16'],['LSM65BR'],['LSM65HR'],['S03'],['LSM65BRHRSS'],['013992030238'],"['3.15 in', '80 mm']","['1.3 in', '32 mm']","['7.1 in', '180 mm']","['9.2 in', '234 mm']","['11 in', '280 mm']","['2.8 in', '70 mm']","['4.0 in', '102 mm']","['23155 lbf', '103000 N']","['25853 lbf', '115000 N']",['3940 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['1213.95 lbf', '5400 N']",['013992098641']
LSM65BXHSHTPS,65 mm,High Temperature Packing ,Split Cylindrical Expansion Type ,23155 lbf / 103000 N,25853 lbf / 115000 N,,3940 rpm,,['65 mm'],['High Temperature Packing'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M16'],['LSM65BX'],['LSM65HX'],['S03'],['LSM65BXHHTPS'],['013992030269'],"['3.15 in', '80 mm']","['1.3 in', '32 mm']","['7.1 in', '180 mm']","['9.2 in', '234 mm']","['11 in', '280 mm']","['2.8 in', '70 mm']","['4.0 in', '102 mm']","['23155 lbf', '103000 N']","['25853 lbf', '115000 N']",['3940 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,['013992099594']
LSM65BRHSHTPS,65 mm,High Temperature Packing ,Split Cylindrical Retained Type ,23155 lbf / 103000 N,25853 lbf / 115000 N,1213.95 lbf / 5400 N,3940 rpm,,['65 mm'],['High Temperature Packing'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M16'],['LSM65BR'],['LSM65HR'],['S03'],['LSM65BRHHTPS'],['013992030238'],"['3.15 in', '80 mm']","['1.3 in', '32 mm']","['7.1 in', '180 mm']","['9.2 in', '234 mm']","['11 in', '280 mm']","['2.8 in', '70 mm']","['4.0 in', '102 mm']","['23155 lbf', '103000 N']","['25853 lbf', '115000 N']",['3940 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['1213.95 lbf', '5400 N']",['013992098542']
LSM65BXHSATL,65 mm,Aluminium Triple Labyrinth ,Split Cylindrical Expansion Type ,23155 lbf / 103000 N,25853 lbf / 115000 N,,3940 rpm,,['65 mm'],['Aluminium Triple Labyrinth'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M16'],['LSM65BX'],['LS3HXTL'],['S03'],,,"['3.15 in', '80 mm']","['1.3 in', '32 mm']","['7.1 in', '180 mm']","['9.2 in', '234 mm']","['11 in', '280 mm']","['2.8 in', '70 mm']","['4.1 in', '104 mm']","['23155 lbf', '103000 N']","['25853 lbf', '115000 N']",['3940 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,
LSM65BRHSATL,65 mm,Aluminium Triple Labyrinth ,Split Cylindrical Retained Type ,23155 lbf / 103000 N,25853 lbf / 115000 N,1213.95 lbf / 5400 N,3940 rpm,,['65 mm'],['Aluminium Triple Labyrinth'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M16'],['LSM65BR'],['LS3HRTL'],['S03'],,,"['3.15 in', '80 mm']","['1.3 in', '32 mm']","['7.1 in', '180 mm']","['9.2 in', '234 mm']","['11 in', '280 mm']","['2.8 in', '70 mm']","['4.1 in', '104 mm']","['23155 lbf', '103000 N']","['25853 lbf', '115000 N']",['3940 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['1213.95 lbf', '5400 N']",
LSM65BXHSFS,65 mm,Felt Type ,Split Cylindrical Expansion Type ,23155 lbf / 103000 N,25853 lbf / 115000 N,,3940 rpm,,['65 mm'],['Felt Type'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M16'],['LSM65BX'],['LSM65HX'],['S03'],['LSM65BXH'],['013992030269'],"['3.15 in', '80 mm']","['1.3 in', '32 mm']","['7.1 in', '180 mm']","['9.2 in', '234 mm']","['11 in', '280 mm']","['2.8 in', '70 mm']","['4.0 in', '102 mm']","['23155 lbf', '103000 N']","['25853 lbf', '115000 N']",['3940 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,
LSM65BRHSFS,65 mm,Felt Type ,Split Cylindrical Retained Type ,23155 lbf / 103000 N,25853 lbf / 115000 N,1213.95 lbf / 5400 N,3940 rpm,,['65 mm'],['Felt Type'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M16'],['LSM65BR'],['LSM65HR'],['S03'],['LSM65BRH'],['013992030238'],"['3.15 in', '80 mm']","['1.3 in', '32 mm']","['7.1 in', '180 mm']","['9.2 in', '234 mm']","['11 in', '280 mm']","['2.8 in', '70 mm']","['4.0 in', '102 mm']","['23155 lbf', '103000 N']","['25853 lbf', '115000 N']",['3940 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['1213.95 lbf', '5400 N']",
LSE211BXHS,2 11/16 in,Felt Type ,Split Cylindrical Expansion Type ,31024 lbf / 138000 N,36194 lbf / 161000 N,,3310 rpm,,['2 11/16 in'],['Felt Type'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M20'],['LSE211BX'],['LSE211HX'],['S04'],['LSE211BXH'],['013992025982'],"['3.74 in', '95 mm']","['1.5 in', '38 mm']","['8.2 in', '208 mm']","['10.6 in', '270 mm']","['13 in', '330 mm']","['3 in', '76 mm']","['4.4 in', '112 mm']","['31024 lbf', '138000 N']","['36194 lbf', '161000 N']",['3310 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,
LSE211BRHS,2 11/16 in,Felt Type ,Split Cylindrical Retained Type ,31024 lbf / 138000 N,36194 lbf / 161000 N,1708.53 lbf / 7600 N,3310 rpm,,['2 11/16 in'],['Felt Type'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M20'],['LSE211BR'],['LSE211HR'],['S04'],['LSE211BRH'],['013992025975'],"['3.74 in', '95 mm']","['1.5 in', '38 mm']","['8.2 in', '208 mm']","['10.6 in', '270 mm']","['13 in', '330 mm']","['3 in', '76 mm']","['4.4 in', '112 mm']","['31024 lbf', '138000 N']","['36194 lbf', '161000 N']",['3310 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['1708.53 lbf', '7600 N']",
LSE211BXHSKPS,2 11/16 in,Kevlar Packing Seal ,Split Cylindrical Expansion Type ,31024 lbf / 138000 N,36194 lbf / 161000 N,,3310 rpm,,['2 11/16 in'],['Kevlar Packing Seal'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M20'],['LSE211BX'],['LSE211HX'],['S04'],['LSE211BXHKPS'],['013992025982'],"['3.74 in', '95 mm']","['1.5 in', '38 mm']","['8.2 in', '208 mm']","['10.6 in', '270 mm']","['13 in', '330 mm']","['3 in', '76 mm']","['4.4 in', '112 mm']","['31024 lbf', '138000 N']","['36194 lbf', '161000 N']",['3310 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,['013992066282']
LSE211BRHSKPS,2 11/16 in,Kevlar Packing Seal ,Split Cylindrical Retained Type ,31024 lbf / 138000 N,36194 lbf / 161000 N,1708.53 lbf / 7600 N,3310 rpm,,['2 11/16 in'],['Kevlar Packing Seal'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M20'],['LSE211BR'],['LSE211HR'],['S04'],['LSE211BRHKPS'],['013992025975'],"['3.74 in', '95 mm']","['1.5 in', '38 mm']","['8.2 in', '208 mm']","['10.6 in', '270 mm']","['13 in', '330 mm']","['3 in', '76 mm']","['4.4 in', '112 mm']","['31024 lbf', '138000 N']","['36194 lbf', '161000 N']",['3310 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['1708.53 lbf', '7600 N']",['013992065230']
LSE211BXHSRSS,2 11/16 in,Viton Single Lip ,Split Cylindrical Expansion Type ,31024 lbf / 138000 N,36194 lbf / 161000 N,,3310 rpm,,['2 11/16 in'],['Viton Single Lip'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M20'],['LSE211BX'],['LSE211HX'],['S04'],['LSE211BXHRSS'],['013992025982'],"['3.74 in', '95 mm']","['1.5 in', '38 mm']","['8.2 in', '208 mm']","['10.6 in', '270 mm']","['13 in', '330 mm']","['3 in', '76 mm']","['4.4 in', '112 mm']","['31024 lbf', '138000 N']","['36194 lbf', '161000 N']",['3310 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,['013992066336']
LSE211BRHSRSS,2 11/16 in,Viton Single Lip ,Split Cylindrical Retained Type ,31024 lbf / 138000 N,36194 lbf / 161000 N,1708.53 lbf / 7600 N,3310 rpm,,['2 11/16 in'],['Viton Single Lip'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M20'],['LSE211BR'],['LSE211HR'],['S04'],['LSE211BRHRSS'],['013992025975'],"['3.74 in', '95 mm']","['1.5 in', '38 mm']","['8.2 in', '208 mm']","['10.6 in', '270 mm']","['13 in', '330 mm']","['3 in', '76 mm']","['4.4 in', '112 mm']","['31024 lbf', '138000 N']","['36194 lbf', '161000 N']",['3310 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['1708.53 lbf', '7600 N']",['013992065285']
LSE211BXHSHTPS,2 11/16 in,High Temperature Packing ,Split Cylindrical Expansion Type ,31024 lbf / 138000 N,36194 lbf / 161000 N,,3310 rpm,,['2 11/16 in'],['High Temperature Packing'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M20'],['LSE211BX'],['LSE211HX'],['S04'],['LSE211BXHHTPS'],['013992025982'],"['3.74 in', '95 mm']","['1.5 in', '38 mm']","['8.2 in', '208 mm']","['10.6 in', '270 mm']","['13 in', '330 mm']","['3 in', '76 mm']","['4.4 in', '112 mm']","['31024 lbf', '138000 N']","['36194 lbf', '161000 N']",['3310 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,['013992066237']
LSE211BRHSHTPS,2 11/16 in,High Temperature Packing ,Split Cylindrical Retained Type ,31024 lbf / 138000 N,36194 lbf / 161000 N,1708.53 lbf / 7600 N,3310 rpm,,['2 11/16 in'],['High Temperature Packing'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M20'],['LSE211BR'],['LSE211HR'],['S04'],['LSE211BRHHTPS'],['013992025975'],"['3.74 in', '95 mm']","['1.5 in', '38 mm']","['8.2 in', '208 mm']","['10.6 in', '270 mm']","['13 in', '330 mm']","['3 in', '76 mm']","['4.4 in', '112 mm']","['31024 lbf', '138000 N']","['36194 lbf', '161000 N']",['3310 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['1708.53 lbf', '7600 N']",['013992065186']
LSE211BXHSATL,2 11/16 in,Aluminium Triple Labyrinth ,Split Cylindrical Expansion Type ,31024 lbf / 138000 N,36194 lbf / 161000 N,,3310 rpm,,['2 11/16 in'],['Aluminium Triple Labyrinth'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M20'],['LSE211BX'],['LS4HXTL'],['S04'],,,"['3.74 in', '95 mm']","['1.5 in', '38 mm']","['8.2 in', '208 mm']","['10.6 in', '270 mm']","['13 in', '330 mm']","['3 in', '76 mm']","['4.5 in', '114 mm']","['31024 lbf', '138000 N']","['36194 lbf', '161000 N']",['3310 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,
LSE211BRHSATL,2 11/16 in,Aluminium Triple Labyrinth ,Split Cylindrical Retained Type ,31024 lbf / 138000 N,36194 lbf / 161000 N,1708.53 lbf / 7600 N,3310 rpm,,['2 11/16 in'],['Aluminium Triple Labyrinth'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M20'],['LSE211BR'],['LS4HRTL'],['S04'],,,"['3.74 in', '95 mm']","['1.5 in', '38 mm']","['8.2 in', '208 mm']","['10.6 in', '270 mm']","['13 in', '330 mm']","['3 in', '76 mm']","['4.5 in', '114 mm']","['31024 lbf', '138000 N']","['36194 lbf', '161000 N']",['3310 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['1708.53 lbf', '7600 N']",
LSE211BXHSFS,2 11/16 in,Felt Type ,Split Cylindrical Expansion Type ,31024 lbf / 138000 N,36194 lbf / 161000 N,,3310 rpm,,['2 11/16 in'],['Felt Type'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M20'],['LSE211BX'],['LSE211HX'],['S04'],['LSE211BXH'],['013992025982'],"['3.74 in', '95 mm']","['1.5 in', '38 mm']","['8.2 in', '208 mm']","['10.6 in', '270 mm']","['13 in', '330 mm']","['3 in', '76 mm']","['4.4 in', '112 mm']","['31024 lbf', '138000 N']","['36194 lbf', '161000 N']",['3310 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,
LSE211BRHSFS,2 11/16 in,Felt Type ,Split Cylindrical Retained Type ,31024 lbf / 138000 N,36194 lbf / 161000 N,1708.53 lbf / 7600 N,3310 rpm,,['2 11/16 in'],['Felt Type'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M20'],['LSE211BR'],['LSE211HR'],['S04'],['LSE211BRH'],['013992025975'],"['3.74 in', '95 mm']","['1.5 in', '38 mm']","['8.2 in', '208 mm']","['10.6 in', '270 mm']","['13 in', '330 mm']","['3 in', '76 mm']","['4.4 in', '112 mm']","['31024 lbf', '138000 N']","['36194 lbf', '161000 N']",['3310 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['1708.53 lbf', '7600 N']",
LSE212BXHS,2 3/4 in,Felt Type ,Split Cylindrical Expansion Type ,31024 lbf / 138000 N,36194 lbf / 161000 N,,3310 rpm,,['2 3/4 in'],['Felt Type'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M20'],['LSE212BX'],['LSE212HX'],['S04'],['LSE212BXH'],['013992026026'],"['3.74 in', '95 mm']","['1.5 in', '38 mm']","['8.2 in', '208 mm']","['10.6 in', '270 mm']","['13 in', '330 mm']","['3 in', '76 mm']","['4.4 in', '112 mm']","['31024 lbf', '138000 N']","['36194 lbf', '161000 N']",['3310 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,
LSE212BRHS,2 3/4 in,Felt Type ,Split Cylindrical Retained Type ,31024 lbf / 138000 N,36194 lbf / 161000 N,1708.53 lbf / 7600 N,3310 rpm,,['2 3/4 in'],['Felt Type'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M20'],['LSE212BR'],['LSE212HR'],['S04'],['LSE212BRH'],['013992026019'],"['3.74 in', '95 mm']","['1.5 in', '38 mm']","['8.2 in', '208 mm']","['10.6 in', '270 mm']","['13 in', '330 mm']","['3 in', '76 mm']","['4.4 in', '112 mm']","['31024 lbf', '138000 N']","['36194 lbf', '161000 N']",['3310 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['1708.53 lbf', '7600 N']",
LSE212BXHSKPS,2 3/4 in,Kevlar Packing Seal ,Split Cylindrical Expansion Type ,31024 lbf / 138000 N,36194 lbf / 161000 N,,3310 rpm,,['2 3/4 in'],['Kevlar Packing Seal'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M20'],['LSE212BX'],['LSE212HX'],['S04'],['LSE212BXHKPS'],['013992026026'],"['3.74 in', '95 mm']","['1.5 in', '38 mm']","['8.2 in', '208 mm']","['10.6 in', '270 mm']","['13 in', '330 mm']","['3 in', '76 mm']","['4.4 in', '112 mm']","['31024 lbf', '138000 N']","['36194 lbf', '161000 N']",['3310 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,['013992068385']
LSE212BRHSKPS,2 3/4 in,Kevlar Packing Seal ,Split Cylindrical Retained Type ,31024 lbf / 138000 N,36194 lbf / 161000 N,1708.53 lbf / 7600 N,3310 rpm,,['2 3/4 in'],['Kevlar Packing Seal'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M20'],['LSE212BR'],['LSE212HR'],['S04'],['LSE212BRHKPS'],['013992026019'],"['3.74 in', '95 mm']","['1.5 in', '38 mm']","['8.2 in', '208 mm']","['10.6 in', '270 mm']","['13 in', '330 mm']","['3 in', '76 mm']","['4.4 in', '112 mm']","['31024 lbf', '138000 N']","['36194 lbf', '161000 N']",['3310 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['1708.53 lbf', '7600 N']",['013992067333']
LSE212BXHSRSS,2 3/4 in,Viton Single Lip ,Split Cylindrical Expansion Type ,31024 lbf / 138000 N,36194 lbf / 161000 N,,3310 rpm,,['2 3/4 in'],['Viton Single Lip'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M20'],['LSE212BX'],['LSE212HX'],['S04'],['LSE212BXHRSS'],['013992026026'],"['3.74 in', '95 mm']","['1.5 in', '38 mm']","['8.2 in', '208 mm']","['10.6 in', '270 mm']","['13 in', '330 mm']","['3 in', '76 mm']","['4.4 in', '112 mm']","['31024 lbf', '138000 N']","['36194 lbf', '161000 N']",['3310 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,['013992068439']
LSE212BRHSRSS,2 3/4 in,Viton Single Lip ,Split Cylindrical Retained Type ,31024 lbf / 138000 N,36194 lbf / 161000 N,1708.53 lbf / 7600 N,3310 rpm,,['2 3/4 in'],['Viton Single Lip'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M20'],['LSE212BR'],['LSE212HR'],['S04'],['LSE212BRHRSS'],['013992026019'],"['3.74 in', '95 mm']","['1.5 in', '38 mm']","['8.2 in', '208 mm']","['10.6 in', '270 mm']","['13 in', '330 mm']","['3 in', '76 mm']","['4.4 in', '112 mm']","['31024 lbf', '138000 N']","['36194 lbf', '161000 N']",['3310 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['1708.53 lbf', '7600 N']",['013992067388']
