Part Number,Shaft Size,Seal Type,Bearing Type,Cr - Dynamic Load Rating,Cor - Static Load Rating,Ca - Axial Load Rating,Maximum Speed,CAD,Shaft Size,Seal Type,Bearing Type,Support Type,Series Type,Pillow/Plummer Block Style,Bolt Size,Bearing Number,Housing,Support Reference,Bearing - Housing - Seal,Bearing UPC,Dimension H,Dimension H1,Dimension H2,Dimension J,Dimension L,Dimension M,Housing Width,Cr - Dynamic Load Rating,Cor - Static Load Rating,Maximum Speed,Note,Ca - Axial Load Rating,Bearing - Housing - Seal UPC
LSE400BXHSRSS,4 in,Viton Single Lip ,Split Cylindrical Expansion Type ,64745 lbf / 288000 N,82280 lbf / 366000 N,,2340 rpm,,['4 in'],['Viton Single Lip'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSE400BX'],['LSE400HX'],['S06'],['LSE400BXHRSS'],['013992026620'],"['4.921 in', '125 mm']","['2 in', '52 mm']","['10.7 in', '272 mm']","['13.9 in', '354 mm']","['16.5 in', '420 mm']","['4 in', '102 mm']","['5.2 in', '132 mm']","['64745 lbf', '288000 N']","['82280 lbf', '366000 N']",['2340 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,['013992085535']
LSE400BRHSRSS,4 in,Viton Single Lip ,Split Cylindrical Retained Type ,64745 lbf / 288000 N,82280 lbf / 366000 N,3596.90 lbf / 16000 N,2340 rpm,,['4 in'],['Viton Single Lip'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSE400BR'],['LSE400HR'],['S06'],['LSE400BRHRSS'],['013992026613'],"['4.921 in', '125 mm']","['2 in', '52 mm']","['10.7 in', '272 mm']","['13.9 in', '354 mm']","['16.5 in', '420 mm']","['4 in', '102 mm']","['5.2 in', '132 mm']","['64745 lbf', '288000 N']","['82280 lbf', '366000 N']",['2340 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['3596.90 lbf', '16000 N']",['013992084781']
LSE400BXHSHTPS,4 in,High Temperature Packing ,Split Cylindrical Expansion Type ,64745 lbf / 288000 N,82280 lbf / 366000 N,,2340 rpm,,['4 in'],['High Temperature Packing'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSE400BX'],['LSE400HX'],['S06'],['LSE400BXHHTPS'],['013992026620'],"['4.921 in', '125 mm']","['2 in', '52 mm']","['10.7 in', '272 mm']","['13.9 in', '354 mm']","['16.5 in', '420 mm']","['4 in', '102 mm']","['5.2 in', '132 mm']","['64745 lbf', '288000 N']","['82280 lbf', '366000 N']",['2340 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,['013992085436']
LSE400BRHSHTPS,4 in,High Temperature Packing ,Split Cylindrical Retained Type ,64745 lbf / 288000 N,82280 lbf / 366000 N,3596.90 lbf / 16000 N,2340 rpm,,['4 in'],['High Temperature Packing'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSE400BR'],['LSE400HR'],['S06'],['LSE400BRHHTPS'],['013992026613'],"['4.921 in', '125 mm']","['2 in', '52 mm']","['10.7 in', '272 mm']","['13.9 in', '354 mm']","['16.5 in', '420 mm']","['4 in', '102 mm']","['5.2 in', '132 mm']","['64745 lbf', '288000 N']","['82280 lbf', '366000 N']",['2340 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['3596.90 lbf', '16000 N']",['013992084682']
LSE400BXHSATL,4 in,Aluminium Triple Labyrinth ,Split Cylindrical Expansion Type ,64745 lbf / 288000 N,82280 lbf / 366000 N,,2340 rpm,,['4 in'],['Aluminium Triple Labyrinth'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSE400BX'],['LS6HXTL'],['S06'],,,"['4.921 in', '125 mm']","['2 in', '52 mm']","['10.7 in', '272 mm']","['13.9 in', '354 mm']","['16.5 in', '420 mm']","['4 in', '102 mm']","['5.3 in', '134 mm']","['64745 lbf', '288000 N']","['82280 lbf', '366000 N']",['2340 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,
LSE400BRHSATL,4 in,Aluminium Triple Labyrinth ,Split Cylindrical Retained Type ,64745 lbf / 288000 N,82280 lbf / 366000 N,3596.90 lbf / 16000 N,2340 rpm,,['4 in'],['Aluminium Triple Labyrinth'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSE400BR'],['LS6HRTL'],['S06'],,,"['4.921 in', '125 mm']","['2 in', '52 mm']","['10.7 in', '272 mm']","['13.9 in', '354 mm']","['16.5 in', '420 mm']","['4 in', '102 mm']","['5.3 in', '134 mm']","['64745 lbf', '288000 N']","['82280 lbf', '366000 N']",['2340 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['3596.90 lbf', '16000 N']",
LSE400BXHSFS,4 in,Felt Type ,Split Cylindrical Expansion Type ,64745 lbf / 288000 N,82280 lbf / 366000 N,,2340 rpm,,['4 in'],['Felt Type'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSE400BX'],['LSE400HX'],['S06'],['LSE400BXH'],['013992026620'],"['4.921 in', '125 mm']","['2 in', '52 mm']","['10.7 in', '272 mm']","['13.9 in', '354 mm']","['16.5 in', '420 mm']","['4 in', '102 mm']","['5.2 in', '132 mm']","['64745 lbf', '288000 N']","['82280 lbf', '366000 N']",['2340 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,
LSE400BRHSFS,4 in,Felt Type ,Split Cylindrical Retained Type ,64745 lbf / 288000 N,82280 lbf / 366000 N,3596.90 lbf / 16000 N,2340 rpm,,['4 in'],['Felt Type'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSE400BR'],['LSE400HR'],['S06'],['LSE400BRH'],['013992026613'],"['4.921 in', '125 mm']","['2 in', '52 mm']","['10.7 in', '272 mm']","['13.9 in', '354 mm']","['16.5 in', '420 mm']","['4 in', '102 mm']","['5.2 in', '132 mm']","['64745 lbf', '288000 N']","['82280 lbf', '366000 N']",['2340 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['3596.90 lbf', '16000 N']",
LSM105BXHS,105 mm,Felt Type ,Split Cylindrical Expansion Type ,64745 lbf / 288000 N,82280 lbf / 366000 N,,2340 rpm,,['105 mm'],['Felt Type'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSM105BX'],['LSM105HX'],['S06'],['LSM105BXH'],['013992027856'],"['4.921 in', '125 mm']","['2 in', '52 mm']","['10.7 in', '272 mm']","['13.9 in', '354 mm']","['16.5 in', '420 mm']","['4 in', '102 mm']","['5.2 in', '132 mm']","['64745 lbf', '288000 N']","['82280 lbf', '366000 N']",['2340 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,
LSM105BRHS,105 mm,Felt Type ,Split Cylindrical Retained Type ,64745 lbf / 288000 N,82280 lbf / 366000 N,3596.90 lbf / 16000 N,2340 rpm,,['105 mm'],['Felt Type'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSM105BR'],['LSM105HR'],['S06'],['LSM105BRH'],['013992027849'],"['4.921 in', '125 mm']","['2 in', '52 mm']","['10.7 in', '272 mm']","['13.9 in', '354 mm']","['16.5 in', '420 mm']","['4 in', '102 mm']","['5.2 in', '132 mm']","['64745 lbf', '288000 N']","['82280 lbf', '366000 N']",['2340 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['3596.90 lbf', '16000 N']",
LSM105BXHSKPS,105 mm,Kevlar Packing Seal ,Split Cylindrical Expansion Type ,64745 lbf / 288000 N,82280 lbf / 366000 N,,2340 rpm,,['105 mm'],['Kevlar Packing Seal'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSM105BX'],['LSM105HX'],['S06'],['LSM105BXHKPS'],['013992027856'],"['4.921 in', '125 mm']","['2 in', '52 mm']","['10.7 in', '272 mm']","['13.9 in', '354 mm']","['16.5 in', '420 mm']","['4 in', '102 mm']","['5.2 in', '132 mm']","['64745 lbf', '288000 N']","['82280 lbf', '366000 N']",['2340 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,['013992070999']
LSM105BRHSKPS,105 mm,Kevlar Packing Seal ,Split Cylindrical Retained Type ,64745 lbf / 288000 N,82280 lbf / 366000 N,3596.90 lbf / 16000 N,2340 rpm,,['105 mm'],['Kevlar Packing Seal'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSM105BR'],['LSM105HR'],['S06'],['LSM105BRHKPS'],['013992027849'],"['4.921 in', '125 mm']","['2 in', '52 mm']","['10.7 in', '272 mm']","['13.9 in', '354 mm']","['16.5 in', '420 mm']","['4 in', '102 mm']","['5.2 in', '132 mm']","['64745 lbf', '288000 N']","['82280 lbf', '366000 N']",['2340 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['3596.90 lbf', '16000 N']",['013992070548']
LSM105BXHSRSS,105 mm,Viton Single Lip ,Split Cylindrical Expansion Type ,64745 lbf / 288000 N,82280 lbf / 366000 N,,2340 rpm,,['105 mm'],['Viton Single Lip'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSM105BX'],['LSM105HX'],['S06'],['LSM105BXHRSS'],['013992027856'],"['4.921 in', '125 mm']","['2 in', '52 mm']","['10.7 in', '272 mm']","['13.9 in', '354 mm']","['16.5 in', '420 mm']","['4 in', '102 mm']","['5.2 in', '132 mm']","['64745 lbf', '288000 N']","['82280 lbf', '366000 N']",['2340 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,['013992071040']
LSM105BRHSRSS,105 mm,Viton Single Lip ,Split Cylindrical Retained Type ,64745 lbf / 288000 N,82280 lbf / 366000 N,3596.90 lbf / 16000 N,2340 rpm,,['105 mm'],['Viton Single Lip'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSM105BR'],['LSM105HR'],['S06'],['LSM105BRHRSS'],['013992027849'],"['4.921 in', '125 mm']","['2 in', '52 mm']","['10.7 in', '272 mm']","['13.9 in', '354 mm']","['16.5 in', '420 mm']","['4 in', '102 mm']","['5.2 in', '132 mm']","['64745 lbf', '288000 N']","['82280 lbf', '366000 N']",['2340 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['3596.90 lbf', '16000 N']",['013992070593']
LSM105BXHSHTPS,105 mm,High Temperature Packing ,Split Cylindrical Expansion Type ,64745 lbf / 288000 N,82280 lbf / 366000 N,,2340 rpm,,['105 mm'],['High Temperature Packing'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSM105BX'],['LSM105HX'],['S06'],['LSM105BXHHTPS'],['013992027856'],"['4.921 in', '125 mm']","['2 in', '52 mm']","['10.7 in', '272 mm']","['13.9 in', '354 mm']","['16.5 in', '420 mm']","['4 in', '102 mm']","['5.2 in', '132 mm']","['64745 lbf', '288000 N']","['82280 lbf', '366000 N']",['2340 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,['013992070944']
LSM105BRHSHTPS,105 mm,High Temperature Packing ,Split Cylindrical Retained Type ,64745 lbf / 288000 N,82280 lbf / 366000 N,3596.90 lbf / 16000 N,2340 rpm,,['105 mm'],['High Temperature Packing'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSM105BR'],['LSM105HR'],['S06'],['LSM105BRHHTPS'],['013992027849'],"['4.921 in', '125 mm']","['2 in', '52 mm']","['10.7 in', '272 mm']","['13.9 in', '354 mm']","['16.5 in', '420 mm']","['4 in', '102 mm']","['5.2 in', '132 mm']","['64745 lbf', '288000 N']","['82280 lbf', '366000 N']",['2340 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['3596.90 lbf', '16000 N']",['013992070494']
LSM105BXHSATL,105 mm,Aluminium Triple Labyrinth ,Split Cylindrical Expansion Type ,64745 lbf / 288000 N,82280 lbf / 366000 N,,2340 rpm,,['105 mm'],['Aluminium Triple Labyrinth'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSM105BX'],['LS6HXTL'],['S06'],,,"['4.921 in', '125 mm']","['2 in', '52 mm']","['10.7 in', '272 mm']","['13.9 in', '354 mm']","['16.5 in', '420 mm']","['4 in', '102 mm']","['5.3 in', '134 mm']","['64745 lbf', '288000 N']","['82280 lbf', '366000 N']",['2340 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,
LSM105BRHSATL,105 mm,Aluminium Triple Labyrinth ,Split Cylindrical Retained Type ,64745 lbf / 288000 N,82280 lbf / 366000 N,3596.90 lbf / 16000 N,2340 rpm,,['105 mm'],['Aluminium Triple Labyrinth'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSM105BR'],['LS6HRTL'],['S06'],,,"['4.921 in', '125 mm']","['2 in', '52 mm']","['10.7 in', '272 mm']","['13.9 in', '354 mm']","['16.5 in', '420 mm']","['4 in', '102 mm']","['5.3 in', '134 mm']","['64745 lbf', '288000 N']","['82280 lbf', '366000 N']",['2340 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['3596.90 lbf', '16000 N']",
LSM105BXHSFS,105 mm,Felt Type ,Split Cylindrical Expansion Type ,64745 lbf / 288000 N,82280 lbf / 366000 N,,2340 rpm,,['105 mm'],['Felt Type'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSM105BX'],['LSM105HX'],['S06'],['LSM105BXH'],['013992027856'],"['4.921 in', '125 mm']","['2 in', '52 mm']","['10.7 in', '272 mm']","['13.9 in', '354 mm']","['16.5 in', '420 mm']","['4 in', '102 mm']","['5.2 in', '132 mm']","['64745 lbf', '288000 N']","['82280 lbf', '366000 N']",['2340 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,
LSM105BRHSFS,105 mm,Felt Type ,Split Cylindrical Retained Type ,64745 lbf / 288000 N,82280 lbf / 366000 N,3596.90 lbf / 16000 N,2340 rpm,,['105 mm'],['Felt Type'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSM105BR'],['LSM105HR'],['S06'],['LSM105BRH'],['013992027849'],"['4.921 in', '125 mm']","['2 in', '52 mm']","['10.7 in', '272 mm']","['13.9 in', '354 mm']","['16.5 in', '420 mm']","['4 in', '102 mm']","['5.2 in', '132 mm']","['64745 lbf', '288000 N']","['82280 lbf', '366000 N']",['2340 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['3596.90 lbf', '16000 N']",
LSE403BXHS,4 3/16 in,Felt Type ,Split Cylindrical Expansion Type ,71040 lbf / 316000 N,95993 lbf / 427000 N,,1970 rpm,,['4 3/16 in'],['Felt Type'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSE403BX'],['LSE403HX'],['S07'],['LSE403BXH'],['013992026699'],"['5.630 in', '143 mm']","['2.4 in', '60 mm']","['12.4 in', '314 mm']","['15.4 in', '392 mm']","['18.3 in', '466 mm']","['4.7 in', '120 mm']","['5.5 in', '140 mm']","['71040 lbf', '316000 N']","['95993 lbf', '427000 N']",['1970 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,
LSE403BRHS,4 3/16 in,Felt Type ,Split Cylindrical Retained Type ,71040 lbf / 316000 N,95993 lbf / 427000 N,4181.39 lbf / 18600 N,1970 rpm,,['4 3/16 in'],['Felt Type'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSE403BR'],['LSE403HR'],['S07'],['LSE403BRH'],['013992026682'],"['5.630 in', '143 mm']","['2.4 in', '60 mm']","['12.4 in', '314 mm']","['15.4 in', '392 mm']","['18.3 in', '466 mm']","['4.7 in', '120 mm']","['5.5 in', '140 mm']","['71040 lbf', '316000 N']","['95993 lbf', '427000 N']",['1970 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['4181.39 lbf', '18600 N']",
LSE403BXHSKPS,4 3/16 in,Kevlar Packing Seal ,Split Cylindrical Expansion Type ,71040 lbf / 316000 N,95993 lbf / 427000 N,,1970 rpm,,['4 3/16 in'],['Kevlar Packing Seal'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSE403BX'],['LSE403HX'],['S07'],['LSE403BXHKPS'],['013992026699'],"['5.630 in', '143 mm']","['2.4 in', '60 mm']","['12.4 in', '314 mm']","['15.4 in', '392 mm']","['18.3 in', '466 mm']","['4.7 in', '120 mm']","['5.5 in', '140 mm']","['71040 lbf', '316000 N']","['95993 lbf', '427000 N']",['1970 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,['013992086839']
LSE403BRHSKPS,4 3/16 in,Kevlar Packing Seal ,Split Cylindrical Retained Type ,71040 lbf / 316000 N,95993 lbf / 427000 N,4181.39 lbf / 18600 N,1970 rpm,,['4 3/16 in'],['Kevlar Packing Seal'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSE403BR'],['LSE403HR'],['S07'],['LSE403BRHKPS'],['013992026682'],"['5.630 in', '143 mm']","['2.4 in', '60 mm']","['12.4 in', '314 mm']","['15.4 in', '392 mm']","['18.3 in', '466 mm']","['4.7 in', '120 mm']","['5.5 in', '140 mm']","['71040 lbf', '316000 N']","['95993 lbf', '427000 N']",['1970 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['4181.39 lbf', '18600 N']",['013992086235']
LSE403BXHSRSS,4 3/16 in,Viton Single Lip ,Split Cylindrical Expansion Type ,71040 lbf / 316000 N,95993 lbf / 427000 N,,1970 rpm,,['4 3/16 in'],['Viton Single Lip'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSE403BX'],['LSE403HX'],['S07'],['LSE403BXHRSS'],['013992026699'],"['5.630 in', '143 mm']","['2.4 in', '60 mm']","['12.4 in', '314 mm']","['15.4 in', '392 mm']","['18.3 in', '466 mm']","['4.7 in', '120 mm']","['5.5 in', '140 mm']","['71040 lbf', '316000 N']","['95993 lbf', '427000 N']",['1970 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,['013992086884']
LSE403BRHSRSS,4 3/16 in,Viton Single Lip ,Split Cylindrical Retained Type ,71040 lbf / 316000 N,95993 lbf / 427000 N,4181.39 lbf / 18600 N,1970 rpm,,['4 3/16 in'],['Viton Single Lip'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSE403BR'],['LSE403HR'],['S07'],['LSE403BRHRSS'],['013992026682'],"['5.630 in', '143 mm']","['2.4 in', '60 mm']","['12.4 in', '314 mm']","['15.4 in', '392 mm']","['18.3 in', '466 mm']","['4.7 in', '120 mm']","['5.5 in', '140 mm']","['71040 lbf', '316000 N']","['95993 lbf', '427000 N']",['1970 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['4181.39 lbf', '18600 N']",['013992086280']
LSE403BXHSHTPS,4 3/16 in,High Temperature Packing ,Split Cylindrical Expansion Type ,71040 lbf / 316000 N,95993 lbf / 427000 N,,1970 rpm,,['4 3/16 in'],['High Temperature Packing'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSE403BX'],['LSE403HX'],['S07'],['LSE403BXHHTPS'],['013992026699'],"['5.630 in', '143 mm']","['2.4 in', '60 mm']","['12.4 in', '314 mm']","['15.4 in', '392 mm']","['18.3 in', '466 mm']","['4.7 in', '120 mm']","['5.5 in', '140 mm']","['71040 lbf', '316000 N']","['95993 lbf', '427000 N']",['1970 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,['013992086785']
