Part Number,Bearing Number,Shaft Size,Base to Center Height,Bolt Spacing Min,Bolt Spacing Max,C0 - Static Load,C - Dynamic Load (Basic),CAD,Engineering Group,Bearing Number,Shaft Size,Shaft Size Type,Full Timken Part Number,Locking Style,Housing Construction,UPC Code,Dimension A,Dimension B,Dimension C,Dimension D Min,Dimension D Max,Dimension E,Dimension F,Dimension G,Dimension H,Dimension J (Bolt Size),Dimension L,Dimension M,Dimension RAA,Dimension SAA,C0 - Static Load,C - Dynamic Load (Basic),e - Geometry Factor,Y1 - Geometry Factor,Y2 - Geometry Factor,Oil Lubrication - M/N Seal,Oil Lubrication - T Seal,Oil Lubrication - B/C/O Seal,Grease Lubrication - M/N Seal,Grease Lubrication - T Seal,Grease Lubrication - B/C/O Seal,Float,Shaft Tolerance,Eng Internal Radial Clearance - Min,Eng Internal Radial Clearance - Max,Pre Install Clearance Min,Pre Install Clearance Max
QAAPX18A307S,22218 ,3 7/16 in,4 in / 101.6 mm,10.81 in / 274.6 mm,12.19 in / 309.6 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,['Mounted Bearing'],['22218'],['3 7/16 in'],['Imperial'],"['QAAPX18A307SB', 'QAAPX18A307SC', 'QAAPX18A307SEB', 'QAAPX18A307SEC', 'QAAPX18A307SEM', 'QAAPX18A307SEN', 'QAAPX18A307SEO', 'QAAPX18A307SET', 'QAAPX18A307SETNG', 'QAAPX18A307SM', 'QAAPX18A307SN', 'QAAPX18A307SO', 'QAAPX18A307ST']",['Double Concentric'],['Four-Bolt Pillow Block'],"['0883450012355', '0883450012362', '0883450012379', '0883450012386', '0883450012393', '0883450012409', '0883450012416', '0883450012423', '0883450012430', '0883450012447', '0883450267663', '0883450267885', '0883450953757']","['4 in', '101.6 mm']","['7.92 in', '201.2 mm']","['5.13 in', '130.3 mm']","['10.81 in', '274.6 mm']","['12.19 in', '309.6 mm']","['3 in', '76.2 mm']","['15 in', '381 mm']","['4.75 in', '120.7 mm']","['1.5 in', '38.1 mm']","['0.75 in', '20 mm']","['4.97 in', '126.2 mm']","['2.59 in', '65.8 mm']","['0.84 in', '21.3 mm']","['5.18 in', '131.6 mm']","['87200 lbf', '388000 N']","['79700 lbf', '355000 N']",['0.23'],['2.90'],['4.31'],['1400 rpm'],['2400 rpm'],['1000 rpm'],['1400 rpm'],['2000 rpm'],['1000 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0024'],['0.0039'],"['0.0024 in', '0.060 mm']","['0.0039 in', '0.100 mm']"
QAAPF18A308S,22218 ,3 1/2 in,3.75 in / 95.3 mm,8.88 in / 225.6 mm,10.88 in / 276.4 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,['Mounted Bearing'],['22218'],['3 1/2 in'],['Imperial'],"['QAAPF18A308SB', 'QAAPF18A308SC', 'QAAPF18A308SEB', 'QAAPF18A308SEC', 'QAAPF18A308SEM', 'QAAPF18A308SEN', 'QAAPF18A308SEO', 'QAAPF18A308SET', 'QAAPF18A308SM', 'QAAPF18A308SN', 'QAAPF18A308SO', 'QAAPF18A308ST']",['Double Concentric'],['Four-Bolt Pillow Block'],"['0883450027601', '0883450027618', '0883450027632', '0883450027649', '0883450027656', '0883450027663', '0883450027670', '0883450027687', '0883450189552', '0883450189682', '0883450266895', '0883450267038']","['3.75 in', '95.3 mm']","['7.69 in', '195.3 mm']","['5.13 in', '130.3 mm']","['8.88 in', '225.6 mm']","['10.88 in', '276.4 mm']","['2 in', '50.8 mm']","['12.3 in', '312.4 mm']","['3.75 in', '95.3 mm']","['1.56 in', '39.6 mm']","['0.756 in', '20 mm']","['4.47 in', '113.5 mm']","['2.59 in', '65.8 mm']","['0.84 in', '21.3 mm']","['5.18 in', '131.6 mm']","['87200 lbf', '388000 N']","['79700 lbf', '355000 N']",['0.23'],['2.90'],['4.31'],['1400 rpm'],['2400 rpm'],['1000 rpm'],['1400 rpm'],['2000 rpm'],['1000 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0024'],['0.0039'],"['0.0024 in', '0.060 mm']","['0.0039 in', '0.100 mm']"
QAAPR18A308S,22218 ,3 1/2 in,3.75 in / 95.3 mm,9.25 in / 235 mm,11.25 in / 285.8 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,['Mounted Bearing'],['22218'],['3 1/2 in'],['Imperial'],"['QAAPR18A308SB', 'QAAPR18A308SC', 'QAAPR18A308SEB', 'QAAPR18A308SEC', 'QAAPR18A308SEM', 'QAAPR18A308SEN', 'QAAPR18A308SEO', 'QAAPR18A308SET', 'QAAPR18A308SM', 'QAAPR18A308SN', 'QAAPR18A308SO', 'QAAPR18A308ST']",['Double Concentric'],['Four-Bolt Pillow Block'],"['0883450030502', '0883450030519', '0883450030533', '0883450030540', '0883450030557', '0883450030564', '0883450030571', '0883450030588', '0883450190039', '0883450190145', '0883450267397', '0883450267502']","['3.75 in', '95.3 mm']","['7.69 in', '195.3 mm']","['5.13 in', '130.3 mm']","['9.25 in', '235 mm']","['11.25 in', '285.8 mm']","['2.38 in', '60.5 mm']","['13.63 in', '346.2 mm']","['3.75 in', '95.3 mm']","['1.56 in', '39.6 mm']","['0.75 in', '20 mm']","['4.47 in', '113.5 mm']","['2.59 in', '65.8 mm']","['0.84 in', '21.3 mm']","['5.18 in', '131.6 mm']","['87200 lbf', '388000 N']","['79700 lbf', '355000 N']",['0.23'],['2.90'],['4.31'],['1400 rpm'],['2400 rpm'],['1000 rpm'],['1400 rpm'],['2000 rpm'],['1000 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0024'],['0.0039'],"['0.0024 in', '0.060 mm']","['0.0039 in', '0.100 mm']"
QAAPX18A308S,22218 ,3 1/2 in,4 in / 101.6 mm,10.81 in / 274.6 mm,12.19 in / 309.6 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,['Mounted Bearing'],['22218'],['3 1/2 in'],['Imperial'],"['QAAPX18A308SB', 'QAAPX18A308SC', 'QAAPX18A308SEB', 'QAAPX18A308SEC', 'QAAPX18A308SEM', 'QAAPX18A308SEN', 'QAAPX18A308SEO', 'QAAPX18A308SET', 'QAAPX18A308SM', 'QAAPX18A308SN', 'QAAPX18A308SO', 'QAAPX18A308ST']",['Double Concentric'],['Four-Bolt Pillow Block'],"['0883450012454', '0883450012461', '0883450012478', '0883450012607', '0883450012737', '0883450012744', '0883450012751', '0883450012768', '0883450012775', '0883450012782', '0883450267670', '0883450267892']","['4 in', '101.6 mm']","['7.92 in', '201.2 mm']","['5.13 in', '130.3 mm']","['10.81 in', '274.6 mm']","['12.19 in', '309.6 mm']","['3 in', '76.2 mm']","['15 in', '381 mm']","['4.75 in', '120.7 mm']","['1.5 in', '38.1 mm']","['0.75 in', '20 mm']","['4.97 in', '126.2 mm']","['2.59 in', '65.8 mm']","['0.84 in', '21.3 mm']","['5.18 in', '131.6 mm']","['87200 lbf', '388000 N']","['79700 lbf', '355000 N']",['0.23'],['2.90'],['4.31'],['1400 rpm'],['2400 rpm'],['1000 rpm'],['1400 rpm'],['2000 rpm'],['1000 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0024'],['0.0039'],"['0.0024 in', '0.060 mm']","['0.0039 in', '0.100 mm']"
QAAPR20A311S,22220 ,3 11/16 in,4.25 in / 108 mm,10.88 in / 276.4 mm,13.38 in / 339.9 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,['Mounted Bearing'],['22220'],['3 11/16 in'],['Imperial'],,['Double Concentric'],['Four-Bolt Pillow Block'],,"['4.25 in', '108 mm']","['8.78 in', '223 mm']","['6 in', '152.4 mm']","['10.88 in', '276.4 mm']","['13.38 in', '339.9 mm']","['2-1/4 in', '57.2 mm']","['14.88 in', '378 mm']","['4.31 in', '109.5 mm']","['1.4 in', '35.6 mm']","['0.75 in', '20 mm']","['5.13 in', '130.3 mm']","['2.97 in', '75.4 mm']","['0.99 in', '25.1 mm']","['5.94 in', '150.82 mm']","['113000 lbf', '502000 N']","['97700 lbf', '435000 N']",['0.24'],['2.85'],['4.24'],['1200 rpm'],['2000 rpm'],['900 rpm'],['1200 rpm'],['1600 rpm'],['900 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0030'],['0.0047'],"['0.0030 in', '0.075 mm']","['0.0047 in', '0.120 mm']"
QAAPR20A312S,22220 ,3 3/4 in,4.25 in / 108 mm,10.88 in / 276.4 mm,13.38 in / 339.9 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,['Mounted Bearing'],['22220'],['3 3/4 in'],['Imperial'],,['Double Concentric'],['Four-Bolt Pillow Block'],,"['4.25 in', '108 mm']","['8.78 in', '223 mm']","['6 in', '152.4 mm']","['10.88 in', '276.4 mm']","['13.38 in', '339.9 mm']","['2-1/4 in', '57.2 mm']","['14.88 in', '378 mm']","['4.31 in', '109.5 mm']","['1.4 in', '35.6 mm']","['0.75 in', '20 mm']","['5.13 in', '130.3 mm']","['2.97 in', '75.4 mm']","['0.99 in', '25.1 mm']","['5.94 in', '150.82 mm']","['113000 lbf', '502000 N']","['97700 lbf', '435000 N']",['0.24'],['2.85'],['4.24'],['1200 rpm'],['2000 rpm'],['900 rpm'],['1200 rpm'],['1600 rpm'],['900 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0030'],['0.0047'],"['0.0030 in', '0.075 mm']","['0.0047 in', '0.120 mm']"
QAAPF20A315S,22220 ,3 15/16 in,4.25 in / 108 mm,10.88 in / 276.4 mm,13.38 in / 339.9 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,['Mounted Bearing'],['22220'],['3 15/16 in'],['Imperial'],"['QAAPF20A315SB', 'QAAPF20A315SC', 'QAAPF20A315SEB', 'QAAPF20A315SEC', 'QAAPF20A315SEM', 'QAAPF20A315SEN', 'QAAPF20A315SEO', 'QAAPF20A315SET', 'QAAPF20A315SETHT', 'QAAPF20A315SM', 'QAAPF20A315SN', 'QAAPF20A315SO', 'QAAPF20A315ST']",['Double Concentric'],['Four-Bolt Pillow Block'],"['0883450027700', '0883450027717', '0883450027731', '0883450027748', '0883450027755', '0883450027762', '0883450027779', '0883450027786', '0883450189576', '0883450189705', '0883450266918', '0883450267052', '0883450494519']","['4.25 in', '108 mm']","['8.78 in', '223 mm']","['6 in', '152.4 mm']","['10.88 in', '276.4 mm']","['13.38 in', '339.9 mm']","['2-1/4 in', '57.2 mm']","['14.88 in', '378 mm']","['4.31 in', '109.5 mm']","['1.4 in', '35.6 mm']","['0.758 in', '20 mm']","['5.13 in', '130.3 mm']","['2.97 in', '75.4 mm']","['0.99 in', '25.1 mm']","['5.94 in', '150.9 mm']","['113000 lbf', '502000 N']","['97700 lbf', '435000 N']",['0.24'],['2.85'],['4.24'],['1200 rpm'],['2000 rpm'],['900 rpm'],['1200 rpm'],['1600 rpm'],['900 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0030'],['0.0047'],"['0.0030 in', '0.075 mm']","['0.0047 in', '0.120 mm']"
QAAPX20A315S,22220 ,3 15/16 in,5 in / 127 mm,12.5 in / 317.5 mm,14 in / 355.6 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,['Mounted Bearing'],['22220'],['3 15/16 in'],['Imperial'],"['QAAPX20A315SB', 'QAAPX20A315SC', 'QAAPX20A315SEB', 'QAAPX20A315SEC', 'QAAPX20A315SEM', 'QAAPX20A315SEN', 'QAAPX20A315SEO', 'QAAPX20A315SET', 'QAAPX20A315SM', 'QAAPX20A315SN', 'QAAPX20A315SO', 'QAAPX20A315ST']",['Double Concentric'],['Four-Bolt Pillow Block'],"['0883450013710', '0883450013734', '0883450013789', '0883450013796', '0883450013802', '0883450013819', '0883450013826', '0883450013840', '0883450013895', '0883450013901', '0883450267717', '0883450267939']","['5 in', '127 mm']","['9.44 in', '239.8 mm']","['6 in', '152.4 mm']","['12.5 in', '317.5 mm']","['14 in', '355.6 mm']","['3.5 in', '88.9 mm']","['16.75 in', '425.5 mm']","['5.5 in', '139.7 mm']","['1.63 in', '41.4 mm']","['0.875 in', '24 mm']","['5.71 in', '145 mm']","['2.96 in', '75.2 mm']","['1 in', '25.4 mm']","['5.92 in', '150.4 mm']","['113000 lbf', '502000 N']","['97700 lbf', '435000 N']",['0.24'],['2.85'],['4.24'],['1200 rpm'],['2000 rpm'],['900 rpm'],['1200 rpm'],['1600 rpm'],['900 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0030'],['0.0047'],"['0.0030 in', '0.075 mm']","['0.0047 in', '0.120 mm']"
QAAPR20A315S,22220 ,3 15/16 in,4.25 in / 108 mm,10.88 in / 276.4 mm,13.38 in / 339.9 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,['Mounted Bearing'],['22220'],['3 15/16 in'],['Imperial'],,['Double Concentric'],['Four-Bolt Pillow Block'],,"['4.25 in', '108 mm']","['8.78 in', '223 mm']","['6 in', '152.4 mm']","['10.88 in', '276.4 mm']","['13.38 in', '339.9 mm']","['2-1/4 in', '57.2 mm']","['14.88 in', '378 mm']","['4.31 in', '109.5 mm']","['1.4 in', '35.6 mm']","['0.75 in', '20 mm']","['5.13 in', '130.3 mm']","['2.97 in', '75.4 mm']","['0.99 in', '25.1 mm']","['5.94 in', '150.82 mm']","['113000 lbf', '502000 N']","['97700 lbf', '435000 N']",['0.24'],['2.85'],['4.24'],['1200 rpm'],['2000 rpm'],['900 rpm'],['1200 rpm'],['1600 rpm'],['900 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0030'],['0.0047'],"['0.0030 in', '0.075 mm']","['0.0047 in', '0.120 mm']"
QAAPF20A400S,22220 ,4 in,4.25 in / 108 mm,10.88 in / 276.4 mm,13.38 in / 339.9 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,['Mounted Bearing'],['22220'],['4 in'],['Imperial'],"['QAAPF20A400SB', 'QAAPF20A400SC', 'QAAPF20A400SEB', 'QAAPF20A400SEC', 'QAAPF20A400SEM', 'QAAPF20A400SEN', 'QAAPF20A400SEO', 'QAAPF20A400SET', 'QAAPF20A400SM', 'QAAPF20A400SN', 'QAAPF20A400SO', 'QAAPF20A400ST']",['Double Concentric'],['Four-Bolt Pillow Block'],"['0883450027809', '0883450027816', '0883450027830', '0883450027847', '0883450027854', '0883450027861', '0883450027878', '0883450027885', '0883450189583', '0883450189712', '0883450266925', '0883450267069']","['4.25 in', '108 mm']","['8.78 in', '223 mm']","['6 in', '152.4 mm']","['10.88 in', '276.4 mm']","['13.38 in', '339.9 mm']","['2-1/4 in', '57.2 mm']","['14.88 in', '378 mm']","['4.31 in', '109.5 mm']","['1.4 in', '35.6 mm']","['0.759 in', '20 mm']","['5.13 in', '130.3 mm']","['2.97 in', '75.4 mm']","['0.99 in', '25.1 mm']","['5.94 in', '150.9 mm']","['113000 lbf', '502000 N']","['97700 lbf', '435000 N']",['0.24'],['2.85'],['4.24'],['1200 rpm'],['2000 rpm'],['900 rpm'],['1200 rpm'],['1600 rpm'],['900 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0030'],['0.0047'],"['0.0030 in', '0.075 mm']","['0.0047 in', '0.120 mm']"
QAAPX20A400S,22220 ,4 in,5 in / 127 mm,12.5 in / 317.5 mm,14 in / 355.6 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,['Mounted Bearing'],['22220'],['4 in'],['Imperial'],"['QAAPX20A400SB', 'QAAPX20A400SC', 'QAAPX20A400SEB', 'QAAPX20A400SEC', 'QAAPX20A400SEM', 'QAAPX20A400SEN', 'QAAPX20A400SEO', 'QAAPX20A400SET', 'QAAPX20A400SM', 'QAAPX20A400SN', 'QAAPX20A400SO', 'QAAPX20A400ST']",['Double Concentric'],['Four-Bolt Pillow Block'],"['0883450013918', '0883450013925', '0883450013932', '0883450013956', '0883450014007', '0883450014014', '0883450014021', '0883450014038', '0883450014045', '0883450014069', '0883450267724', '0883450267946']","['5 in', '127 mm']","['9.44 in', '239.8 mm']","['6 in', '152.4 mm']","['12.5 in', '317.5 mm']","['14 in', '355.6 mm']","['3.5 in', '88.9 mm']","['16.75 in', '425.5 mm']","['5.5 in', '139.7 mm']","['1.63 in', '41.4 mm']","['0.875 in', '24 mm']","['5.71 in', '145 mm']","['2.96 in', '75.2 mm']","['1 in', '25.4 mm']","['5.92 in', '150.4 mm']","['113000 lbf', '502000 N']","['97700 lbf', '435000 N']",['0.24'],['2.85'],['4.24'],['1200 rpm'],['2000 rpm'],['900 rpm'],['1200 rpm'],['1600 rpm'],['900 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0030'],['0.0047'],"['0.0030 in', '0.075 mm']","['0.0047 in', '0.120 mm']"
QAAPR20A400S,22220 ,4 in,4.25 in / 108 mm,10.88 in / 276.4 mm,13.38 in / 339.9 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,['Mounted Bearing'],['22220'],['4 in'],['Imperial'],,['Double Concentric'],['Four-Bolt Pillow Block'],,"['4.25 in', '108 mm']","['8.78 in', '223 mm']","['6 in', '152.4 mm']","['10.88 in', '276.4 mm']","['13.38 in', '339.9 mm']","['2-1/4 in', '57.2 mm']","['14.88 in', '378 mm']","['4.31 in', '109.5 mm']","['1.4 in', '35.6 mm']","['0.75 in', '20 mm']","['5.13 in', '130.3 mm']","['2.97 in', '75.4 mm']","['0.99 in', '25.1 mm']","['5.94 in', '150.82 mm']","['113000 lbf', '502000 N']","['97700 lbf', '435000 N']",['0.24'],['2.85'],['4.24'],['1200 rpm'],['2000 rpm'],['900 rpm'],['1200 rpm'],['1600 rpm'],['900 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0030'],['0.0047'],"['0.0030 in', '0.075 mm']","['0.0047 in', '0.120 mm']"
QAAPF22A407S,22222 ,4 7/16 in,4.75 in / 120.7 mm,11.88 in / 301.8 mm,14.5 in / 368.3 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,['Mounted Bearing'],['22222'],['4 7/16 in'],['Imperial'],"['QAAPF22A407SB', 'QAAPF22A407SC', 'QAAPF22A407SEB', 'QAAPF22A407SEC', 'QAAPF22A407SEM', 'QAAPF22A407SEN', 'QAAPF22A407SEO', 'QAAPF22A407SET', 'QAAPF22A407SETNG', 'QAAPF22A407SM', 'QAAPF22A407SMNP', 'QAAPF22A407SN', 'QAAPF22A407SO', 'QAAPF22A407ST', 'QAAPF22A407STNG']",['Double Concentric'],['Four-Bolt Pillow Block'],"['0883450027908', '0883450027915', '0883450027939', '0883450027946', '0883450027953', '0883450027960', '0883450027977', '0883450027984', '0883450189590', '0883450189729', '0883450266932', '0883450267076', '0883450500050', '0883450500067', '0883450963695']","['4.75 in', '120.7 mm']","['9.19 in', '233.4 mm']","['6.3 in', '160 mm']","['11.88 in', '301.8 mm']","['14.5 in', '368.3 mm']","['2-1/2 in', '63.5 mm']","['16.13 in', '409.7 mm']","['4.75 in', '120.7 mm']","['1.58 in', '40.1 mm']","['0.761 in', '20 mm']","['5.51 in', '140 mm']","['3.13 in', '79.5 mm']","['1.13 in', '28.7 mm']","['6.25 in', '158.8 mm']","['147000 lbf', '653000 N']","['125000 lbf', '555000 N']",['0.25'],['2.73'],['4.06'],['900 rpm'],['1700 rpm'],['600 rpm'],['900 rpm'],['1200 rpm'],['600 rpm'],"['0.083 in', '2.108 mm']","['0.0050 in', '0.127 mm']",['0.0030'],['0.0047'],"['0.0030 in', '0.075 mm']","['0.0047 in', '0.120 mm']"
QAAPX22A407S,22222 ,4 7/16 in,5-3/4 in / 146.1 mm,13.94 in / 354.1 mm,15.56 in / 395.2 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,['Mounted Bearing'],['22222'],['4 7/16 in'],['Imperial'],"['QAAPX22A407SB', 'QAAPX22A407SC', 'QAAPX22A407SEB', 'QAAPX22A407SEC', 'QAAPX22A407SEM', 'QAAPX22A407SEN', 'QAAPX22A407SEO', 'QAAPX22A407SET', 'QAAPX22A407SM', 'QAAPX22A407SN', 'QAAPX22A407SO', 'QAAPX22A407ST', 'QAAPX22A407STNG']",['Double Concentric'],['Four-Bolt Pillow Block'],"['0883450032803', '0883450032810', '0883450032834', '0883450032841', '0883450032858', '0883450032865', '0883450032872', '0883450032889', '0883450190381', '0883450190602', '0883450267748', '0883450267960', '0883450432955']","['5-3/4 in', '146.1 mm']","['10.78 in', '273.8 mm']","['6.29 in', '159.8 mm']","['13.94 in', '354.1 mm']","['15.56 in', '395.2 mm']","['4 in', '101.6 mm']","['18.5 in', '469.9 mm']","['6-1/4 in', '158.8 mm']","['1.8 in', '45.7 mm']","['1 in', '24 mm']","['6.25 in', '158.8 mm']","['3.13 in', '79.5 mm']","['1.13 in', '28.7 mm']","['6.25 in', '158.8 mm']","['147000 lbf', '653000 N']","['125000 lbf', '555000 N']",['0.25'],['2.73'],['4.06'],['900 rpm'],['1700 rpm'],['600 rpm'],['900 rpm'],['1200 rpm'],['600 rpm'],"['0.083 in', '2.108 mm']","['0.0050 in', '0.127 mm']",['0.0030'],['0.0047'],"['0.0030 in', '0.075 mm']","['0.0047 in', '0.120 mm']"
QAAPR22A407S,22222 ,4 7/16 in,4.75 in / 120.7 mm,11.88 in / 301.8 mm,14.5 in / 368.3 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,['Mounted Bearing'],['22222'],['4 7/16 in'],['Imperial'],,['Double Concentric'],['Four-Bolt Pillow Block'],,"['4.75 in', '120.7 mm']","['9.19 in', '233.4 mm']","['6.13 in', '155.6 mm']","['11.88 in', '301.8 mm']","['14.5 in', '368.3 mm']","['2-1/2 in', '63.5 mm']","['16.13 in', '409.7 mm']","['4.75 in', '120.7 mm']","['1.58 in', '40.1 mm']","['0.75 in', '20 mm']","['5.5 in', '139.7 mm']","['3.13 in', '79.4 mm']","['1.13 in', '28.6 mm']","['6.25 in', '158.75 mm']","['147000 lbf', '653000 N']","['125000 lbf', '555000 N']",['0.25'],['2.73'],['4.06'],['900 rpm'],['1700 rpm'],['600 rpm'],['900 rpm'],['1200 rpm'],['600 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0053'],['0.0067'],"['0.0053 in', '0.135 mm']","['0.0067 in', '0.170 mm']"
QAAPF22A408S,22222 ,4 1/2 in,4.75 in / 120.7 mm,11.88 in / 301.8 mm,14.5 in / 368.3 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,['Mounted Bearing'],['22222'],['4 1/2 in'],['Imperial'],"['QAAPF22A408SB', 'QAAPF22A408SC', 'QAAPF22A408SEB', 'QAAPF22A408SEC', 'QAAPF22A408SEM', 'QAAPF22A408SEN', 'QAAPF22A408SEO', 'QAAPF22A408SET', 'QAAPF22A408SM', 'QAAPF22A408SN', 'QAAPF22A408SO', 'QAAPF22A408ST', 'QAAPF22A408STHT']",['Double Concentric'],['Four-Bolt Pillow Block'],"['0883450299527', '0883450299534', '0883450299541', '0883450299558', '0883450299565', '0883450299572', '0883450299589', '0883450299596', '0883450299602', '0883450299619', '0883450299626', '0883450299633', '0883450956048']","['4.75 in', '120.7 mm']","['9.19 in', '233.4 mm']","['6.3 in', '160 mm']","['11.88 in', '301.8 mm']","['14.5 in', '368.3 mm']","['2-1/2 in', '63.5 mm']","['16.13 in', '409.7 mm']","['4.75 in', '120.7 mm']","['1.58 in', '40.1 mm']","['0.762 in', '20 mm']","['5.51 in', '140 mm']","['3.13 in', '79.5 mm']","['1.13 in', '28.7 mm']","['6.25 in', '158.8 mm']","['147000 lbf', '653000 N']","['125000 lbf', '555000 N']",['0.25'],['2.73'],['4.06'],['900 rpm'],['1700 rpm'],['600 rpm'],['900 rpm'],['1200 rpm'],['600 rpm'],"['0.083 in', '2.108 mm']","['0.0050 in', '0.127 mm']",['0.0030'],['0.0047'],"['0.0030 in', '0.075 mm']","['0.0047 in', '0.120 mm']"
QAAPX22A408S,22222 ,4 1/2 in,5-3/4 in / 146.1 mm,13.94 in / 354.1 mm,15.56 in / 395.2 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,['Mounted Bearing'],['22222'],['4 1/2 in'],['Imperial'],"['QAAPX22A408SB', 'QAAPX22A408SC', 'QAAPX22A408SEB', 'QAAPX22A408SEC', 'QAAPX22A408SEM', 'QAAPX22A408SEN', 'QAAPX22A408SEO', 'QAAPX22A408SET', 'QAAPX22A408SM', 'QAAPX22A408SN', 'QAAPX22A408SO', 'QAAPX22A408ST']",['Double Concentric'],['Four-Bolt Pillow Block'],"['0883450304184', '0883450304191', '0883450304207', '0883450304214', '0883450304221', '0883450304238', '0883450304245', '0883450304252', '0883450304269', '0883450304276', '0883450304283', '0883450304290']","['5-3/4 in', '146.1 mm']","['10.78 in', '273.8 mm']","['6.29 in', '159.8 mm']","['13.94 in', '354.1 mm']","['15.56 in', '395.2 mm']","['4 in', '101.6 mm']","['18.5 in', '469.9 mm']","['6-1/4 in', '158.8 mm']","['1.8 in', '45.7 mm']","['1 in', '24 mm']","['6.25 in', '158.8 mm']","['3.13 in', '79.5 mm']","['1.13 in', '28.7 mm']","['6.25 in', '158.8 mm']","['147000 lbf', '653000 N']","['125000 lbf', '555000 N']",['0.25'],['2.73'],['4.06'],['900 rpm'],['1700 rpm'],['600 rpm'],['900 rpm'],['1200 rpm'],['600 rpm'],"['0.083 in', '2.108 mm']","['0.0050 in', '0.127 mm']",['0.0030'],['0.0047'],"['0.0030 in', '0.075 mm']","['0.0047 in', '0.120 mm']"
QAAPR22A408S,22222 ,4 1/2 in,4.75 in / 120.7 mm,11.88 in / 301.8 mm,14.5 in / 368.3 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,['Mounted Bearing'],['22222'],['4 1/2 in'],['Imperial'],,['Double Concentric'],['Four-Bolt Pillow Block'],,"['4.75 in', '120.7 mm']","['9.19 in', '233.4 mm']","['6.13 in', '155.6 mm']","['11.88 in', '301.8 mm']","['14.5 in', '368.3 mm']","['2-1/2 in', '63.5 mm']","['16.13 in', '409.7 mm']","['4.75 in', '120.7 mm']","['1.58 in', '40.1 mm']","['0.75 in', '20 mm']","['5.5 in', '139.7 mm']","['3.13 in', '79.4 mm']","['1.13 in', '28.6 mm']","['6.25 in', '158.75 mm']","['147000 lbf', '653000 N']","['125000 lbf', '555000 N']",['0.25'],['2.73'],['4.06'],['900 rpm'],['1700 rpm'],['600 rpm'],['900 rpm'],['1200 rpm'],['600 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0053'],['0.0067'],"['0.0053 in', '0.135 mm']","['0.0067 in', '0.170 mm']"
