Part Number,Bearing Number,Shaft Size,Base to Center Height,Bolt Spacing Min,Bolt Spacing Max,C0 - Static Load,C - Dynamic Load (Basic),CAD,Engineering Group,Bearing Number,Shaft Size,Shaft Size Type,Full Timken Part Number,Locking Style,Housing Construction,UPC Code,Dimension A,Dimension B,Dimension C,Dimension D Min,Dimension D Max,Dimension F,Dimension G,Dimension H,Dimension J (Bolt Size),Dimension L,Dimension M,Dimension RAA,Dimension SAA,C0 - Static Load,C - Dynamic Load (Basic),e - Geometry Factor,Y1 - Geometry Factor,Y2 - Geometry Factor,Oil Lubrication - M/N Seal,Oil Lubrication - T Seal,Oil Lubrication - B/C/O Seal,Grease Lubrication - M/N Seal,Grease Lubrication - T Seal,Grease Lubrication - B/C/O Seal,Float,Shaft Tolerance,Eng Internal Radial Clearance - Min,Eng Internal Radial Clearance - Max,Pre Install Clearance Min,Pre Install Clearance Max
QAASN20A315S,22220 ,3 15/16 in,4.92 in / 125 mm,12.56 in / 319 mm,14.41 in / 366 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,['Mounted Bearing'],['22220'],['3 15/16 in'],['Imperial'],"['QAASN20A315SB', 'QAASN20A315SC', 'QAASN20A315SEB', 'QAASN20A315SEC', 'QAASN20A315SEM', 'QAASN20A315SEN', 'QAASN20A315SEO', 'QAASN20A315SET', 'QAASN20A315SM', 'QAASN20A315SN', 'QAASN20A315SO', 'QAASN20A315ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450351508', '0883450351515', '0883450351522', '0883450351539', '0883450351546', '0883450351553', '0883450351560', '0883450351577', '0883450351584', '0883450351591', '0883450351607', '0883450351614']","['4.92 in', '125 mm']","['9.49 in', '241 mm']","['5.98 in', '152 mm']","['12.56 in', '319 mm']","['14.41 in', '366 mm']","['16.14 in', '410 mm']","['3.98 in', '101 mm']","['1.97 in', '50 mm']","['0.875 in', '24 mm']","['4.96 in', '126 mm']","['2.97 in', '75.4 mm']","['0.98 in', '25 mm']","['5.91 in', '150 mm']","['113000 lbf', '502000 N']","['97700 lbf', '435000 N']",['0.24'],['2.85'],['4.24'],['1200 rpm'],['2000 rpm'],['900 rpm'],['1200 rpm'],['1600 rpm'],['900 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0030'],['0.0047'],"['0.0030 in', '0.075 mm']","['0.0047 in', '0.120 mm']"
QAAP20A400S,22220 ,4 in,4.13 in / 104.9 mm,10.04 in / 255 mm,12.6 in / 320 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,['Mounted Bearing'],['22220'],['4 in'],['Imperial'],"['QAAP20A400SB', 'QAAP20A400SC', 'QAAP20A400SEB', 'QAAP20A400SEC', 'QAAP20A400SEM', 'QAAP20A400SEN', 'QAAP20A400SEO', 'QAAP20A400SET', 'QAAP20A400SM', 'QAAP20A400SN', 'QAAP20A400SO', 'QAAP20A400ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450026703', '0883450026710', '0883450026734', '0883450026741', '0883450026758', '0883450026765', '0883450026772', '0883450026789', '0883450188296', '0883450188456', '0883450265799', '0883450265959']","['4.13 in', '104.9 mm']","['8.26 in', '209.8 mm']","['6 in', '152.4 mm']","['10.04 in', '255 mm']","['12.6 in', '320 mm']","['14.25 in', '362 mm']","['3.73 in', '94.7 mm']","['2 in', '50.8 mm']","['1 in', '24 mm']","['4.84 in', '122.9 mm']","['2.97 in', '75.4 mm']","['1.11 in', '28.2 mm']","['5.94 in', '150.9 mm']","['113000 lbf', '502000 N']","['97700 lbf', '435000 N']",['0.24'],['2.85'],['4.24'],['1200 rpm'],['2000 rpm'],['900 rpm'],['1200 rpm'],['1600 rpm'],['900 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0030'],['0.0047'],"['0.0030 in', '0.075 mm']","['0.0047 in', '0.120 mm']"
QAAPL20A400S,22220 ,4 in,4.25 in / 108 mm,10.04 in / 255 mm,12.6 in / 320 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,['Mounted Bearing'],['22220'],['4 in'],['Imperial'],"['QAAPL20A400SB', 'QAAPL20A400SC', 'QAAPL20A400SEB', 'QAAPL20A400SEC', 'QAAPL20A400SEM', 'QAAPL20A400SEN', 'QAAPL20A400SEO', 'QAAPL20A400SET', 'QAAPL20A400SM', 'QAAPL20A400SN', 'QAAPL20A400SO', 'QAAPL20A400ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450029605', '0883450029612', '0883450029636', '0883450029643', '0883450029650', '0883450029667', '0883450029674', '0883450029681', '0883450188937', '0883450189095', '0883450266437', '0883450266598']","['4.25 in', '108 mm']","['8.38 in', '212.9 mm']","['6 in', '152.4 mm']","['10.04 in', '255 mm']","['12.6 in', '320 mm']","['14.25 in', '362 mm']","['3.73 in', '94.7 mm']","['2.13 in', '54.1 mm']","['1 in', '24 mm']","['4.84 in', '122.9 mm']","['2.97 in', '75.4 mm']","['1.11 in', '28.2 mm']","['5.94 in', '150.9 mm']","['113000 lbf', '502000 N']","['97700 lbf', '435000 N']",['0.24'],['2.85'],['4.24'],['1200 rpm'],['2000 rpm'],['900 rpm'],['1200 rpm'],['1600 rpm'],['900 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0030'],['0.0047'],"['0.0030 in', '0.075 mm']","['0.0047 in', '0.120 mm']"
QAASN20A400S,22220 ,4 in,4.92 in / 125 mm,12.56 in / 319 mm,14.41 in / 366 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,['Mounted Bearing'],['22220'],['4 in'],['Imperial'],"['QAASN20A400SB', 'QAASN20A400SC', 'QAASN20A400SEB', 'QAASN20A400SEC', 'QAASN20A400SEM', 'QAASN20A400SEN', 'QAASN20A400SEO', 'QAASN20A400SET', 'QAASN20A400SM', 'QAASN20A400SN', 'QAASN20A400SO', 'QAASN20A400ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450351621', '0883450351638', '0883450351645', '0883450351652', '0883450351669', '0883450351676', '0883450351683', '0883450351690', '0883450351706', '0883450351713', '0883450351720', '0883450351737']","['4.92 in', '125 mm']","['9.49 in', '241 mm']","['5.98 in', '152 mm']","['12.56 in', '319 mm']","['14.41 in', '366 mm']","['16.14 in', '410 mm']","['3.98 in', '101 mm']","['1.97 in', '50 mm']","['0.875 in', '24 mm']","['4.96 in', '126 mm']","['2.97 in', '75.4 mm']","['0.98 in', '25 mm']","['5.91 in', '150 mm']","['113000 lbf', '502000 N']","['97700 lbf', '435000 N']",['0.24'],['2.85'],['4.24'],['1200 rpm'],['2000 rpm'],['900 rpm'],['1200 rpm'],['1600 rpm'],['900 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0030'],['0.0047'],"['0.0030 in', '0.075 mm']","['0.0047 in', '0.120 mm']"
QAASN22A407S,22222 ,4 7/16 in,5.91 in / 150 mm,14.45 in / 367 mm,15.75 in / 400 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,['Mounted Bearing'],['22222'],['4 7/16 in'],['Imperial'],"['QAASN22A407SB', 'QAASN22A407SC', 'QAASN22A407SEB', 'QAASN22A407SEC', 'QAASN22A407SEM', 'QAASN22A407SEN', 'QAASN22A407SEO', 'QAASN22A407SET', 'QAASN22A407SM', 'QAASN22A407SN', 'QAASN22A407SO', 'QAASN22A407ST', 'QAASN22A407STNG']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450352031', '0883450352048', '0883450352055', '0883450352062', '0883450352079', '0883450352086', '0883450352093', '0883450352109', '0883450352116', '0883450352123', '0883450352130', '0883450352147', '0883450493253']","['5.91 in', '150 mm']","['10.43 in', '265 mm']","['6.3 in', '160 mm']","['14.45 in', '367 mm']","['15.75 in', '400 mm']","['17.52 in', '445 mm']","['4.13 in', '105 mm']","['1.93 in', '49 mm']","['0.875 in', '24 mm']","['5.24 in', '133 mm']","['3.15 in', '80 mm']","['1.1 in', '28 mm']","['6.3 in', '160 mm']","['147000 lbf', '653000 N']","['125000 lbf', '555000 N']",['0.25'],['2.73'],['4.06'],['900 rpm'],['1700 rpm'],['600 rpm'],['900 rpm'],['1200 rpm'],['600 rpm'],"['0.083 in', '2.108 mm']","['0.0050 in', '0.127 mm']",['0.0030'],['0.0047'],"['0.0030 in', '0.075 mm']","['0.0047 in', '0.120 mm']"
QAASN22A408S,22222 ,4 1/2 in,5.91 in / 150 mm,14.45 in / 367 mm,15.75 in / 400 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,['Mounted Bearing'],['22222'],['4 1/2 in'],['Imperial'],"['QAASN22A408SB', 'QAASN22A408SC', 'QAASN22A408SEB', 'QAASN22A408SEC', 'QAASN22A408SEM', 'QAASN22A408SEN', 'QAASN22A408SEO', 'QAASN22A408SET', 'QAASN22A408SM', 'QAASN22A408SN', 'QAASN22A408SO', 'QAASN22A408ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450352154', '0883450352161', '0883450352178', '0883450352185', '0883450352192', '0883450352208', '0883450352215', '0883450352222', '0883450352239', '0883450352246', '0883450352253', '0883450352260']","['5.91 in', '150 mm']","['10.43 in', '265 mm']","['6.3 in', '160 mm']","['14.45 in', '367 mm']","['15.75 in', '400 mm']","['17.52 in', '445 mm']","['4.13 in', '105 mm']","['1.93 in', '49 mm']","['0.875 in', '24 mm']","['5.24 in', '133 mm']","['3.15 in', '80 mm']","['1.1 in', '28 mm']","['6.3 in', '160 mm']","['147000 lbf', '653000 N']","['125000 lbf', '555000 N']",['0.25'],['2.73'],['4.06'],['900 rpm'],['1700 rpm'],['600 rpm'],['900 rpm'],['1200 rpm'],['600 rpm'],"['0.083 in', '2.108 mm']","['0.0050 in', '0.127 mm']",['0.0030'],['0.0047'],"['0.0030 in', '0.075 mm']","['0.0047 in', '0.120 mm']"
QAASN26A415S,22226 ,4 15/16 in,5.91 in / 150 mm,15.83 in / 402 mm,17.13 in / 435 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,['Mounted Bearing'],['22226'],['4 15/16 in'],['Imperial'],"['QAASN26A415SB', 'QAASN26A415SC', 'QAASN26A415SEB', 'QAASN26A415SEC', 'QAASN26A415SEM', 'QAASN26A415SEN', 'QAASN26A415SEO', 'QAASN26A415SET', 'QAASN26A415SM', 'QAASN26A415SN', 'QAASN26A415SO', 'QAASN26A415ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450352529', '0883450352536', '0883450352543', '0883450352550', '0883450352567', '0883450352574', '0883450352581', '0883450352598', '0883450352604', '0883450352611', '0883450352628', '0883450352635']","['5.91 in', '150 mm']","['11.1 in', '282 mm']","['6.89 in', '175 mm']","['15.83 in', '402 mm']","['17.13 in', '435 mm']","['19.69 in', '500 mm']","['4.45 in', '113 mm']","['1.93 in', '49 mm']","['1.25 in', '30 mm']","['5.94 in', '151 mm']","['3.7 in', '94 mm']","['1.5 in', '38 mm']","['7.4 in', '188 mm']","['212000 lbf', '945000 N']","['170000 lbf', '757000 N']",['0.26'],['2.62'],['3.9'],['700 rpm'],['1500 rpm'],['400 rpm'],['700 rpm'],['1000 rpm'],['400 rpm'],"['0.083 in', '2.108 mm']","['0.0050 in', '0.127 mm']",['0.0037'],['0.0057'],"['0.0037 in', '0.095 mm']","['0.0057 in', '0.145 mm']"
QAASN26A500S,22226 ,5 in,5.91 in / 150 mm,15.83 in / 402 mm,17.13 in / 435 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,['Mounted Bearing'],['22226'],['5 in'],['Imperial'],"['QAASN26A500SB', 'QAASN26A500SC', 'QAASN26A500SEB', 'QAASN26A500SEC', 'QAASN26A500SEM', 'QAASN26A500SEN', 'QAASN26A500SEO', 'QAASN26A500SET', 'QAASN26A500SM', 'QAASN26A500SN', 'QAASN26A500SO', 'QAASN26A500ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450352642', '0883450352659', '0883450352666', '0883450352673', '0883450352680', '0883450352697', '0883450352703', '0883450352710', '0883450352727', '0883450352734', '0883450352741', '0883450352758']","['5.91 in', '150 mm']","['11.1 in', '282 mm']","['6.89 in', '175 mm']","['15.83 in', '402 mm']","['17.13 in', '435 mm']","['19.69 in', '500 mm']","['4.45 in', '113 mm']","['1.93 in', '49 mm']","['1.25 in', '30 mm']","['5.94 in', '151 mm']","['3.7 in', '94 mm']","['1.5 in', '38 mm']","['7.4 in', '188 mm']","['212000 lbf', '945000 N']","['170000 lbf', '757000 N']",['0.26'],['2.62'],['3.9'],['700 rpm'],['1500 rpm'],['400 rpm'],['700 rpm'],['1000 rpm'],['400 rpm'],"['0.083 in', '2.108 mm']","['0.0050 in', '0.127 mm']",['0.0037'],['0.0057'],"['0.0037 in', '0.095 mm']","['0.0057 in', '0.145 mm']"
QAAP10A050S,22210 ,50 mm,2.25 in / 57.2 mm,6 in / 152.4 mm,7.13 in / 181.1 mm,26600 lbf / 118000 N,26300 lbf / 117000 N,,['Mounted Bearing'],['22210'],['50 mm'],['Metric'],"['QAAP10A050SB', 'QAAP10A050SC', 'QAAP10A050SEB', 'QAAP10A050SEC', 'QAAP10A050SEM', 'QAAP10A050SEN', 'QAAP10A050SEO', 'QAAP10A050SET', 'QAAP10A050SM', 'QAAP10A050SN', 'QAAP10A050SO', 'QAAP10A050ST', 'QAAP10A050STFG']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450025201', '0883450025218', '0883450025232', '0883450025249', '0883450025256', '0883450025263', '0883450025270', '0883450025287', '0883450188166', '0883450188326', '0883450265669', '0883450265829', '0883450458528']","['2.25 in', '57.2 mm']","['4.81 in', '122.2 mm']","['2.88 in', '73.2 mm']","['6 in', '152.4 mm']","['7.13 in', '181.1 mm']","['8.88 in', '225.6 mm']","['2.44 in', '62 mm']","['1.25 in', '31.8 mm']","['0.625 in', '16 mm']","['3.11 in', '79 mm']","['1.87 in', '47.5 mm']","['0.67 in', '17 mm']","['3.75 in', '95.3 mm']","['26600 lbf', '118000 N']","['26300 lbf', '117000 N']",['0.24'],['2.84'],['4.23'],['2400 rpm'],['4200 rpm'],['1800 rpm'],['2400 rpm'],['3550 rpm'],['1800 rpm'],"['0.050 in', '1.270 mm']","['0.0015 in', '0.038 mm']",['0.0016'],['0.0026'],"['0.0016 in', '0.040 mm']","['0.0026 in', '0.065 mm']"
QAAPL10A050S,22210 ,50 mm,2.25 in / 57.2 mm,5.93 in / 150.6 mm,6.36 in / 161.5 mm,26600 lbf / 118000 N,26300 lbf / 117000 N,,['Mounted Bearing'],['22210'],['50 mm'],['Metric'],"['QAAPL10A050SB', 'QAAPL10A050SC', 'QAAPL10A050SEB', 'QAAPL10A050SEC', 'QAAPL10A050SEM', 'QAAPL10A050SEN', 'QAAPL10A050SEO', 'QAAPL10A050SET', 'QAAPL10A050SM', 'QAAPL10A050SN', 'QAAPL10A050SO', 'QAAPL10A050ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450028103', '0883450028110', '0883450028134', '0883450028141', '0883450028158', '0883450028165', '0883450028172', '0883450028189', '0883450188807', '0883450188968', '0883450266307', '0883450266468']","['2.25 in', '57.2 mm']","['4.81 in', '122.2 mm']","['2.88 in', '73.2 mm']","['5.93 in', '150.6 mm']","['6.36 in', '161.5 mm']","['8.38 in', '212.9 mm']","['2.44 in', '62 mm']","['1.25 in', '31.8 mm']","['0.625 in', '16 mm']","['3.11 in', '79 mm']","['1.87 in', '47.5 mm']","['0.67 in', '17 mm']","['3.75 in', '95.3 mm']","['26600 lbf', '118000 N']","['26300 lbf', '117000 N']",['0.24'],['2.84'],['4.23'],['2400 rpm'],['4200 rpm'],['1800 rpm'],['2400 rpm'],['3550 rpm'],['1800 rpm'],"['0.050 in', '1.270 mm']","['0.0015 in', '0.038 mm']",['0.0016'],['0.0026'],"['0.0016 in', '0.040 mm']","['0.0026 in', '0.065 mm']"
QAASN10A050S,22210 ,50 mm,2.76 in / 70 mm,7.2 in / 183 mm,8.5 in / 216 mm,26600 lbf / 118000 N,26300 lbf / 117000 N,,['Mounted Bearing'],['22210'],['50 mm'],['Metric'],"['QAASN10A050SB', 'QAASN10A050SC', 'QAASN10A050SEB', 'QAASN10A050SEC', 'QAASN10A050SEM', 'QAASN10A050SEN', 'QAASN10A050SEO', 'QAASN10A050SET', 'QAASN10A050SM', 'QAASN10A050SN', 'QAASN10A050SO', 'QAASN10A050ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450348393', '0883450348409', '0883450348416', '0883450348423', '0883450348430', '0883450348447', '0883450348454', '0883450348461', '0883450348478', '0883450348485', '0883450348492', '0883450348508']","['2.76 in', '70 mm']","['5.35 in', '136 mm']","['2.87 in', '73 mm']","['7.2 in', '183 mm']","['8.5 in', '216 mm']","['10 in', '254 mm']","['2.68 in', '68 mm']","['0.98 in', '25 mm']","['0.625 in', '16 mm']","['3.23 in', '82 mm']","['1.87 in', '47.5 mm']","['0.55 in', '14 mm']","['3.75 in', '95.3 mm']","['26600 lbf', '118000 N']","['26300 lbf', '117000 N']",['0.24'],['2.84'],['4.23'],['2400 rpm'],['4200 rpm'],['1800 rpm'],['2400 rpm'],['3550 rpm'],['1800 rpm'],"['0.050 in', '1.270 mm']","['0.0015 in', '0.038 mm']",['0.0016'],['0.0026'],"['0.0016 in', '0.040 mm']","['0.0026 in', '0.065 mm']"
QAAPMD10A050S,22210 ,50 mm,2.5 in / 63.5 mm,6.38 in / 162.1 mm,7.44 in / 189 mm,26600 lbf / 118000 N,26300 lbf / 117000 N,,['Mounted Bearing'],['22210'],['50 mm'],['Metric'],,['Double Concentric'],['Two-Bolt Pillow Block'],,"['2.5 in', '63.5 mm']","['5 in', '127 mm']","['2.88 in', '73.2 mm']","['6.38 in', '162.1 mm']","['7.44 in', '189 mm']","['8.88 in', '225.6 mm']","['2.44 in', '62 mm']","['1.25 in', '31.8 mm']","['0.625 in', '16 mm']","['3.11 in', '79 mm']","['1.87 in', '47.5 mm']","['0.67 in', '17 mm']","['3.75 in', '95.3 mm']","['26600 lbf', '118000 N']","['26300 lbf', '117000 N']",['0.24'],['2.84'],['4.23'],['2400 rpm'],['4200 rpm'],['1800 rpm'],['2400 rpm'],['3550 rpm'],['1800 rpm'],"['0.050 in', '1.270 mm']","['0.0015 in', '0.038 mm']",['0.0016'],['0.0026'],"['0.0016 in', '0.040 mm']","['0.0026 in', '0.065 mm']"
QAAP11A055S,22211 ,55 mm,2.5 in / 63.5 mm,6.5 in / 165.1 mm,7.88 in / 200.2 mm,31900 lbf / 142000 N,31400 lbf / 140000 N,,['Mounted Bearing'],['22211'],['55 mm'],['Metric'],"['QAAP11A055SB', 'QAAP11A055SC', 'QAAP11A055SEB', 'QAAP11A055SEC', 'QAAP11A055SEM', 'QAAP11A055SEN', 'QAAP11A055SEO', 'QAAP11A055SET', 'QAAP11A055SM', 'QAAP11A055SN', 'QAAP11A055SO', 'QAAP11A055ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450286060', '0883450286077', '0883450318792', '0883450318808', '0883450318815', '0883450318822', '0883450318839', '0883450318846', '0883450318853', '0883450318860', '0883450318877', '0883450318884']","['2.5 in', '63.5 mm']","['5.25 in', '133.4 mm']","['3.25 in', '82.6 mm']","['6.5 in', '165.1 mm']","['7.88 in', '200.2 mm']","['9.63 in', '244.6 mm']","['2.63 in', '66.8 mm']","['1.25 in', '31.8 mm']","['0.625 in', '16 mm']","['3.32 in', '84.3 mm']","['2 in', '50.8 mm']","['0.69 in', '17.5 mm']","['4 in', '101.6 mm']","['31900 lbf', '142000 N']","['31400 lbf', '140000 N']",['0.23'],['2.95'],['4.40'],['2200 rpm'],['3800 rpm'],['1600 rpm'],['2200 rpm'],['3200 rpm'],['1600 rpm'],"['0.050 in', '1.270 mm']","['0.0015 in', '0.038 mm']",['0.0016'],['0.0026'],"['0.0016 in', '0.040 mm']","['0.0026 in', '0.065 mm']"
QAAPL11A055S,22211 ,55 mm,2.5 in / 63.5 mm,6.5 in / 165.1 mm,7.06 in / 179.3 mm,31900 lbf / 142000 N,31400 lbf / 140000 N,,['Mounted Bearing'],['22211'],['55 mm'],['Metric'],"['QAAPL11A055SB', 'QAAPL11A055SC', 'QAAPL11A055SEB', 'QAAPL11A055SEC', 'QAAPL11A055SEM', 'QAAPL11A055SEN', 'QAAPL11A055SEO', 'QAAPL11A055SET', 'QAAPL11A055SM', 'QAAPL11A055SN', 'QAAPL11A055SO', 'QAAPL11A055ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450320573', '0883450320580', '0883450320597', '0883450320603', '0883450320610', '0883450320627', '0883450320634', '0883450320641', '0883450320658', '0883450320665', '0883450320672', '0883450320689']","['2.5 in', '63.5 mm']","['5.25 in', '133.4 mm']","['3.25 in', '82.6 mm']","['6.5 in', '165.1 mm']","['7.06 in', '179.3 mm']","['8.88 in', '225.6 mm']","['2.58 in', '65.5 mm']","['1.25 in', '31.8 mm']","['0.625 in', '16 mm']","['3.29 in', '83.6 mm']","['2 in', '50.8 mm']","['0.71 in', '18 mm']","['4 in', '101.6 mm']","['31900 lbf', '142000 N']","['31400 lbf', '140000 N']",['0.23'],['2.95'],['4.40'],['2200 rpm'],['3800 rpm'],['1600 rpm'],['2200 rpm'],['3200 rpm'],['1600 rpm'],"['0.050 in', '1.270 mm']","['0.0015 in', '0.038 mm']",['0.0016'],['0.0026'],"['0.0016 in', '0.040 mm']","['0.0026 in', '0.065 mm']"
QAASN11A055S,22211 ,55 mm,2.76 in / 70 mm,7.2 in / 183 mm,8.5 in / 216 mm,31900 lbf / 142000 N,31400 lbf / 140000 N,,['Mounted Bearing'],['22211'],['55 mm'],['Metric'],"['QAASN11A055SB', 'QAASN11A055SC', 'QAASN11A055SEB', 'QAASN11A055SEC', 'QAASN11A055SEM', 'QAASN11A055SEN', 'QAASN11A055SEO', 'QAASN11A055SET', 'QAASN11A055SM', 'QAASN11A055SN', 'QAASN11A055SO', 'QAASN11A055ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450348751', '0883450348768', '0883450348775', '0883450348782', '0883450348799', '0883450348805', '0883450348812', '0883450348829', '0883450348836', '0883450348843', '0883450348850', '0883450348867']","['2.76 in', '70 mm']","['5.55 in', '141 mm']","['3.27 in', '83 mm']","['7.2 in', '183 mm']","['8.5 in', '216 mm']","['10 in', '254 mm']","['2.68 in', '68 mm']","['0.98 in', '25 mm']","['0.625 in', '16 mm']","['3.35 in', '85 mm']","['2 in', '50.8 mm']","['0.67 in', '17 mm']","['4.02 in', '102 mm']","['31900 lbf', '142000 N']","['31400 lbf', '140000 N']",['0.23'],['2.95'],['4.40'],['2200 rpm'],['3800 rpm'],['1600 rpm'],['2200 rpm'],['3200 rpm'],['1600 rpm'],"['0.050 in', '1.270 mm']","['0.0015 in', '0.038 mm']",['0.0016'],['0.0026'],"['0.0016 in', '0.040 mm']","['0.0026 in', '0.065 mm']"
QAAPMD11A055S,22211 ,55 mm,2.75 in / 69.9 mm,6.88 in / 174.8 mm,7.94 in / 201.7 mm,31900 lbf / 142000 N,31400 lbf / 140000 N,,['Mounted Bearing'],['22211'],['55 mm'],['Metric'],,['Double Concentric'],['Two-Bolt Pillow Block'],,"['2.75 in', '69.9 mm']","['5.5 in', '139.7 mm']","['3.25 in', '82.6 mm']","['6.88 in', '174.8 mm']","['7.94 in', '201.7 mm']","['9.5 in', '241.3 mm']","['2.63 in', '66.8 mm']","['1.5 in', '38.1 mm']","['0.625 in', '16 mm']","['3.32 in', '84.3 mm']","['2 in', '50.8 mm']","['0.69 in', '17.5 mm']","['4 in', '101.6 mm']","['31900 lbf', '142000 N']","['31400 lbf', '140000 N']",['0.23'],['2.95'],['4.40'],['2200 rpm'],['3800 rpm'],['1600 rpm'],['2200 rpm'],['3200 rpm'],['1600 rpm'],"['0.050 in', '1.270 mm']","['0.0015 in', '0.038 mm']",['0.0016'],['0.0026'],"['0.0016 in', '0.040 mm']","['0.0026 in', '0.065 mm']"
QAAP13A060S,22213 ,60 mm,2.75 in / 69.9 mm,6.88 in / 174.8 mm,8.63 in / 219.2 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,['Mounted Bearing'],['22213'],['60 mm'],['Metric'],"['QAAP13A060SB', 'QAAP13A060SC', 'QAAP13A060SEB', 'QAAP13A060SEC', 'QAAP13A060SEM', 'QAAP13A060SEN', 'QAAP13A060SEO', 'QAAP13A060SET', 'QAAP13A060SM', 'QAAP13A060SN', 'QAAP13A060SO', 'QAAP13A060ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450318891', '0883450318907', '0883450318914', '0883450318921', '0883450318938', '0883450318945', '0883450318952', '0883450318969', '0883450318976', '0883450318983', '0883450318990', '0883450319003']","['2.75 in', '69.9 mm']","['5.8 in', '147.3 mm']","['3.81 in', '96.8 mm']","['6.88 in', '174.8 mm']","['8.63 in', '219.2 mm']","['10.25 in', '260.4 mm']","['2.9 in', '73.7 mm']","['1.38 in', '35.1 mm']","['0.625 in', '16 mm']","['3.6 in', '91.4 mm']","['2.15 in', '54.6 mm']","['0.7 in', '17.8 mm']","['4.3 in', '109.2 mm']","['48600 lbf', '216000 N']","['46400 lbf', '206000 N']",['0.24'],['2.79'],['4.15'],['1800 rpm'],['3200 rpm'],['1500 rpm'],['1800 rpm'],['2800 rpm'],['1500 rpm'],"['0.083 in', '2.108 mm']","['0.0015 in', '0.038 mm']",['0.0016'],['0.0026'],"['0.0016 in', '0.040 mm']","['0.0026 in', '0.065 mm']"
QAAPL13A060S,22213 ,60 mm,2.75 in / 69.9 mm,6.81 in / 173 mm,7.44 in / 189 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,['Mounted Bearing'],['22213'],['60 mm'],['Metric'],"['QAAPL13A060SB', 'QAAPL13A060SC', 'QAAPL13A060SEB', 'QAAPL13A060SEC', 'QAAPL13A060SEM', 'QAAPL13A060SEN', 'QAAPL13A060SEO', 'QAAPL13A060SET', 'QAAPL13A060SM', 'QAAPL13A060SN', 'QAAPL13A060SO', 'QAAPL13A060ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450320696', '0883450320702', '0883450320719', '0883450320726', '0883450320733', '0883450320740', '0883450320757', '0883450320764', '0883450320771', '0883450320788', '0883450320795', '0883450320801']","['2.75 in', '69.9 mm']","['5.8 in', '147.3 mm']","['3.81 in', '96.8 mm']","['6.81 in', '173 mm']","['7.44 in', '189 mm']","['9.25 in', '235 mm']","['2.9 in', '73.7 mm']","['1.38 in', '35.1 mm']","['0.625 in', '16 mm']","['3.6 in', '91.4 mm']","['2.15 in', '54.6 mm']","['0.7 in', '17.8 mm']","['4.3 in', '109.2 mm']","['48600 lbf', '216000 N']","['46400 lbf', '206000 N']",['0.24'],['2.79'],['4.15'],['1800 rpm'],['3200 rpm'],['1500 rpm'],['1800 rpm'],['2800 rpm'],['1500 rpm'],"['0.083 in', '2.108 mm']","['0.0015 in', '0.038 mm']",['0.0016'],['0.0026'],"['0.0016 in', '0.040 mm']","['0.0026 in', '0.065 mm']"
