Part Number,Bearing Number,Shaft Size,Base to Center Height,Bolt Spacing Min,Bolt Spacing Max,C0 - Static Load,C - Dynamic Load (Basic),CAD,Engineering Group,Bearing Number,Shaft Size,Shaft Size Type,Full Timken Part Number,Locking Style,Housing Construction,UPC Code,Dimension A,Dimension B,Dimension C,Dimension D Min,Dimension D Max,Dimension F,Dimension G,Dimension H,Dimension J (Bolt Size),Dimension L,Dimension M,Dimension RAA,Dimension SAA,C0 - Static Load,C - Dynamic Load (Basic),e - Geometry Factor,Y1 - Geometry Factor,Y2 - Geometry Factor,Oil Lubrication - M/N Seal,Oil Lubrication - T Seal,Oil Lubrication - B/C/O Seal,Grease Lubrication - M/N Seal,Grease Lubrication - T Seal,Grease Lubrication - B/C/O Seal,Float,Shaft Tolerance,Eng Internal Radial Clearance - Min,Eng Internal Radial Clearance - Max,Pre Install Clearance Min,Pre Install Clearance Max
QAASN15A211S,22215 ,2 11/16 in,3.74 in / 95 mm,9.49 in / 241 mm,10.98 in / 279 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,['Mounted Bearing'],['22215'],['2 11/16 in'],['Imperial'],"['QAASN15A211SB', 'QAASN15A211SC', 'QAASN15A211SCNG', 'QAASN15A211SEB', 'QAASN15A211SEC', 'QAASN15A211SEM', 'QAASN15A211SEN', 'QAASN15A211SEO', 'QAASN15A211SET', 'QAASN15A211SM', 'QAASN15A211SN', 'QAASN15A211SO', 'QAASN15A211ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450349833', '0883450349840', '0883450349857', '0883450349864', '0883450349871', '0883450349888', '0883450349895', '0883450349901', '0883450349918', '0883450349925', '0883450349932', '0883450349949', '0883450462563']","['3.74 in', '95 mm']","['7.2 in', '183 mm']","['4.29 in', '109 mm']","['9.49 in', '241 mm']","['10.98 in', '279 mm']","['12.44 in', '316 mm']","['2.99 in', '76 mm']","['1.34 in', '34 mm']","['0.75 in', '20 mm']","['3.86 in', '98 mm']","['2.37 in', '60.2 mm']","['0.87 in', '22 mm']","['4.72 in', '120 mm']","['54100 lbf', '240000 N']","['49900 lbf', '222000 N']",['0.22'],['3.14'],['4.67'],['1600 rpm'],['2900 rpm'],['1300 rpm'],['1600 rpm'],['2400 rpm'],['1300 rpm'],"['0.083 in', '2.108 mm']","['0.0020 in', '0.051 mm']",['0.0020'],['0.0031'],"['0.0020 in', '0.050 mm']","['0.0031 in', '0.080 mm']"
QAAPMD15A211S,22215 ,2 11/16 in,3.5 in / 88.9 mm,8.5 in / 215.9 mm,9.5 in / 241.3 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,['Mounted Bearing'],['22215'],['2 11/16 in'],['Imperial'],,['Double Concentric'],['Two-Bolt Pillow Block'],,"['3.5 in', '88.9 mm']","['6-3/4 in', '171.5 mm']","['4.29 in', '109 mm']","['8.5 in', '215.9 mm']","['9.5 in', '241.3 mm']","['11-3/4 in', '298.5 mm']","['3 in', '76.2 mm']","['1.5 in', '38.1 mm']","['0.875 in', '24 mm']","['3.87 in', '98.3 mm']","['2.37 in', '60.2 mm']","['0.87 in', '22.1 mm']","['4.74 in', '120.4 mm']","['54100 lbf', '240000 N']","['49900 lbf', '222000 N']",['0.22'],['3.14'],['4.67'],['1600 rpm'],['2900 rpm'],['1300 rpm'],['1600 rpm'],['2400 rpm'],['1300 rpm'],"['0.083 in', '2.108 mm']","['0.0020 in', '0.051 mm']",['0.0020'],['0.0031'],"['0.0020 in', '0.050 mm']","['0.0031 in', '0.080 mm']"
QAAP15A212S,22215 ,2 3/4 in,3.13 in / 79.5 mm,7.88 in / 200.2 mm,9.63 in / 244.6 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,['Mounted Bearing'],['22215'],['2 3/4 in'],['Imperial'],"['QAAP15A212SB', 'QAAP15A212SC', 'QAAP15A212SEB', 'QAAP15A212SEC', 'QAAP15A212SEM', 'QAAP15A212SEN', 'QAAP15A212SEO', 'QAAP15A212SET', 'QAAP15A212SM', 'QAAP15A212SN', 'QAAP15A212SO', 'QAAP15A212ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450319133', '0883450319140', '0883450319157', '0883450319164', '0883450319171', '0883450319188', '0883450319195', '0883450319201', '0883450319218', '0883450319225', '0883450319232', '0883450319249']","['3.13 in', '79.5 mm']","['6.47 in', '164.3 mm']","['4.29 in', '109 mm']","['7.88 in', '200.2 mm']","['9.63 in', '244.6 mm']","['11.63 in', '295.4 mm']","['3 in', '76.2 mm']","['1.38 in', '35.1 mm']","['0.75 in', '20 mm']","['3.87 in', '98.3 mm']","['2.37 in', '60.2 mm']","['0.87 in', '22.1 mm']","['4.74 in', '120.4 mm']","['54100 lbf', '240000 N']","['49900 lbf', '222000 N']",['0.22'],['3.14'],['4.67'],['1600 rpm'],['2900 rpm'],['1300 rpm'],['1600 rpm'],['2400 rpm'],['1300 rpm'],"['0.083 in', '2.108 mm']","['0.0020 in', '0.051 mm']",['0.0020'],['0.0031'],"['0.0020 in', '0.050 mm']","['0.0031 in', '0.080 mm']"
QAAPL15A212S,22215 ,2 3/4 in,3.25 in / 82.6 mm,7.7 in / 195.6 mm,8.4 in / 213.4 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,['Mounted Bearing'],['22215'],['2 3/4 in'],['Imperial'],"['QAAPL15A212SB', 'QAAPL15A212SC', 'QAAPL15A212SEB', 'QAAPL15A212SEC', 'QAAPL15A212SEM', 'QAAPL15A212SEN', 'QAAPL15A212SEO', 'QAAPL15A212SET', 'QAAPL15A212SM', 'QAAPL15A212SN', 'QAAPL15A212SO', 'QAAPL15A212ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450320931', '0883450320948', '0883450320955', '0883450320962', '0883450320979', '0883450320986', '0883450320993', '0883450321006', '0883450321013', '0883450321020', '0883450321037', '0883450321044']","['3.25 in', '82.6 mm']","['6.59 in', '167.4 mm']","['4.29 in', '109 mm']","['7.7 in', '195.6 mm']","['8.4 in', '213.4 mm']","['10.44 in', '265.2 mm']","['3 in', '76.2 mm']","['1.38 in', '35.1 mm']","['0.75 in', '20 mm']","['3.87 in', '98.3 mm']","['2.37 in', '60.2 mm']","['0.87 in', '22.1 mm']","['4.74 in', '120.4 mm']","['54100 lbf', '240000 N']","['49900 lbf', '222000 N']",['0.22'],['3.14'],['4.67'],['1600 rpm'],['2900 rpm'],['1300 rpm'],['1600 rpm'],['2400 rpm'],['1300 rpm'],"['0.083 in', '2.108 mm']","['0.0020 in', '0.051 mm']",['0.0020'],['0.0031'],"['0.0020 in', '0.050 mm']","['0.0031 in', '0.080 mm']"
QAAPXT15A212S,22215 ,2 3/4 in,3.5 in / 88.9 mm,9.06 in / 230.1 mm,10.44 in / 265.2 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,['Mounted Bearing'],['22215'],['2 3/4 in'],['Imperial'],"['QAAPXT15A212SB', 'QAAPXT15A212SC', 'QAAPXT15A212SEB', 'QAAPXT15A212SEC', 'QAAPXT15A212SEM', 'QAAPXT15A212SEN', 'QAAPXT15A212SEO', 'QAAPXT15A212SET', 'QAAPXT15A212SM', 'QAAPXT15A212SN', 'QAAPXT15A212SO', 'QAAPXT15A212ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450952125', '0883450952132', '0883450952149', '0883450952156', '0883450952163', '0883450952170', '0883450952187', '0883450952194', '0883450952200', '0883450952217', '0883450952224', '0883450952231']","['3.5 in', '88.9 mm']","['6.84 in', '173.7 mm']","['4.29 in', '109 mm']","['9.06 in', '230.1 mm']","['10.44 in', '265.2 mm']","['13 in', '330.2 mm']","['2.98 in', '75.7 mm']","['1.38 in', '35.1 mm']","['0.875 in', '24 mm']","['3.86 in', '98 mm']","['2.37 in', '60.2 mm']","['0.88 in', '22.4 mm']","['4.74 in', '120.4 mm']","['54100 lbf', '240000 N']","['49900 lbf', '222000 N']",['0.22'],['3.14'],['4.67'],['1600 rpm'],['2900 rpm'],['1300 rpm'],['1600 rpm'],['2400 rpm'],['1300 rpm'],"['0.083 in', '2.108 mm']","['0.0020 in', '0.051 mm']",['0.0020'],['0.0031'],"['0.0020 in', '0.050 mm']","['0.0031 in', '0.080 mm']"
QAASN15A212S,22215 ,2 3/4 in,3.74 in / 95 mm,9.49 in / 241 mm,10.98 in / 279 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,['Mounted Bearing'],['22215'],['2 3/4 in'],['Imperial'],"['QAASN15A212SB', 'QAASN15A212SC', 'QAASN15A212SEB', 'QAASN15A212SEC', 'QAASN15A212SEM', 'QAASN15A212SEN', 'QAASN15A212SEO', 'QAASN15A212SET', 'QAASN15A212SM', 'QAASN15A212SN', 'QAASN15A212SO', 'QAASN15A212ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450322737', '0883450349956', '0883450349963', '0883450349970', '0883450349987', '0883450349994', '0883450350006', '0883450350013', '0883450350020', '0883450350037', '0883450350044', '0883450350051']","['3.74 in', '95 mm']","['7.2 in', '183 mm']","['4.29 in', '109 mm']","['9.49 in', '241 mm']","['10.98 in', '279 mm']","['12.44 in', '316 mm']","['2.99 in', '76 mm']","['1.34 in', '34 mm']","['0.75 in', '20 mm']","['3.86 in', '98 mm']","['2.37 in', '60.2 mm']","['0.87 in', '22 mm']","['4.72 in', '120 mm']","['54100 lbf', '240000 N']","['49900 lbf', '222000 N']",['0.22'],['3.14'],['4.67'],['1600 rpm'],['2900 rpm'],['1300 rpm'],['1600 rpm'],['2400 rpm'],['1300 rpm'],"['0.083 in', '2.108 mm']","['0.0020 in', '0.051 mm']",['0.0020'],['0.0031'],"['0.0020 in', '0.050 mm']","['0.0031 in', '0.080 mm']"
QAAPMD15A212S,22215 ,2 3/4 in,3.5 in / 88.9 mm,8.5 in / 215.9 mm,9.5 in / 241.3 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,['Mounted Bearing'],['22215'],['2 3/4 in'],['Imperial'],,['Double Concentric'],['Two-Bolt Pillow Block'],,"['3.5 in', '88.9 mm']","['6-3/4 in', '171.5 mm']","['4.29 in', '109 mm']","['8.5 in', '215.9 mm']","['9.5 in', '241.3 mm']","['11-3/4 in', '298.5 mm']","['3 in', '76.2 mm']","['1.5 in', '38.1 mm']","['0.875 in', '24 mm']","['3.87 in', '98.3 mm']","['2.37 in', '60.2 mm']","['0.87 in', '22.1 mm']","['4.74 in', '120.4 mm']","['54100 lbf', '240000 N']","['49900 lbf', '222000 N']",['0.22'],['3.14'],['4.67'],['1600 rpm'],['2900 rpm'],['1300 rpm'],['1600 rpm'],['2400 rpm'],['1300 rpm'],"['0.083 in', '2.108 mm']","['0.0020 in', '0.051 mm']",['0.0020'],['0.0031'],"['0.0020 in', '0.050 mm']","['0.0031 in', '0.080 mm']"
QAAP15A215S,22215 ,2 15/16 in,3.13 in / 79.5 mm,7.88 in / 200.2 mm,9.63 in / 244.6 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,['Mounted Bearing'],['22215'],['2 15/16 in'],['Imperial'],"['QAAP15A215SB', 'QAAP15A215SC', 'QAAP15A215SEB', 'QAAP15A215SEC', 'QAAP15A215SEM', 'QAAP15A215SEN', 'QAAP15A215SEO', 'QAAP15A215SET', 'QAAP15A215SM', 'QAAP15A215SN', 'QAAP15A215SNNG', 'QAAP15A215SO', 'QAAP15A215ST', 'QAAP15A215STHT']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450026109', '0883450026116', '0883450026130', '0883450026147', '0883450026154', '0883450026161', '0883450026178', '0883450026185', '0883450188227', '0883450188388', '0883450265720', '0883450265881', '0883450462778', '0883450493376']","['3.13 in', '79.5 mm']","['6.47 in', '164.3 mm']","['4.29 in', '109 mm']","['7.88 in', '200.2 mm']","['9.63 in', '244.6 mm']","['11.63 in', '295.4 mm']","['3 in', '76.2 mm']","['1.38 in', '35.1 mm']","['0.75 in', '20 mm']","['3.87 in', '98.3 mm']","['2.37 in', '60.2 mm']","['0.87 in', '22.1 mm']","['4.74 in', '120.4 mm']","['54100 lbf', '240000 N']","['49900 lbf', '222000 N']",['0.22'],['3.14'],['4.67'],['1600 rpm'],['2900 rpm'],['1300 rpm'],['1600 rpm'],['2400 rpm'],['1300 rpm'],"['0.083 in', '2.108 mm']","['0.0020 in', '0.051 mm']",['0.0020'],['0.0031'],"['0.0020 in', '0.050 mm']","['0.0031 in', '0.080 mm']"
QAAPL15A215S,22215 ,2 15/16 in,3.25 in / 82.6 mm,7.7 in / 195.6 mm,8.4 in / 213.4 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,['Mounted Bearing'],['22215'],['2 15/16 in'],['Imperial'],"['QAAPL15A215SB', 'QAAPL15A215SC', 'QAAPL15A215SEB', 'QAAPL15A215SEC', 'QAAPL15A215SEM', 'QAAPL15A215SEN', 'QAAPL15A215SEO', 'QAAPL15A215SET', 'QAAPL15A215SM', 'QAAPL15A215SN', 'QAAPL15A215SO', 'QAAPL15A215ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450029001', '0883450029018', '0883450029032', '0883450029049', '0883450029056', '0883450029063', '0883450029070', '0883450029087', '0883450188869', '0883450189026', '0883450266369', '0883450266529']","['3.25 in', '82.6 mm']","['6.59 in', '167.4 mm']","['4.29 in', '109 mm']","['7.7 in', '195.6 mm']","['8.4 in', '213.4 mm']","['10.44 in', '265.2 mm']","['3 in', '76.2 mm']","['1.38 in', '35.1 mm']","['0.75 in', '20 mm']","['3.87 in', '98.3 mm']","['2.37 in', '60.2 mm']","['0.87 in', '22.1 mm']","['4.74 in', '120.4 mm']","['54100 lbf', '240000 N']","['49900 lbf', '222000 N']",['0.22'],['3.14'],['4.67'],['1600 rpm'],['2900 rpm'],['1300 rpm'],['1600 rpm'],['2400 rpm'],['1300 rpm'],"['0.083 in', '2.108 mm']","['0.0020 in', '0.051 mm']",['0.0020'],['0.0031'],"['0.0020 in', '0.050 mm']","['0.0031 in', '0.080 mm']"
QAAPXT15A215S,22215 ,2 15/16 in,3.5 in / 88.9 mm,9.06 in / 230.1 mm,10.44 in / 265.2 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,['Mounted Bearing'],['22215'],['2 15/16 in'],['Imperial'],"['QAAPXT15A215SB', 'QAAPXT15A215SC', 'QAAPXT15A215SEB', 'QAAPXT15A215SEC', 'QAAPXT15A215SEM', 'QAAPXT15A215SEN', 'QAAPXT15A215SEO', 'QAAPXT15A215SET', 'QAAPXT15A215SM', 'QAAPXT15A215SN', 'QAAPXT15A215SO', 'QAAPXT15A215ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450952248', '0883450952255', '0883450952262', '0883450952279', '0883450952286', '0883450952293', '0883450952309', '0883450952316', '0883450952323', '0883450952330', '0883450952347', '0883450952354']","['3.5 in', '88.9 mm']","['6.84 in', '173.7 mm']","['4.29 in', '109 mm']","['9.06 in', '230.1 mm']","['10.44 in', '265.2 mm']","['13 in', '330.2 mm']","['2.98 in', '75.7 mm']","['1.38 in', '35.1 mm']","['0.875 in', '24 mm']","['3.86 in', '98 mm']","['2.37 in', '60.2 mm']","['0.88 in', '22.4 mm']","['4.74 in', '120.4 mm']","['54100 lbf', '240000 N']","['49900 lbf', '222000 N']",['0.22'],['3.14'],['4.67'],['1600 rpm'],['2900 rpm'],['1300 rpm'],['1600 rpm'],['2400 rpm'],['1300 rpm'],"['0.083 in', '2.108 mm']","['0.0020 in', '0.051 mm']",['0.0020'],['0.0031'],"['0.0020 in', '0.050 mm']","['0.0031 in', '0.080 mm']"
QAASN15A215S,22215 ,2 15/16 in,3.74 in / 95 mm,9.49 in / 241 mm,10.98 in / 279 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,['Mounted Bearing'],['22215'],['2 15/16 in'],['Imperial'],"['QAASN15A215SB', 'QAASN15A215SC', 'QAASN15A215SEB', 'QAASN15A215SEC', 'QAASN15A215SEM', 'QAASN15A215SEN', 'QAASN15A215SEO', 'QAASN15A215SET', 'QAASN15A215SM', 'QAASN15A215SN', 'QAASN15A215SO', 'QAASN15A215ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450350068', '0883450350075', '0883450350082', '0883450350099', '0883450350105', '0883450350112', '0883450350129', '0883450350136', '0883450350143', '0883450350150', '0883450350167', '0883450350174']","['3.74 in', '95 mm']","['7.2 in', '183 mm']","['4.29 in', '109 mm']","['9.49 in', '241 mm']","['10.98 in', '279 mm']","['12.44 in', '316 mm']","['2.99 in', '76 mm']","['1.34 in', '34 mm']","['0.75 in', '20 mm']","['3.86 in', '98 mm']","['2.37 in', '60.2 mm']","['0.87 in', '22 mm']","['4.72 in', '120 mm']","['54100 lbf', '240000 N']","['49900 lbf', '222000 N']",['0.22'],['3.14'],['4.67'],['1600 rpm'],['2900 rpm'],['1300 rpm'],['1600 rpm'],['2400 rpm'],['1300 rpm'],"['0.083 in', '2.108 mm']","['0.0020 in', '0.051 mm']",['0.0020'],['0.0031'],"['0.0020 in', '0.050 mm']","['0.0031 in', '0.080 mm']"
QAAPMD15A215S,22215 ,2 15/16 in,3.5 in / 88.9 mm,8.5 in / 215.9 mm,9.5 in / 241.3 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,['Mounted Bearing'],['22215'],['2 15/16 in'],['Imperial'],,['Double Concentric'],['Two-Bolt Pillow Block'],,"['3.5 in', '88.9 mm']","['6-3/4 in', '171.5 mm']","['4.29 in', '109 mm']","['8.5 in', '215.9 mm']","['9.5 in', '241.3 mm']","['11-3/4 in', '298.5 mm']","['3 in', '76.2 mm']","['1.5 in', '38.1 mm']","['0.875 in', '24 mm']","['3.87 in', '98.3 mm']","['2.37 in', '60.2 mm']","['0.87 in', '22.1 mm']","['4.74 in', '120.4 mm']","['54100 lbf', '240000 N']","['49900 lbf', '222000 N']",['0.22'],['3.14'],['4.67'],['1600 rpm'],['2900 rpm'],['1300 rpm'],['1600 rpm'],['2400 rpm'],['1300 rpm'],"['0.083 in', '2.108 mm']","['0.0020 in', '0.051 mm']",['0.0020'],['0.0031'],"['0.0020 in', '0.050 mm']","['0.0031 in', '0.080 mm']"
QAAP15A300S,22215 ,3 in,3.13 in / 79.5 mm,7.88 in / 200.2 mm,9.63 in / 244.6 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,['Mounted Bearing'],['22215'],['3 in'],['Imperial'],"['QAAP15A300SB', 'QAAP15A300SC', 'QAAP15A300SEB', 'QAAP15A300SEC', 'QAAP15A300SEM', 'QAAP15A300SEN', 'QAAP15A300SEO', 'QAAP15A300SET', 'QAAP15A300SM', 'QAAP15A300SN', 'QAAP15A300SO', 'QAAP15A300ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450026208', '0883450026215', '0883450026239', '0883450026246', '0883450026253', '0883450026260', '0883450026277', '0883450026284', '0883450188234', '0883450188395', '0883450265737', '0883450265898']","['3.13 in', '79.5 mm']","['6.47 in', '164.3 mm']","['4.29 in', '109 mm']","['7.88 in', '200.2 mm']","['9.63 in', '244.6 mm']","['11.63 in', '295.4 mm']","['3 in', '76.2 mm']","['1.38 in', '35.1 mm']","['0.75 in', '20 mm']","['3.87 in', '98.3 mm']","['2.37 in', '60.2 mm']","['0.87 in', '22.1 mm']","['4.74 in', '120.4 mm']","['54100 lbf', '240000 N']","['49900 lbf', '222000 N']",['0.22'],['3.14'],['4.67'],['1600 rpm'],['2900 rpm'],['1300 rpm'],['1600 rpm'],['2400 rpm'],['1300 rpm'],"['0.083 in', '2.108 mm']","['0.0020 in', '0.051 mm']",['0.0020'],['0.0031'],"['0.0020 in', '0.050 mm']","['0.0031 in', '0.080 mm']"
QAAPL15A300S,22215 ,3 in,3.25 in / 82.6 mm,7.7 in / 195.6 mm,8.4 in / 213.4 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,['Mounted Bearing'],['22215'],['3 in'],['Imperial'],"['QAAPL15A300SB', 'QAAPL15A300SC', 'QAAPL15A300SEB', 'QAAPL15A300SEC', 'QAAPL15A300SEM', 'QAAPL15A300SEN', 'QAAPL15A300SEO', 'QAAPL15A300SET', 'QAAPL15A300SM', 'QAAPL15A300SN', 'QAAPL15A300SO', 'QAAPL15A300ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450029100', '0883450029117', '0883450029131', '0883450029148', '0883450029155', '0883450029162', '0883450029179', '0883450029186', '0883450188876', '0883450189033', '0883450266376', '0883450266536']","['3.25 in', '82.6 mm']","['6.59 in', '167.4 mm']","['4.29 in', '109 mm']","['7.7 in', '195.6 mm']","['8.4 in', '213.4 mm']","['10.44 in', '265.2 mm']","['3 in', '76.2 mm']","['1.38 in', '35.1 mm']","['0.75 in', '20 mm']","['3.87 in', '98.3 mm']","['2.37 in', '60.2 mm']","['0.87 in', '22.1 mm']","['4.74 in', '120.4 mm']","['54100 lbf', '240000 N']","['49900 lbf', '222000 N']",['0.22'],['3.14'],['4.67'],['1600 rpm'],['2900 rpm'],['1300 rpm'],['1600 rpm'],['2400 rpm'],['1300 rpm'],"['0.083 in', '2.108 mm']","['0.0020 in', '0.051 mm']",['0.0020'],['0.0031'],"['0.0020 in', '0.050 mm']","['0.0031 in', '0.080 mm']"
QAAPXT15A300S,22215 ,3 in,3.5 in / 88.9 mm,9.06 in / 230.1 mm,10.44 in / 265.2 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,['Mounted Bearing'],['22215'],['3 in'],['Imperial'],"['QAAPXT15A300SB', 'QAAPXT15A300SC', 'QAAPXT15A300SEB', 'QAAPXT15A300SEC', 'QAAPXT15A300SEM', 'QAAPXT15A300SEN', 'QAAPXT15A300SEO', 'QAAPXT15A300SET', 'QAAPXT15A300SM', 'QAAPXT15A300SN', 'QAAPXT15A300SO', 'QAAPXT15A300ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450952361', '0883450952378', '0883450952385', '0883450952392', '0883450952408', '0883450952415', '0883450952422', '0883450952439', '0883450952446', '0883450952453', '0883450952460', '0883450952477']","['3.5 in', '88.9 mm']","['6.84 in', '173.7 mm']","['4.29 in', '109 mm']","['9.06 in', '230.1 mm']","['10.44 in', '265.2 mm']","['13 in', '330.2 mm']","['2.98 in', '75.7 mm']","['1.38 in', '35.1 mm']","['0.875 in', '24 mm']","['3.86 in', '98 mm']","['2.37 in', '60.2 mm']","['0.88 in', '22.4 mm']","['4.74 in', '120.4 mm']","['54100 lbf', '240000 N']","['49900 lbf', '222000 N']",['0.22'],['3.14'],['4.67'],['1600 rpm'],['2900 rpm'],['1300 rpm'],['1600 rpm'],['2400 rpm'],['1300 rpm'],"['0.083 in', '2.108 mm']","['0.0020 in', '0.051 mm']",['0.0020'],['0.0031'],"['0.0020 in', '0.050 mm']","['0.0031 in', '0.080 mm']"
QAASN15A300S,22215 ,3 in,3.74 in / 95 mm,9.49 in / 241 mm,10.98 in / 279 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,['Mounted Bearing'],['22215'],['3 in'],['Imperial'],"['QAASN15A300SB', 'QAASN15A300SC', 'QAASN15A300SEB', 'QAASN15A300SEC', 'QAASN15A300SEM', 'QAASN15A300SEN', 'QAASN15A300SEO', 'QAASN15A300SET', 'QAASN15A300SM', 'QAASN15A300SN', 'QAASN15A300SO', 'QAASN15A300ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450350181', '0883450350198', '0883450350204', '0883450350211', '0883450350228', '0883450350235', '0883450350242', '0883450350259', '0883450350266', '0883450350273', '0883450350280', '0883450350297']","['3.74 in', '95 mm']","['7.2 in', '183 mm']","['4.29 in', '109 mm']","['9.49 in', '241 mm']","['10.98 in', '279 mm']","['12.44 in', '316 mm']","['2.99 in', '76 mm']","['1.34 in', '34 mm']","['0.75 in', '20 mm']","['3.86 in', '98 mm']","['2.37 in', '60.2 mm']","['0.87 in', '22 mm']","['4.72 in', '120 mm']","['54100 lbf', '240000 N']","['49900 lbf', '222000 N']",['0.22'],['3.14'],['4.67'],['1600 rpm'],['2900 rpm'],['1300 rpm'],['1600 rpm'],['2400 rpm'],['1300 rpm'],"['0.083 in', '2.108 mm']","['0.0020 in', '0.051 mm']",['0.0020'],['0.0031'],"['0.0020 in', '0.050 mm']","['0.0031 in', '0.080 mm']"
QAAPMD15A300S,22215 ,3 in,3.5 in / 88.9 mm,8.5 in / 215.9 mm,9.5 in / 241.3 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,['Mounted Bearing'],['22215'],['3 in'],['Imperial'],,['Double Concentric'],['Two-Bolt Pillow Block'],,"['3.5 in', '88.9 mm']","['6-3/4 in', '171.5 mm']","['4.29 in', '109 mm']","['8.5 in', '215.9 mm']","['9.5 in', '241.3 mm']","['11-3/4 in', '298.5 mm']","['3 in', '76.2 mm']","['1.5 in', '38.1 mm']","['0.875 in', '24 mm']","['3.87 in', '98.3 mm']","['2.37 in', '60.2 mm']","['0.87 in', '22.1 mm']","['4.74 in', '120.4 mm']","['54100 lbf', '240000 N']","['49900 lbf', '222000 N']",['0.22'],['3.14'],['4.67'],['1600 rpm'],['2900 rpm'],['1300 rpm'],['1600 rpm'],['2400 rpm'],['1300 rpm'],"['0.083 in', '2.108 mm']","['0.0020 in', '0.051 mm']",['0.0020'],['0.0031'],"['0.0020 in', '0.050 mm']","['0.0031 in', '0.080 mm']"
QAAP18A303S,22218 ,3 3/16 in,3.75 in / 95.3 mm,9.38 in / 238.3 mm,11.25 in / 285.8 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,['Mounted Bearing'],['22218'],['3 3/16 in'],['Imperial'],"['QAAP18A303SB', 'QAAP18A303SC', 'QAAP18A303SEB', 'QAAP18A303SEC', 'QAAP18A303SEM', 'QAAP18A303SEN', 'QAAP18A303SEO', 'QAAP18A303SET', 'QAAP18A303SM', 'QAAP18A303SN', 'QAAP18A303SO', 'QAAP18A303ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450319492', '0883450319508', '0883450319515', '0883450319522', '0883450319539', '0883450319546', '0883450319553', '0883450319560', '0883450319577', '0883450319584', '0883450319591', '0883450319607']","['3.75 in', '95.3 mm']","['7.69 in', '195.3 mm']","['5.13 in', '130.3 mm']","['9.38 in', '238.3 mm']","['11.25 in', '285.8 mm']","['13.5 in', '342.9 mm']","['3.41 in', '86.6 mm']","['1.88 in', '47.8 mm']","['0.875 in', '24 mm']","['4.3 in', '109.2 mm']","['2.59 in', '65.8 mm']","['0.89 in', '22.6 mm']","['5.18 in', '131.6 mm']","['87200 lbf', '388000 N']","['79700 lbf', '355000 N']",['0.23'],['2.90'],['4.31'],['1400 rpm'],['2400 rpm'],['1000 rpm'],['1400 rpm'],['2000 rpm'],['1000 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0024'],['0.0039'],"['0.0024 in', '0.060 mm']","['0.0039 in', '0.100 mm']"
