Part Number,Shaft Size d,Total Width,Static Load Rating,Dynamic Load Rating,Seal Type,Housing Construction,CAD,Series,Shaft Size d,Bearing Type,Bearing Number,Seal Type,Housing Construction,Alternate Part Name,Base to Center Height H,Total Length L,Total Width A,Bolt Hole Spacing J,Bolt Hole Width N,Bolt Hole Length N1,Foot Height H1,Total Height H2,Dimension d1,Dimension B1,Dimension S1,Dimension T,Static Load Rating,Dynamic Load Rating,Dimension A1
LAO1 15/16,1 15/16 in,73 mm / 2.874 in,37900 N / 8510 lbf,68600 N / 15400 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Medium-Duty,1 15/16 in,Ball Bearing,GN115KLLB,Shroud Seal,Two-Bolt Pillow Block,LAO1 15/16,71.44 mm/2.813 in,265.1 mm/10.437 in,73 mm/2.874 in,209.6 mm/8.252 in,19 mm/0.748 in,25.4 mm/1 in,33.3 mm,141.3 mm/5.563 in,75.8 mm/2.984 in,66.7 mm/2.6260 in,42.1 mm/1.657 in,36.5 mm/1.437 in,37900 N/8510 lbf,68600 N/15400 lbf,
VAK2 S,2 in,55.6 mm / 2.189 in,23200 N / 5210 lbf,38900 N / 8740 lbf,Molded Shroud ,Two-Bolt Pillow Block ,,Standard,2 in,Ball Bearing,GRA115RRB2,Molded Shroud,Two-Bolt Pillow Block,VAK2 S,55.56 mm/2.187 in,200 mm/7.874 in,55.6 mm/2.189 in,158 mm/6.22 in,17.5 mm/0.689 in,23.8 mm/0.937 in,17.5 mm,112.7 mm/4.437 in,69.9 mm/2.752 in,43.7 mm/1.72 in,32.7 mm/1.287 in,27.8 mm/1.094 in,23200 N/5210 lbf,38900 N/8740 lbf,
VAK2,2 in,58.7 mm / 2.311 in,29200 N / 6570 lbf,48100 N / 10800 lbf,Molded Shroud ,Two-Bolt Pillow Block ,,Standard,2 in,Ball Bearing,GRA200RRB,Molded Shroud,Two-Bolt Pillow Block,VAK2,61.91 mm/2.437 in,222.3 mm/8.752 in,58.7 mm/2.311 in,176.2 mm/6.937 in,18.3 mm/0.72 in,29.4 mm/1.157 in,19 mm,124.6 mm/4.906 in,76.2 mm/3 in,48.4 mm/1.906 in,36.41 mm/1.433 in,29.4 mm/1.157 in,29200 N/6570 lbf,48100 N/10800 lbf,
VAS2 S,2 in,55.6 mm / 2.189 in,23200 N / 5210 lbf,38900 N / 8740 lbf,Molded Shroud ,Two-Bolt Pillow Block ,,Standard,2 in,Ball Bearing,GRA115RRB2,Molded Shroud,Two-Bolt Pillow Block,VAS2 S,57.15 mm/2.25 in,200 mm/7.874 in,55.6 mm/2.189 in,158 mm/6.22 in,18.3 mm/0.72 in,29.4 mm/1.157 in,19 mm,114.3 mm/4.5 in,69.9 mm/2.752 in,43.7 mm/1.72 in,32.7 mm/1.287 in,27.8 mm/1.094 in,23200 N/5210 lbf,38900 N/8740 lbf,
VAS2,2 in,58.7 mm / 2.311 in,29200 N / 6570 lbf,48100 N / 10800 lbf,Molded Shroud ,Two-Bolt Pillow Block ,,Standard,2 in,Ball Bearing,GRA200RRB,Molded Shroud,Two-Bolt Pillow Block,VAS2,63.5 mm/2.5 in,222.3 mm/8.752 in,58.7 mm/2.311 in,176.2 mm/6.937 in,18.3 mm/0.72 in,29.4 mm/1.157 in,20.6 mm,126.2 mm/4.969 in,76.2 mm/3 in,48.4 mm/1.906 in,36.41 mm/1.433 in,29.4 mm/1.157 in,29200 N/6570 lbf,48100 N/10800 lbf,
RSAO2,2 in,88.9 mm / 3.5 in,44600 N / 10000 lbf,79300 N / 17800 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Medium-Duty,2 in,Ball Bearing,GN200KRRB,Shroud Seal,Two-Bolt Pillow Block,RSAO2,95.25 mm/3.75 in,320.7 mm/12.626 in,88.9 mm/3.5 in,260.4 mm/10.252 in,22.2 mm/0.874 in,34.9 mm/1.374 in,36.5 mm,170.7 mm/6.72 in,82.6 mm/3.252 in,73 mm/2.874 in,45.2 mm/1.78 in,44.5 mm/1.752 in,44600 N/10000 lbf,79300 N/17800 lbf,
RAK2,2 in,60.3 mm / 2.374 in,29200 N / 6570 lbf,48100 N / 10800 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,2 in,Ball Bearing,G1200KRRB,Shroud Seal,Two-Bolt Pillow Block,RAK2,61.91 mm/2.437 in,222.3 mm/8.752 in,60.3 mm/2.374 in,176.2 mm/6.937 in,18.3 mm/0.72 in,29.4 mm/1.157 in,19 mm,126.2 mm/4.969 in,76.2 mm/3 in,71.4 mm/2.811 in,43.6 mm/1.717 in,30.2 mm/1.189 in,29200 N/6570 lbf,48100 N/10800 lbf,
TAK2,2 in,60.3 mm / 2.374 in,29200 N / 6570 lbf,48100 N / 10800 lbf,Tri-Ply Seal ,Two-Bolt Pillow Block ,,Industrial,2 in,Ball Bearing,G1200KPPB4,Tri-Ply Seal,Two-Bolt Pillow Block,TAK2,61.91 mm/2.437 in,222.3 mm/8.752 in,60.3 mm/2.374 in,176.2 mm/6.937 in,18.3 mm/0.72 in,29.4 mm/1.157 in,19 mm,126.2 mm/4.969 in,76.2 mm/3 in,71.4 mm/2.811 in,43.6 mm/1.717 in,30.2 mm/1.189 in,29200 N/6570 lbf,48100 N/10800 lbf,
RAS2,2 in,60.3 mm / 2.374 in,29200 N / 6570 lbf,48100 N / 10800 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,2 in,Ball Bearing,G1200KRRB,Shroud Seal,Two-Bolt Pillow Block,RAS2,63.5 mm/2.5 in,222.3 mm/8.752 in,60.3 mm/2.374 in,176.2 mm/6.937 in,18.3 mm/0.72 in,29.4 mm/1.157 in,20.6 mm,127.8 mm/5.031 in,76.2 mm/3 in,71.4 mm/2.811 in,43.6 mm/1.717 in,30.2 mm/1.189 in,29200 N/6570 lbf,48100 N/10800 lbf,
TAS2,2 in,60.3 mm / 2.374 in,29200 N / 6570 lbf,48100 N / 10800 lbf,Tri-Ply Seal ,Two-Bolt Pillow Block ,,Industrial,2 in,Ball Bearing,G1200KPPB4,Tri-Ply Seal,Two-Bolt Pillow Block,TAS2,63.5 mm/2.5 in,222.3 mm/8.752 in,60.3 mm/2.374 in,176.2 mm/6.937 in,18.3 mm/0.72 in,29.4 mm/1.157 in,20.6 mm,127.8 mm/5.031 in,76.2 mm/3 in,71.4 mm/2.811 in,43.6 mm/1.717 in,30.2 mm/1.189 in,29200 N/6570 lbf,48100 N/10800 lbf,
RSA2,2 in,79.4 mm / 3.126 in,29200 N / 6570 lbf,48100 N / 10800 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,2 in,Ball Bearing,G1200KRRB,Shroud Seal,Two-Bolt Pillow Block,RSA2,79.38 mm/3-1/8 in,288.9 mm/11.374 in,79.4 mm/3.126 in,228.6 mm/9 in,19 mm/0.748 in,33.3 mm/1.311 in,25.4 mm,142.1 mm/5.594 in,76.2 mm/3 in,71.4 mm/2.811 in,43.6 mm/1.717 in,39.7 mm/1.563 in,29200 N/6570 lbf,48100 N/10800 lbf,
RAK2 NT,2 in,60.3 mm / 2.374 in,29200 N / 6570 lbf,48100 N / 10800 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,2 in,Ball Bearing,G1200KRRB TDCF,Shroud Seal,Two-Bolt Pillow Block,RAK2 NT,61.91 mm/2.437 in,222.3 mm/8.752 in,60.3 mm/2.374 in,176.2 mm/6.937 in,18.3 mm/0.72 in,29.4 mm/1.157 in,19 mm,126.2 mm/4.969 in,76.2 mm/3 in,71.4 mm/2.811 in,43.6 mm/1.717 in,30.2 mm/1.189 in,29200 N/6570 lbf,48100 N/10800 lbf,
RAS2 NT,2 in,60.3 mm / 2.374 in,29200 N / 6570 lbf,48100 N / 10800 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,2 in,Ball Bearing,G1200KRRB TDCF,Shroud Seal,Two-Bolt Pillow Block,RAS2 NT,63.5 mm/2.5 in,222.3 mm/8.752 in,60.3 mm/2.374 in,176.2 mm/6.937 in,18.3 mm/0.72 in,29.4 mm/1.157 in,20.6 mm,127.8 mm/5.031 in,76.2 mm/3 in,71.4 mm/2.811 in,43.6 mm/1.717 in,30.2 mm/1.189 in,29200 N/6570 lbf,48100 N/10800 lbf,
VAK2S,2 in,55.6 mm / 2.189 in,23200 N / 5210 lbf,38900 N / 8740 lbf,Molded Shroud ,Two-Bolt Pillow Block ,,Standard,2 in,Ball Bearing,GRA115RRB2,Molded Shroud,Two-Bolt Pillow Block,VAK2S,55.56 mm/2.187 in,200 mm/7.874 in,55.6 mm/2.189 in,158 mm/6.22 in,17.5 mm/0.689 in,23.8 mm/0.937 in,17.5 mm,112.7 mm/4.437 in,69.9 mm/2.752 in,43.7 mm/1.72 in,32.7 mm/1.287 in,27.8 mm/1.094 in,23200 N/5210 lbf,38900 N/8740 lbf,
RAKH2,2 in,79.4 mm / 3.126 in,29200 N / 6570 lbf,48100 N / 10800 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,2 in,Ball Bearing,G1203KRRB,Shroud Seal,Two-Bolt Pillow Block,RAKH2,69.85 mm/2.75 in,260.4 mm/10.252 in,79.4 mm/3.126 in,184.2 mm/7.252 in,20.6 mm/0.811 in,36.5 mm/1.437 in,27 mm,136.5 mm/5.374 in,76.2 mm/3 in,71.4 mm/2.811 in,43.6 mm/1.717 in,39.7 mm/1.563 in,29200 N/6570 lbf,48100 N/10800 lbf,
RAO2,2 in,79.4 mm / 3.126 in,44600 N / 10000 lbf,79300 N / 17800 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Medium-Duty,2 in,Ball Bearing,GN203KRRB,Shroud Seal,Two-Bolt Pillow Block,RAO2,77.79 mm/3.063 in,287.3 mm/11.311 in,79.4 mm/3.126 in,228.6 mm/9 in,22.2 mm/0.874 in,28.6 mm/1.126 in,36.5 mm,153.2 mm/6.031 in,82.6 mm/3.252 in,73 mm/2.874 in,45.2 mm/1.78 in,39.7 mm/1.563 in,44600 N/10000 lbf,79300 N/17800 lbf,
RAK2 1/8,2.1250 in,60.3 mm / 2.374 in,29200 N / 6570 lbf,48100 N / 10800 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,2.1250 in,Ball Bearing,G1202KRRB,Shroud Seal,Two-Bolt Pillow Block,RAK2 1/8,61.91 mm/2.437 in,222.3 mm/8.752 in,60.3 mm/2.374 in,176.2 mm/6.937 in,18.3 mm/0.72 in,29.4 mm/1.157 in,19 mm,126.2 mm/4.969 in,76.2 mm/3 in,71.4 mm/2.811 in,43.6 mm/1.717 in,30.2 mm/1.189 in,29200 N/6570 lbf,48100 N/10800 lbf,
TAK2 1/8,2.1250 in,60.3 mm / 2.374 in,29200 N / 6570 lbf,48100 N / 10800 lbf,Tri-Ply Seal ,Two-Bolt Pillow Block ,,Industrial,2.1250 in,Ball Bearing,G1202KPPB4,Tri-Ply Seal,Two-Bolt Pillow Block,TAK2 1/8,61.91 mm/2.437 in,222.3 mm/8.752 in,60.3 mm/2.374 in,176.2 mm/6.937 in,18.3 mm/0.72 in,29.4 mm/1.157 in,19 mm,126.2 mm/4.969 in,76.2 mm/3 in,71.4 mm/2.811 in,43.6 mm/1.717 in,30.2 mm/1.189 in,29200 N/6570 lbf,48100 N/10800 lbf,
RAS2 1/8,2.1250 in,60.3 mm / 2.374 in,29200 N / 6570 lbf,48100 N / 10800 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,2.1250 in,Ball Bearing,G1202KRRB,Shroud Seal,Two-Bolt Pillow Block,RAS2 1/8,63.5 mm/2.5 in,222.3 mm/8.752 in,60.3 mm/2.374 in,176.2 mm/6.937 in,18.3 mm/0.72 in,29.4 mm/1.157 in,20.6 mm,127.8 mm/5.031 in,76.2 mm/3 in,71.4 mm/2.811 in,43.6 mm/1.717 in,30.2 mm/1.189 in,29200 N/6570 lbf,48100 N/10800 lbf,
TAS2 1/8,2.1250 in,60.3 mm / 2.374 in,29200 N / 6570 lbf,48100 N / 10800 lbf,Tri-Ply Seal ,Two-Bolt Pillow Block ,,Industrial,2.1250 in,Ball Bearing,G1202KPPB4,Tri-Ply Seal,Two-Bolt Pillow Block,TAS2 1/8,63.5 mm/2.5 in,222.3 mm/8.752 in,60.3 mm/2.374 in,176.2 mm/6.937 in,18.3 mm/0.72 in,29.4 mm/1.157 in,20.6 mm,127.8 mm/5.031 in,76.2 mm/3 in,71.4 mm/2.811 in,43.6 mm/1.717 in,30.2 mm/1.189 in,29200 N/6570 lbf,48100 N/10800 lbf,
RSA2 1/8,2.1250 in,79.4 mm / 3.126 in,29200 N / 6570 lbf,48100 N / 10800 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,2.1250 in,Ball Bearing,G1202KRRB,Shroud Seal,Two-Bolt Pillow Block,RSA2 1/8,79.38 mm/3-1/8 in,288.9 mm/11.374 in,79.4 mm/3.126 in,228.6 mm/9 in,19 mm/0.748 in,33.3 mm/1.311 in,25.4 mm,142.1 mm/5.594 in,76.2 mm/3 in,71.4 mm/2.811 in,43.6 mm/1.717 in,39.7 mm/1.563 in,29200 N/6570 lbf,48100 N/10800 lbf,
VAK2 3/16,2 3/16 in,58.7 mm / 2.311 in,29200 N / 6570 lbf,48100 N / 10800 lbf,Molded Shroud ,Two-Bolt Pillow Block ,,Standard,2 3/16 in,Ball Bearing,GRA203RRB,Molded Shroud,Two-Bolt Pillow Block,VAK2 3/16,61.91 mm/2.437 in,222.3 mm/8.752 in,58.7 mm/2.311 in,176.2 mm/6.937 in,18.3 mm/0.72 in,29.4 mm/1.157 in,19 mm,124.6 mm/4.906 in,76.2 mm/3 in,48.4 mm/1.906 in,36.41 mm/1.433 in,29.4 mm/1.157 in,29200 N/6570 lbf,48100 N/10800 lbf,
VAS2 3/16,2 3/16 in,58.7 mm / 2.311 in,29200 N / 6570 lbf,48100 N / 10800 lbf,Molded Shroud ,Two-Bolt Pillow Block ,,Standard,2 3/16 in,Ball Bearing,GRA203RRB,Molded Shroud,Two-Bolt Pillow Block,VAS2 3/16,63.5 mm/2.5 in,222.3 mm/8.752 in,58.7 mm/2.311 in,176.2 mm/6.937 in,18.3 mm/0.72 in,29.4 mm/1.157 in,20.6 mm,126.2 mm/4.969 in,76.2 mm/3 in,48.4 mm/1.906 in,36.41 mm/1.433 in,29.4 mm/1.157 in,29200 N/6570 lbf,48100 N/10800 lbf,
RAKH2 3/16,2 3/16 in,79.4 mm / 3.126 in,29200 N / 6570 lbf,48100 N / 10800 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,2 3/16 in,Ball Bearing,G1203KRRB,Shroud Seal,Two-Bolt Pillow Block,RAKH2 3/16,69.85 mm/2.75 in,260.4 mm/10.252 in,79.4 mm/3.126 in,184.2 mm/7.252 in,20.6 mm/0.811 in,36.5 mm/1.437 in,27 mm,136.5 mm/5.374 in,76.2 mm/3 in,71.4 mm/2.811 in,43.6 mm/1.717 in,39.7 mm/1.563 in,29200 N/6570 lbf,48100 N/10800 lbf,
RAKHL2 3/16,2 3/16 in,76.2 mm / 3 in,29200 N / 6570 lbf,48100 N / 10800 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Expansion,2 3/16 in,Ball Bearing,1203KRS,Shroud Seal,Two-Bolt Pillow Block,RAKHL2 3/16,69.85 mm/2.75 in,260.4 mm/10.252 in,76.2 mm/3 in,184.2 mm/7.252 in,20.6 mm/0.811 in,36.5 mm/1.437 in,27 mm,142.9 mm/5.626 in,76.2 mm/3 in,71.4 mm/2.811 in,43.6 mm/1.717 in,38.1 mm/1.500 in,29200 N/6570 lbf,48100 N/10800 lbf,
RAO2 3/16,2 3/16 in,79.4 mm / 3.126 in,44600 N / 10000 lbf,79300 N / 17800 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Medium-Duty,2 3/16 in,Ball Bearing,GN203KRRB,Shroud Seal,Two-Bolt Pillow Block,RAO2 3/16,77.79 mm/3.063 in,287.3 mm/11.311 in,79.4 mm/3.126 in,228.6 mm/9 in,22.2 mm/0.874 in,28.6 mm/1.126 in,36.5 mm,153.2 mm/6.031 in,82.6 mm/3.252 in,73 mm/2.874 in,45.2 mm/1.78 in,39.7 mm/1.563 in,44600 N/10000 lbf,79300 N/17800 lbf,
RSAO2 3/16,2 3/16 in,88.9 mm / 3.5 in,44600 N / 10000 lbf,79300 N / 17800 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Medium-Duty,2 3/16 in,Ball Bearing,GN203KRRB,Shroud Seal,Two-Bolt Pillow Block,RSAO2 3/16,95.25 mm/3.75 in,320.7 mm/12.626 in,88.9 mm/3.5 in,260.4 mm/10.252 in,22.2 mm/0.874 in,34.9 mm/1.374 in,36.5 mm,170.7 mm/6.72 in,82.6 mm/3.252 in,73 mm/2.874 in,45.2 mm/1.78 in,44.5 mm/1.752 in,44600 N/10000 lbf,79300 N/17800 lbf,
LSAO2 3/16,2 3/16 in,88.9 mm / 3.5 in,44600 N / 10000 lbf,79300 N / 17800 lbf,Labyrinth Seal ,Two-Bolt Pillow Block ,,Medium-Duty,2 3/16 in,Ball Bearing,GN203KLLB,Labyrinth Seal,Two-Bolt Pillow Block,LSAO2 3/16,95.25 mm/3.75 in,320.7 mm/12.626 in,88.9 mm/3.5 in,260.4 mm/10.252 in,22.2 mm/0.874 in,34.9 mm/1.374 in,36.5 mm,170.7 mm/6.72 in,82.6 mm/3.252 in,73 mm/2.874 in,45.2 mm/1.78 in,44.5 mm/1.752 in,44600 N/10000 lbf,79300 N/17800 lbf,
RAK2 3/16,2 3/16 in,60.3 mm / 2.374 in,29200 N / 6570 lbf,48100 N / 10800 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,2 3/16 in,Ball Bearing,G1203KRRB,Shroud Seal,Two-Bolt Pillow Block,RAK2 3/16,61.91 mm/2.437 in,222.3 mm/8.752 in,60.3 mm/2.374 in,176.2 mm/6.937 in,18.3 mm/0.72 in,29.4 mm/1.157 in,19 mm,126.2 mm/4.969 in,76.2 mm/3 in,71.4 mm/2.811 in,43.6 mm/1.717 in,30.2 mm/1.189 in,29200 N/6570 lbf,48100 N/10800 lbf,
TAK2 3/16,2 3/16 in,60.3 mm / 2.374 in,29200 N / 6570 lbf,48100 N / 10800 lbf,Tri-Ply Seal ,Two-Bolt Pillow Block ,,Industrial,2 3/16 in,Ball Bearing,G1203KPPB4,Tri-Ply Seal,Two-Bolt Pillow Block,TAK2 3/16,61.91 mm/2.437 in,222.3 mm/8.752 in,60.3 mm/2.374 in,176.2 mm/6.937 in,18.3 mm/0.72 in,29.4 mm/1.157 in,19 mm,126.2 mm/4.969 in,76.2 mm/3 in,71.4 mm/2.811 in,43.6 mm/1.717 in,30.2 mm/1.189 in,29200 N/6570 lbf,48100 N/10800 lbf,
LAK2 3/16,2 3/16 in,60.3 mm / 2.374 in,29200 N / 6570 lbf,48100 N / 10800 lbf,Labyrinth Seal ,Two-Bolt Pillow Block ,,Industrial,2 3/16 in,Ball Bearing,G1203KLLB,Labyrinth Seal,Two-Bolt Pillow Block,LAK2 3/16,61.91 mm/2.437 in,222.3 mm/8.752 in,60.3 mm/2.374 in,176.2 mm/6.937 in,18.3 mm/0.72 in,29.4 mm/1.157 in,19 mm,126.2 mm/4.969 in,76.2 mm/3 in,71.4 mm/2.811 in,43.6 mm/1.717 in,30.2 mm/1.189 in,29200 N/6570 lbf,48100 N/10800 lbf,
RAS2 3/16,2 3/16 in,60.3 mm / 2.374 in,29200 N / 6570 lbf,48100 N / 10800 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,2 3/16 in,Ball Bearing,G1203KRRB,Shroud Seal,Two-Bolt Pillow Block,RAS2 3/16,63.5 mm/2.5 in,222.3 mm/8.752 in,60.3 mm/2.374 in,176.2 mm/6.937 in,18.3 mm/0.72 in,29.4 mm/1.157 in,20.6 mm,127.8 mm/5.031 in,76.2 mm/3 in,71.4 mm/2.811 in,43.6 mm/1.717 in,30.2 mm/1.189 in,29200 N/6570 lbf,48100 N/10800 lbf,
TAS2 3/16,2 3/16 in,60.3 mm / 2.374 in,29200 N / 6570 lbf,48100 N / 10800 lbf,Tri-Ply Seal ,Two-Bolt Pillow Block ,,Industrial,2 3/16 in,Ball Bearing,G1203KPPB4,Tri-Ply Seal,Two-Bolt Pillow Block,TAS2 3/16,63.5 mm/2.5 in,222.3 mm/8.752 in,60.3 mm/2.374 in,176.2 mm/6.937 in,18.3 mm/0.72 in,29.4 mm/1.157 in,20.6 mm,127.8 mm/5.031 in,76.2 mm/3 in,71.4 mm/2.811 in,43.6 mm/1.717 in,30.2 mm/1.189 in,29200 N/6570 lbf,48100 N/10800 lbf,
RSA2 3/16,2 3/16 in,79.4 mm / 3.126 in,29200 N / 6570 lbf,48100 N / 10800 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,2 3/16 in,Ball Bearing,G1203KRRB,Shroud Seal,Two-Bolt Pillow Block,RSA2 3/16,79.38 mm/3-1/8 in,288.9 mm/11.374 in,79.4 mm/3.126 in,228.6 mm/9 in,19 mm/0.748 in,33.3 mm/1.311 in,25.4 mm,142.1 mm/5.594 in,76.2 mm/3 in,71.4 mm/2.811 in,43.6 mm/1.717 in,39.7 mm/1.563 in,29200 N/6570 lbf,48100 N/10800 lbf,
RAK2 3/16 NT,2 3/16 in,60.3 mm / 2.374 in,29200 N / 6570 lbf,48100 N / 10800 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,2 3/16 in,Ball Bearing,G1203KRRB TDCF,Shroud Seal,Two-Bolt Pillow Block,RAK2 3/16 NT,61.91 mm/2.437 in,222.3 mm/8.752 in,60.3 mm/2.374 in,176.2 mm/6.937 in,18.3 mm/0.72 in,29.4 mm/1.157 in,19 mm,126.2 mm/4.969 in,76.2 mm/3 in,71.4 mm/2.811 in,43.6 mm/1.717 in,30.2 mm/1.189 in,29200 N/6570 lbf,48100 N/10800 lbf,
RAS2 3/16 NT,2 3/16 in,60.3 mm / 2.374 in,29200 N / 6570 lbf,48100 N / 10800 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,2 3/16 in,Ball Bearing,G1203KRRB TDCF,Shroud Seal,Two-Bolt Pillow Block,RAS2 3/16 NT,63.5 mm/2.5 in,222.3 mm/8.752 in,60.3 mm/2.374 in,176.2 mm/6.937 in,18.3 mm/0.72 in,29.4 mm/1.157 in,20.6 mm,127.8 mm/5.031 in,76.2 mm/3 in,71.4 mm/2.811 in,43.6 mm/1.717 in,30.2 mm/1.189 in,29200 N/6570 lbf,48100 N/10800 lbf,
RSAOC2 3/16,2 3/16 in,88.9 mm / 3.5 in,44600 N / 10000 lbf,79300 N / 17800 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Medium-Duty,2 3/16 in,Ball Bearing,GN203KRRB,Shroud Seal,Two-Bolt Pillow Block,RSAOC2 3/16,95.25 mm/3.75 in,320.7 mm/12.626 in,88.9 mm/3.5 in,260.4 mm/10.252 in,22.2 mm/0.874 in,34.9 mm/1.374 in,36.5 mm,170.7 mm/6.72 in,82.6 mm/3.252 in,73 mm/2.874 in,45.2 mm/1.78 in,44.5 mm/1.752 in,44600 N/10000 lbf,79300 N/17800 lbf,
LAO2 3/16,2 3/16 in,79.4 mm / 3.126 in,44600 N / 10000 lbf,79300 N / 17800 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Medium-Duty,2 3/16 in,Ball Bearing,GN203KLLB,Shroud Seal,Two-Bolt Pillow Block,LAO2 3/16,77.79 mm/3.063 in,287.3 mm/11.311 in,79.4 mm/3.126 in,228.6 mm/9 in,22.2 mm/0.874 in,28.6 mm/1.126 in,36.5 mm,153.2 mm/6.031 in,82.6 mm/3.252 in,73 mm/2.874 in,45.2 mm/1.78 in,39.7 mm/1.563 in,44600 N/10000 lbf,79300 N/17800 lbf,
RAK2 1/4,2 1/4 in,60.3 mm / 2.374 in,35900 N / 8080 lbf,58200 N / 13100 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,2 1/4 in,Ball Bearing,G1204KRRB,Shroud Seal,Two-Bolt Pillow Block,RAK2 1/4,68.26 mm/2.687 in,239.7 mm/9.437 in,60.3 mm/2.374 in,188.1 mm/7.406 in,18.3 mm/0.72 in,29.4 mm/1.157 in,22.2 mm,137.3 mm/5.406 in,84.1 mm/3.311 in,77.8 mm/3.063 in,46.8 mm/1.843 in,30.2 mm/1.189 in,35900 N/8080 lbf,58200 N/13100 lbf,
RAS2 1/4,2 1/4 in,60.3 mm / 2.374 in,35900 N / 8080 lbf,58200 N / 13100 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,2 1/4 in,Ball Bearing,G1204KRRB,Shroud Seal,Two-Bolt Pillow Block,RAS2 1/4,69.85 mm/2.75 in,239.7 mm/9.437 in,60.3 mm/2.374 in,188.1 mm/7.406 in,18.3 mm/0.72 in,29.4 mm/1.157 in,23.8 mm,138.9 mm/5.469 in,84.1 mm/3.311 in,77.8 mm/3.063 in,46.8 mm/1.843 in,30.2 mm/1.189 in,35900 N/8080 lbf,58200 N/13100 lbf,
RSA2 1/4,2 1/4 in,79.4 mm / 3.126 in,35900 N / 8080 lbf,58200 N / 13100 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,2 1/4 in,Ball Bearing,G1204KRRB,Shroud Seal,Two-Bolt Pillow Block,RSA2 1/4,79.38 mm/3-1/8 in,288.9 mm/11.374 in,79.4 mm/3.126 in,228.6 mm/9 in,22.2 mm/0.874 in,28.6 mm/1.126 in,28.6 mm,149.2 mm/5.874 in,84.1 mm/3.311 in,77.8 mm/3.063 in,46.8 mm/1.843 in,39.7 mm/1.563 in,35900 N/8080 lbf,58200 N/13100 lbf,
RAK2 3/8,2 3/8 in,60.3 mm / 2.374 in,35900 N / 8080 lbf,58200 N / 13100 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,2 3/8 in,Ball Bearing,G1206KRRB,Shroud Seal,Two-Bolt Pillow Block,RAK2 3/8,68.26 mm/2.687 in,239.7 mm/9.437 in,60.3 mm/2.374 in,188.1 mm/7.406 in,18.3 mm/0.72 in,29.4 mm/1.157 in,22.2 mm,137.3 mm/5.406 in,84.1 mm/3.311 in,77.8 mm/3.063 in,46.8 mm/1.843 in,30.2 mm/1.189 in,35900 N/8080 lbf,58200 N/13100 lbf,
RAS2 3/8,2 3/8 in,60.3 mm / 2.374 in,35900 N / 8080 lbf,58200 N / 13100 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,2 3/8 in,Ball Bearing,G1206KRRB,Shroud Seal,Two-Bolt Pillow Block,RAS2 3/8,69.85 mm/2.75 in,239.7 mm/9.437 in,60.3 mm/2.374 in,188.1 mm/7.406 in,18.3 mm/0.72 in,29.4 mm/1.157 in,23.8 mm,138.9 mm/5.469 in,84.1 mm/3.311 in,77.8 mm/3.063 in,46.8 mm/1.843 in,30.2 mm/1.189 in,35900 N/8080 lbf,58200 N/13100 lbf,
RSA2 3/8,2 3/8 in,79.4 mm / 3.126 in,35900 N / 8080 lbf,58200 N / 13100 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,2 3/8 in,Ball Bearing,G1206KRRB,Shroud Seal,Two-Bolt Pillow Block,RSA2 3/8,79.38 mm/3-1/8 in,288.9 mm/11.374 in,79.4 mm/3.126 in,228.6 mm/9 in,22.2 mm/0.874 in,28.6 mm/1.126 in,28.6 mm,149.2 mm/5.874 in,84.1 mm/3.311 in,77.8 mm/3.063 in,46.8 mm/1.843 in,39.7 mm/1.563 in,35900 N/8080 lbf,58200 N/13100 lbf,
